stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,combined_score,score_normalized,protein,partner,pllps_1,pllps_2,protein_name,partner_name
9606.ENSP00000348416,9606.ENSP00000435389,TJP1,PLEKHA7,9606,0.735,0,0,0,0,0.292,0.0,0.642,735.0,0.735,Q07157,Q6IQ23,1.0,1.0,TJP1,PLEKHA7
9606.ENSP00000348416,9606.ENSP00000494277,TJP1,PATJ,9606,0.762,0,0,0,0,0.0,0.0,0.762,762.0,0.762,Q07157,Q8NI35,1.0,0.99,TJP1,PATJ
9606.ENSP00000348416,9606.ENSP00000438262,TJP1,TJP2,9606,0.999,0,0,0,0,0.6,0.9,0.982,999.0,0.999,Q07157,Q9UDY2,1.0,1.0,TJP1,TJP2
9606.ENSP00000348416,9606.ENSP00000355771,TJP1,AFDN,9606,0.999,0,0,0,0,0.457,0.9,0.986,999.0,0.999,Q07157,P55196,1.0,0.99,TJP1,AFDN
9606.ENSP00000355771,9606.ENSP00000435389,AFDN,PLEKHA7,9606,0.834,0,0,0,0,0.125,0.72,0.38,834.0,0.834,P55196,Q6IQ23,0.99,1.0,AFDN,PLEKHA7
9606.ENSP00000355771,9606.ENSP00000438262,AFDN,TJP2,9606,0.998,0,0,0,0,0.12,0.9,0.98,998.0,0.998,P55196,Q9UDY2,0.99,1.0,AFDN,TJP2
9606.ENSP00000361027,9606.ENSP00000494277,AMOT,PATJ,9606,0.998,0,0,0,0,0.457,0.9,0.978,998.0,0.998,Q4VCS5,Q8NI35,1.0,0.99,AMOT,PATJ
9606.ENSP00000364448,9606.ENSP00000421592,UPF3A,ALYREF,9606,0.734,0,0,0,0,0.734,0.0,0.0,734.0,0.734,Q9H1J1,Q86V81,0.99,1.0,UPF3A,ALYREF
9606.ENSP00000380888,9606.ENSP00000417235,MED13,MED12L,9606,0.982,0,0,0,0,0.532,0.54,0.924,982.0,0.982,Q9UHV7,Q86YW9,1.0,1.0,MED13,MED12L
9606.ENSP00000386458,9606.ENSP00000421592,PRPF40A,ALYREF,9606,0.8,0,0,0,0,0.0,0.8,0.0,800.0,0.8,O75400,Q86V81,1.0,1.0,PRPF40A,ALYREF
9606.ENSP00000421592,9606.ENSP00000498362,ALYREF,PQBP1,9606,0.8,0,0,0,0,0.0,0.8,0.0,800.0,0.8,Q86V81,O60828,1.0,0.99,ALYREF,PQBP1
9606.ENSP00000200457,9606.ENSP00000391669,TRIP6,BCAR1,9606,0.826,0,0,0,0,0.457,0.0,0.694,826.0,0.826,Q15654,P56945,0.97,0.99,TRIP6,BCAR1
9606.ENSP00000223023,9606.ENSP00000315659,WASL,DNMBP,9606,0.892,0,0,0,0,0.618,0.0,0.73,892.0,0.892,O00401,Q6XZF7,0.98,0.99,WASL,DNMBP
9606.ENSP00000223023,9606.ENSP00000365312,WASL,ABI1,9606,0.927,0,0,0,0,0.477,0.4,0.788,927.0,0.927,O00401,Q8IZP0,0.98,0.99,WASL,ABI1
9606.ENSP00000223023,9606.ENSP00000365745,WASL,CTTN,9606,0.99,0,0,0,0,0.457,0.0,0.983,990.0,0.99,O00401,Q14247,0.98,0.99,WASL,CTTN
9606.ENSP00000271636,9606.ENSP00000465419,CGN,TJP3,9606,0.973,0,0,0,0,0.0,0.0,0.973,973.0,0.973,Q9P2M7,O95049,0.99,0.97,CGN,TJP3
9606.ENSP00000303507,9606.ENSP00000361423,BCR,ABL1,9606,0.944,0,0,0,0,0.457,0.9,0.052,944.0,0.944,P11274,P00519,0.98,0.99,BCR,ABL1
9606.ENSP00000350267,9606.ENSP00000373340,BRPF3,BRPF1,9606,0.954,0,0,0,0,0.564,0.9,0.0,954.0,0.954,Q9ULD4,P55201,0.99,0.98,BRPF3,BRPF1
9606.ENSP00000361423,9606.ENSP00000365312,ABL1,ABI1,9606,0.967,0,0,0,0,0.562,0.0,0.929,967.0,0.967,P00519,Q8IZP0,0.99,0.99,ABL1,ABI1
9606.ENSP00000361423,9606.ENSP00000427562,ABL1,ABL2,9606,0.976,0,0,0,0,0.457,0.9,0.604,976.0,0.976,P00519,P42684,0.99,0.99,ABL1,ABL2
9606.ENSP00000368759,9606.ENSP00000391669,NEDD9,BCAR1,9606,0.753,0,0,0,0,0.671,0.0,0.282,753.0,0.753,Q14511,P56945,0.97,0.99,NEDD9,BCAR1
9606.ENSP00000386156,9606.ENSP00000463058,PYM1,RBM8A,9606,0.989,0,0,0,0,0.89,0.9,0.131,989.0,0.989,Q9BRP8,Q9Y5S9,0.99,0.97,PYM1,RBM8A
9606.ENSP00000387006,9606.ENSP00000463058,CWC22,RBM8A,9606,0.979,0,0,0,0,0.8,0.9,0.0,979.0,0.979,Q9HCG8,Q9Y5S9,0.97,0.97,CWC22,RBM8A
9606.ENSP00000261584,9606.ENSP00000369497,PALB2,BRCA2,9606,0.999,0,0,0,0,0.96,0.9,0.984,999.0,0.999,Q86YC2,P51587,0.94,0.92,PALB2,BRCA2
9606.ENSP00000262613,9606.ENSP00000408005,SLC9A3R1,SLC9A3R2,9606,0.892,0,0,0,0,0.469,0.0,0.806,892.0,0.892,O14745,Q15599,0.92,0.92,SLC9A3R1,SLC9A3R2
9606.ENSP00000267257,9606.ENSP00000346839,PXN,FN1,9606,0.87,0,0,0,0,0.201,0.0,0.845,870.0,0.87,P49023,P02751,0.96,0.93,PXN,FN1
9606.ENSP00000290663,9606.ENSP00000481733,MED8,MED29,9606,0.994,0,0,0,0,0.941,0.9,0.135,994.0,0.994,Q96G25,Q9NX70,0.91,0.95,MED8,MED29
9606.ENSP00000298229,9606.ENSP00000352264,INPPL1,CD2AP,9606,0.701,0,0,0,0,0.292,0.0,0.596,701.0,0.701,O15357,Q9Y5K6,0.93,0.94,INPPL1,CD2AP
9606.ENSP00000298229,9606.ENSP00000405338,INPPL1,INPP5D,9606,0.912,0,0,0,0,0.164,0.9,0.0,912.0,0.912,O15357,Q92835,0.93,0.94,INPPL1,INPP5D
9606.ENSP00000310036,9606.ENSP00000346839,CD34,FN1,9606,0.875,0,0,0,0,0.0,0.0,0.875,875.0,0.875,P28906,P02751,0.95,0.93,CD34,FN1
9606.ENSP00000346839,9606.ENSP00000368678,FN1,AGRN,9606,0.966,0,0,0,0,0.292,0.0,0.954,966.0,0.966,P02751,O00468,0.93,0.95,FN1,AGRN
9606.ENSP00000346839,9606.ENSP00000363827,FN1,HSPG2,9606,0.987,0,0,0,0,0.316,0.0,0.982,987.0,0.987,P02751,P98160,0.93,0.93,FN1,HSPG2
9606.ENSP00000350071,9606.ENSP00000375777,STRN3,STRN4,9606,0.982,0,0,0,0,0.734,0.9,0.405,982.0,0.982,Q13033,Q9NRL3,0.92,0.94,STRN3,STRN4
9606.ENSP00000352264,9606.ENSP00000405338,CD2AP,INPP5D,9606,0.716,0,0,0,0,0.292,0.0,0.616,716.0,0.716,Q9Y5K6,Q92835,0.94,0.94,CD2AP,INPP5D
9606.ENSP00000363827,9606.ENSP00000368678,HSPG2,AGRN,9606,0.981,0,0,0,0,0.0,0.0,0.981,981.0,0.981,P98160,O00468,0.93,0.95,HSPG2,AGRN
9606.ENSP00000363827,9606.ENSP00000442600,HSPG2,DAG1,9606,0.994,0,0,0,0,0.082,0.7,0.982,994.0,0.994,P98160,Q14118,0.93,0.92,HSPG2,DAG1
9606.ENSP00000365606,9606.ENSP00000381098,GRIPAP1,GRIP1,9606,0.935,0,0,0,0,0.292,0.0,0.912,935.0,0.935,Q4V328,Q9Y3R0,0.93,0.95,GRIPAP1,GRIP1
9606.ENSP00000367686,9606.ENSP00000469413,PAK5,PAK4,9606,0.725,0,0,0,0,0.542,0.0,0.425,725.0,0.725,Q9P286,O96013,0.96,0.91,PAK5,PAK4
9606.ENSP00000368678,9606.ENSP00000442600,AGRN,DAG1,9606,0.998,0,0,0,0,0.308,0.9,0.982,998.0,0.998,O00468,Q14118,0.95,0.92,AGRN,DAG1
9606.ENSP00000385142,9606.ENSP00000442600,NRXN1,DAG1,9606,0.994,0,0,0,0,0.0,0.7,0.983,994.0,0.994,Q9ULB1,Q14118,0.66,0.92,NRXN1,DAG1
9606.ENSP00000204961,9606.ENSP00000493716,EFNB1,EFNB2,9606,0.929,0,0,0,0,0.32,0.9,0.0,929.0,0.929,P98172,P52799,0.86,0.9,EFNB1,EFNB2
9606.ENSP00000204961,9606.ENSP00000481994,EFNB1,EPHB6,9606,0.988,0,0,0,0,0.0,0.5,0.978,988.0,0.988,P98172,O15197,0.86,0.91,EFNB1,EPHB6
9606.ENSP00000257189,9606.ENSP00000331678,DSG3,PKP3,9606,0.88,0,0,0,0,0.292,0.5,0.689,880.0,0.88,P32926,Q9Y446,0.84,0.87,DSG3,PKP3
9606.ENSP00000257192,9606.ENSP00000331678,DSG1,PKP3,9606,0.805,0,0,0,0,0.292,0.5,0.495,805.0,0.805,Q02413,Q9Y446,0.83,0.87,DSG1,PKP3
9606.ENSP00000265459,9606.ENSP00000305288,NRXN2,NLGN2,9606,0.994,0,0,0,0,0.378,0.5,0.983,994.0,0.994,Q9P2S2,Q8NFZ4,0.9,0.84,NRXN2,NLGN2
9606.ENSP00000300146,9606.ENSP00000320949,PATL1,CNOT1,9606,0.749,0,0,0,0,0.734,0.0,0.098,749.0,0.749,Q86TB9,A5YKK6,0.91,0.88,PATL1,CNOT1
9606.ENSP00000317985,9606.ENSP00000382697,ROCK2,ROCK1,9606,0.975,0,0,0,0,0.664,0.9,0.322,975.0,0.975,O75116,Q13464,0.86,0.86,ROCK2,ROCK1
9606.ENSP00000323264,9606.ENSP00000347379,MARVELD2,OCLN,9606,0.983,0,0,0,0,0.125,0.0,0.982,983.0,0.983,Q8N4S9,Q16625,0.85,0.83,MARVELD2,OCLN
9606.ENSP00000331678,9606.ENSP00000359506,PKP3,FMR1,9606,0.72,0,0,0,0,0.0,0.72,0.0,720.0,0.72,Q9Y446,Q06787,0.87,0.83,PKP3,FMR1
9606.ENSP00000334675,9606.ENSP00000347232,ERCC6L,BLM,9606,0.725,0,0,0,0,0.725,0.0,0.0,725.0,0.725,Q2NKX8,P54132,0.81,0.89,ERCC6L,BLM
9606.ENSP00000345731,9606.ENSP00000365272,DLG1,DLG2,9606,0.961,0,0,0,0,0.0,0.9,0.627,961.0,0.961,Q12959,Q15700,0.81,0.82,DLG1,DLG2
9606.ENSP00000348708,9606.ENSP00000402515,UPF2,SMG1,9606,0.995,0,0,0,0,0.734,0.0,0.984,995.0,0.995,Q9HAU5,Q96Q15,0.88,0.86,UPF2,SMG1
9606.ENSP00000377390,9606.ENSP00000414202,PPP6R3,PPP6R1,9606,0.843,0,0,0,0,0.733,0.0,0.439,843.0,0.843,Q5H9R7,Q9UPN7,0.85,0.81,PPP6R3,PPP6R1
9606.ENSP00000481994,9606.ENSP00000493716,EPHB6,EFNB2,9606,0.971,0,0,0,0,0.0,0.5,0.945,971.0,0.971,O15197,P52799,0.91,0.9,EPHB6,EFNB2
9606.ENSP00000223500,9606.ENSP00000297265,CHMP5,CHMP4C,9606,0.824,0,0,0,0,0.358,0.5,0.495,824.0,0.824,Q9NZZ3,Q96CF2,0.73,0.71,CHMP5,CHMP4C
9606.ENSP00000223500,9606.ENSP00000254950,CHMP5,VPS4A,9606,0.981,0,0,0,0,0.457,0.9,0.681,981.0,0.981,Q9NZZ3,Q9UN37,0.73,0.78,CHMP5,VPS4A
9606.ENSP00000223500,9606.ENSP00000263856,CHMP5,CHMP3,9606,0.984,0,0,0,0,0.471,0.5,0.946,984.0,0.984,Q9NZZ3,Q9Y3E7,0.73,0.69,CHMP5,CHMP3
9606.ENSP00000227348,9606.ENSP00000252483,CRTAM,NECTIN2,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,O95727,Q92692,0.68,0.71,CRTAM,NECTIN2
9606.ENSP00000254950,9606.ENSP00000263856,VPS4A,CHMP3,9606,0.718,0,0,0,0,0.459,0.5,0.0,718.0,0.718,Q9UN37,Q9Y3E7,0.78,0.69,VPS4A,CHMP3
9606.ENSP00000254950,9606.ENSP00000297265,VPS4A,CHMP4C,9606,0.778,0,0,0,0,0.575,0.5,0.0,778.0,0.778,Q9UN37,Q96CF2,0.78,0.71,VPS4A,CHMP4C
9606.ENSP00000263856,9606.ENSP00000297265,CHMP3,CHMP4C,9606,0.888,0,0,0,0,0.305,0.54,0.68,888.0,0.888,Q9Y3E7,Q96CF2,0.69,0.71,CHMP3,CHMP4C
9606.ENSP00000278568,9606.ENSP00000358866,PAK1,FLNA,9606,0.919,0,0,0,0,0.23,0.9,0.0,919.0,0.919,Q13153,P21333,0.76,0.77,PAK1,FLNA
9606.ENSP00000294489,9606.ENSP00000338934,PDPN,EZR,9606,0.811,0,0,0,0,0.0,0.0,0.811,811.0,0.811,Q86YL7,P15311,0.71,0.75,PDPN,EZR
9606.ENSP00000316029,9606.ENSP00000358866,TLN1,FLNA,9606,0.984,0,0,0,0,0.0,0.0,0.984,984.0,0.984,Q9Y490,P21333,0.79,0.77,TLN1,FLNA
9606.ENSP00000338934,9606.ENSP00000359077,EZR,L1CAM,9606,0.897,0,0,0,0,0.457,0.5,0.653,897.0,0.897,P15311,P32004,0.75,0.66,EZR,L1CAM
9606.ENSP00000385142,9606.ENSP00000497806,NRXN1,DLG4,9606,0.943,0,0,0,0,0.0,0.5,0.892,943.0,0.943,Q9ULB1,P78352,0.66,0.7,NRXN1,DLG4
9606.ENSP00000422533,9606.ENSP00000424226,ADGRL3,TENM3,9606,0.772,0,0,0,0,0.749,0.0,0.132,772.0,0.772,Q9HAR2,Q9P273,0.77,0.76,ADGRL3,TENM3
9606.ENSP00000422533,9606.ENSP00000427874,ADGRL3,TENM2,9606,0.994,0,0,0,0,0.973,0.0,0.794,994.0,0.994,Q9HAR2,Q9NT68,0.77,0.69,ADGRL3,TENM2
9606.ENSP00000217402,9606.ENSP00000432279,CHMP4B,CHMP1B,9606,0.983,0,0,0,0,0.786,0.9,0.278,983.0,0.983,Q9H444,Q7LBR1,0.57,0.65,CHMP4B,CHMP1B
9606.ENSP00000237380,9606.ENSP00000268711,MED28,MED9,9606,0.988,0,0,0,0,0.944,0.8,0.0,988.0,0.988,Q9H204,Q9NWA0,0.58,0.65,MED28,MED9
9606.ENSP00000237380,9606.ENSP00000440100,MED28,MED24,9606,0.988,0,0,0,0,0.944,0.8,0.0,988.0,0.988,Q9H204,O75448,0.58,0.56,MED28,MED24
9606.ENSP00000237380,9606.ENSP00000323720,MED28,MED14,9606,0.994,0,0,0,0,0.972,0.8,0.0,994.0,0.994,Q9H204,O60244,0.58,0.58,MED28,MED14
9606.ENSP00000237380,9606.ENSP00000482438,MED28,MED22,9606,0.995,0,0,0,0,0.972,0.8,0.287,995.0,0.995,Q9H204,Q15528,0.58,0.6,MED28,MED22
9606.ENSP00000262629,9606.ENSP00000478763,TYROBP,SIRPA,9606,0.8,0,0,0,0,0.0,0.8,0.0,800.0,0.8,O43914,P78324,0.62,0.63,TYROBP,SIRPA
9606.ENSP00000265071,9606.ENSP00000289746,CDH6,CDH15,9606,0.823,0,0,0,0,0.0,0.54,0.632,823.0,0.823,P55285,P55291,0.62,0.64,CDH6,CDH15
9606.ENSP00000268603,9606.ENSP00000289746,CDH11,CDH15,9606,0.735,0,0,0,0,0.0,0.54,0.448,735.0,0.735,P55287,P55291,0.56,0.64,CDH11,CDH15
9606.ENSP00000268711,9606.ENSP00000323720,MED9,MED14,9606,0.981,0,0,0,0,0.909,0.8,0.0,981.0,0.981,Q9NWA0,O60244,0.65,0.58,MED9,MED14
9606.ENSP00000268711,9606.ENSP00000440100,MED9,MED24,9606,0.985,0,0,0,0,0.931,0.8,0.0,985.0,0.985,Q9NWA0,O75448,0.65,0.56,MED9,MED24
9606.ENSP00000268711,9606.ENSP00000482438,MED9,MED22,9606,0.988,0,0,0,0,0.927,0.8,0.264,988.0,0.988,Q9NWA0,Q15528,0.65,0.6,MED9,MED22
9606.ENSP00000278671,9606.ENSP00000307272,LAMTOR1,RPTOR,9606,0.971,0,0,0,0,0.944,0.5,0.0,971.0,0.971,Q6IAA8,Q8N122,0.6,0.61,LAMTOR1,RPTOR
9606.ENSP00000298139,9606.ENSP00000313420,WRN,PRKDC,9606,0.9,0,0,0,0,0.292,0.0,0.865,900.0,0.9,Q14191,P78527,0.55,0.65,WRN,PRKDC
9606.ENSP00000307272,9606.ENSP00000451828,RPTOR,AKT1,9606,0.737,0,0,0,0,0.292,0.0,0.644,737.0,0.737,Q8N122,P31749,0.61,0.59,RPTOR,AKT1
9606.ENSP00000323720,9606.ENSP00000440100,MED14,MED24,9606,0.995,0,0,0,0,0.931,0.8,0.688,995.0,0.995,O60244,O75448,0.58,0.56,MED14,MED24
9606.ENSP00000323720,9606.ENSP00000482438,MED14,MED22,9606,0.998,0,0,0,0,0.978,0.9,0.527,998.0,0.998,O60244,Q15528,0.58,0.6,MED14,MED22
9606.ENSP00000341189,9606.ENSP00000451828,PTK2,AKT1,9606,0.798,0,0,0,0,0.226,0.0,0.75,798.0,0.798,Q05397,P31749,0.64,0.59,PTK2,AKT1
9606.ENSP00000359552,9606.ENSP00000451828,PKN2,AKT1,9606,0.798,0,0,0,0,0.292,0.0,0.727,798.0,0.798,Q16513,P31749,0.64,0.59,PKN2,AKT1
9606.ENSP00000440100,9606.ENSP00000482438,MED24,MED22,9606,0.985,0,0,0,0,0.93,0.8,0.0,985.0,0.985,O75448,Q15528,0.56,0.6,MED24,MED22
9606.ENSP00000226218,9606.ENSP00000293379,VTN,ITGA5,9606,0.94,0,0,0,0,0.0,0.72,0.796,940.0,0.94,P04004,P08648,0.46,0.49,VTN,ITGA5
