Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
54,Q92922,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1),0.99
55,Q13283,G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),0.99
56,Q9UNE2,RPH3L_HUMAN,Rab effector Noc2 (No C2 domains protein) (Rabphilin-3A-like protein),0.99
57,Q6ZUM4,RHG27_HUMAN,Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20),0.99
58,Q9P278,FNIP2_HUMAN,Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein),0.99
59,Q5JTV8,TOIP1_HUMAN,Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B),0.99
60,Q9ULG1,INO80_HUMAN,Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A),0.99
61,Q8N103,TAGAP_HUMAN,T-cell activation Rho GTPase-activating protein (T-cell activation GTPase-activating protein),0.99
62,Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),0.99
63,P51532,SMCA4_HUMAN,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),0.99
64,Q8N6H7,ARFG2_HUMAN,ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289),0.99
65,Q9BXF6,RFIP5_HUMAN,Rab11 family-interacting protein 5 (Rab11-FIP5) (Gamma-SNAP-associated factor 1) (Gaf-1) (Phosphoprotein pp75) (Rab11-interacting protein Rip11),0.99
66,Q03468,ERCC6_HUMAN,DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB),0.99
67,Q96B36,AKTS1_HUMAN,Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate),0.99
68,Q684P5,RPGP2_HUMAN,Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4),0.99
69,Q92619,HMHA1_HUMAN,Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)],0.99
70,Q92502,STAR8_HUMAN,StAR-related lipid transfer protein 8 (Deleted in liver cancer 3 protein) (DLC-3) (START domain-containing protein 8) (StARD8) (START-GAP3),0.99
71,Q86YV0,RASL3_HUMAN,RAS protein activator like-3,0.99
72,Q8WVB6,CTF18_HUMAN,Chromosome transmission fidelity protein 18 homolog (hCTF18) (CHL12),0.99
73,Q9UPU5,UBP24_HUMAN,Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24),0.99
74,P13805,TNNT1_HUMAN,"Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT)",0.99
75,Q96QE3,ATAD5_HUMAN,ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein),0.99
76,Q9UPN3,MACF1_HUMAN,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)",0.99
77,Q6VN20,RBP10_HUMAN,Ran-binding protein 10 (RanBP10),0.99
78,Q86T82,UBP37_HUMAN,Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37),0.99
79,Q5VWQ8,DAB2P_HUMAN,Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein),0.99
80,P25686,DNJB2_HUMAN,DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1),0.98
81,Q8IYB5,SMAP1_HUMAN,Stromal membrane-associated protein 1,0.98
82,Q9C0H5,RHG39_HUMAN,Rho GTPase-activating protein 39,0.98
83,O43566,RGS14_HUMAN,Regulator of G-protein signaling 14 (RGS14),0.98
84,Q9P107,GMIP_HUMAN,GEM-interacting protein (GMIP),0.98
85,P49796,RGS3_HUMAN,Regulator of G-protein signaling 3 (RGP3) (RGS3),0.98
86,Q52LW3,RHG29_HUMAN,Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29),0.98
87,Q9NZN5,ARHGC_HUMAN,Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF),0.98
88,P11274,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),0.98
89,Q7Z5H3,RHG22_HUMAN,Rho GTPase-activating protein 22 (Rho-type GTPase-activating protein 22),0.98
90,Q9H0B6,KLC2_HUMAN,Kinesin light chain 2 (KLC 2),0.98
91,Q14684,RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B),0.98
92,Q9Y3L3,3BP1_HUMAN,SH3 domain-binding protein 1,0.98
93,Q8N6T3,ARFG1_HUMAN,ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein),0.98
94,Q6GYQ0,RGPA1_HUMAN,Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240),0.98
95,Q8N264,RHG24_HUMAN,Rho GTPase-activating protein 24 (Filamin-A-associated RhoGAP) (FilGAP) (RAC1- and CDC42-specific GTPase-activating protein of 72 kDa) (RC-GAP72) (Rho-type GTPase-activating protein 24) (RhoGAP of 73 kDa) (Sarcoma antigen NY-SAR-88) (p73RhoGAP),0.98
96,Q92738,US6NL_HUMAN,USP6 N-terminal-like protein (Related to the N-terminus of tre) (RN-tre),0.98
97,Q9ULH1,ASAP1_HUMAN,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",0.98
98,Q9ULI0,ATD2B_HUMAN,ATPase family AAA domain-containing protein 2B,0.97
99,Q9Y5S9,RBM8A_HUMAN,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),0.97
100,Q92985,IRF7_HUMAN,Interferon regulatory factor 7 (IRF-7),0.97
101,Q9P2F6,RHG20_HUMAN,Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20),0.97
102,Q8IV16,HDBP1_HUMAN,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 (GPI-HBP1) (GPI-anchored HDL-binding protein 1) (High density lipoprotein-binding protein 1),0.97
103,Q17R89,RHG44_HUMAN,Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2),0.97
104,Q96DR7,ARHGQ_HUMAN,Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor),0.97
105,Q3SXY8,AR13B_HUMAN,ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1),0.97
106,Q05469,LIPS_HUMAN,Hormone-sensitive lipase (HSL) (EC 3.1.1.79),0.97
107,O43248,HXC11_HUMAN,Homeobox protein Hox-C11 (Homeobox protein Hox-3H),0.97
108,P01160,ANF_HUMAN,Natriuretic peptides A (Atrial natriuretic factor prohormone) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)],0.96
109,Q9H5N1,RABE2_HUMAN,Rab GTPase-binding effector protein 2 (Rabaptin-5beta),0.96
110,Q9BRR9,RHG09_HUMAN,Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9),0.96
111,Q3MIN7,RGL3_HUMAN,Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3),0.96
112,Q14694,UBP10_HUMAN,Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10),0.96
113,P47736,RPGP1_HUMAN,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1),0.96
114,Q9NP61,ARFG3_HUMAN,ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3),0.96
115,Q14C86,GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6),0.96
116,Q9UJF2,NGAP_HUMAN,Ras GTPase-activating protein nGAP (RAS protein activator-like 2),0.96
117,O60343,TBCD4_HUMAN,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),0.96
118,Q9UHD8,SEPT9_HUMAN,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),0.96
119,Q6P531,GGT6_HUMAN,Glutathione hydrolase 6 (EC 3.4.19.13) (Gamma-glutamyltransferase 6) (GGT 6) (EC 2.3.2.2) (Gamma-glutamyltranspeptidase 6) [Cleaved into: Glutathione hydrolase 6 heavy chain; Glutathione hydrolase 6 light chain],0.95
120,Q8WWN8,ARAP3_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 (Centaurin-delta-3) (Cnt-d3)",0.95
121,Q9Y4F9,RIPR2_HUMAN,Rho family-interacting cell polarization regulator 2,0.95
122,Q8NBR6,MINY2_HUMAN,Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B),0.95
123,Q96Q42,ALS2_HUMAN,Alsin (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 6 protein) (Amyotrophic lateral sclerosis 2 protein),0.95
124,O00468,AGRIN_HUMAN,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],0.95
125,O60841,IF2P_HUMAN,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),0.94
126,Q5TG30,RHG40_HUMAN,Rho GTPase-activating protein 40 (Rho-type GTPase-activating protein 40),0.94
127,Q8TDD1,DDX54_HUMAN,ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54),0.94
128,Q96P50,ACAP3_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 (Centaurin-beta-5) (Cnt-b5)",0.94
129,Q14161,GIT2_HUMAN,ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2),0.94
130,P55265,DSRAD_HUMAN,Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP),0.94
131,Q70EK8,UBP53_HUMAN,Inactive ubiquitin carboxyl-terminal hydrolase 53 (Inactive ubiquitin-specific peptidase 53),0.94
132,Q9UPQ3,AGAP1_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)",0.94
133,P25685,DNJB1_HUMAN,DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1),0.94
134,Q8N5H7,SH2D3_HUMAN,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1),0.94
135,Q96CV9,OPTN_HUMAN,Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP),0.93
136,Q8IYD8,FANCM_HUMAN,Fanconi anemia group M protein (Protein FACM) (EC 3.6.4.13) (ATP-dependent RNA helicase FANCM) (Fanconi anemia-associated polypeptide of 250 kDa) (FAAP250) (Protein Hef ortholog),0.93
137,Q92834,RPGR_HUMAN,X-linked retinitis pigmentosa GTPase regulator,0.93
138,Q9Y6X6,MYO16_HUMAN,Unconventional myosin-XVI (Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 3) (Unconventional myosin-16),0.93
139,Q9P2N2,RHG28_HUMAN,Rho GTPase-activating protein 28 (Rho-type GTPase-activating protein 28),0.93
140,Q9NRL2,BAZ1A_HUMAN,Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1) (hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180) (WCRF180) (hWALp1),0.93
141,Q8IWW6,RHG12_HUMAN,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),0.93
142,O95670,VATG2_HUMAN,V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2),0.93
143,O94966,UBP19_HUMAN,Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19) (Zinc finger MYND domain-containing protein 9),0.93
144,Q2NKQ1,SGSM1_HUMAN,Small G protein signaling modulator 1 (RUN and TBC1 domain-containing protein 2),0.93
145,Q9Y3Y2,CHTOP_HUMAN,Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG),0.93
146,Q13459,MYO9B_HUMAN,Unconventional myosin-IXb (Unconventional myosin-9b),0.93
147,Q5SNT2,TM201_HUMAN,Transmembrane protein 201 (Spindle-associated membrane protein 1),0.93
148,O94761,RECQ4_HUMAN,"ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)",0.92
149,Q9UBS3,DNJB9_HUMAN,DnaJ homolog subfamily B member 9 (Endoplasmic reticulum DNA J domain-containing protein 4) (ER-resident protein ERdj4) (ERdj4) (Microvascular endothelial differentiation gene 1 protein) (Mdg-1),0.92
150,Q8IW93,ARHGJ_HUMAN,Rho guanine nucleotide exchange factor 19 (Ephexin-2),0.92
151,P50502,F10A1_HUMAN,Hsc70-interacting protein (Hip) (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein),0.92
152,Q86X10,RLGPB_HUMAN,Ral GTPase-activating protein subunit beta (p170),0.92
153,O76081,RGS20_HUMAN,Regulator of G-protein signaling 20 (RGS20) (Gz-selective GTPase-activating protein) (G(z)GAP) (Gz-GAP) (Regulator of G-protein signaling Z1) (Regulator of Gz-selective protein signaling 1),0.92
154,Q6P4F7,RHGBA_HUMAN,Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A),0.92
155,Q99543,DNJC2_HUMAN,"DnaJ homolog subfamily C member 2 (M-phase phosphoprotein 11) (Zuotin-related factor 1) [Cleaved into: DnaJ homolog subfamily C member 2, N-terminally processed]",0.91
156,Q3KR16,PKHG6_HUMAN,Pleckstrin homology domain-containing family G member 6 (PH domain-containing family G member 6) (Myosin-interacting guanine nucleotide exchange factor) (MyoGEF),0.91
157,Q99453,PHX2B_HUMAN,Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B),0.91
158,O43295,SRGP3_HUMAN,SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP),0.91
159,P49815,TSC2_HUMAN,Tuberin (Tuberous sclerosis 2 protein),0.91
160,Q9Y3M8,STA13_HUMAN,StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13),0.91
161,P16157,ANK1_HUMAN,Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin),0.91
162,Q9Y2I9,TBC30_HUMAN,TBC1 domain family member 30,0.9
