Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
20,Q15772,SPEG_HUMAN,Striated muscle preferentially expressed protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1),1.0
21,Q9Y2H9,MAST1_HUMAN,Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Syntrophin-associated serine/threonine-protein kinase),1.0
22,Q9NRF2,SH2B1_HUMAN,"SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)",1.0
23,Q9H792,PEAK1_HUMAN,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),1.0
24,O14654,IRS4_HUMAN,Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160),1.0
25,Q96J92,WNK4_HUMAN,Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4),1.0
26,Q9C0H9,SRCN1_HUMAN,SRC kinase signaling inhibitor 1 (SNAP-25-interacting protein) (SNIP) (p130Cas-associated protein) (p140Cap),1.0
27,Q6ZMQ8,LMTK1_HUMAN,Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP),1.0
28,Q12906,ILF3_HUMAN,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),1.0
29,O75420,GGYF1_HUMAN,GRB10-interacting GYF protein 1 (PERQ amino acid-rich with GYF domain-containing protein 1),1.0
30,Q6Y7W6,GGYF2_HUMAN,GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein),1.0
31,Q14160,SCRIB_HUMAN,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),1.0
32,Q9HAW4,CLSPN_HUMAN,Claspin (hClaspin),1.0
33,Q99490,AGAP2_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",1.0
34,Q8N307,MUC20_HUMAN,Mucin-20 (MUC-20),1.0
35,Q9UI36,DACH1_HUMAN,Dachshund homolog 1 (Dach1),1.0
36,Q9ULX6,AKP8L_HUMAN,A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95),1.0
37,P15941,MUC1_HUMAN,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],1.0
38,Q2M3C7,SPKAP_HUMAN,A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein) (Sphingosine kinase type 1-interacting protein),1.0
39,Q6ZVC0,NYAP1_HUMAN,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1,1.0
40,Q9Y2J4,AMOL2_HUMAN,Angiomotin-like protein 2 (Leman coiled-coil protein) (LCCP),1.0
41,Q8TEW0,PARD3_HUMAN,Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha),1.0
42,Q9Y2K2,SIK3_HUMAN,Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK),1.0
43,P29966,MARCS_HUMAN,"Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",1.0
44,O60885,BRD4_HUMAN,Bromodomain-containing protein 4 (Protein HUNK1),1.0
45,O14511,NRG2_HUMAN,"Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin-1) (DON-1) (Neural- and thymus-derived activator for ERBB kinases) (NTAK)]",1.0
46,Q9ULU4,PKCB1_HUMAN,Protein kinase C-binding protein 1 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Rack7) (Zinc finger MYND domain-containing protein 8),1.0
47,Q8IWU2,LMTK2_HUMAN,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2),1.0
48,Q8N5C8,TAB3_HUMAN,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3),1.0
49,P85037,FOXK1_HUMAN,Forkhead box protein K1 (Myocyte nuclear factor) (MNF),1.0
50,O75112,LDB3_HUMAN,LIM domain-binding protein 3 (Protein cypher) (Z-band alternatively spliced PDZ-motif protein),1.0
51,Q02078,MEF2A_HUMAN,Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1),1.0
52,Q8N2M8,CLASR_HUMAN,"CLK4-associating serine/arginine rich protein (Splicing factor, arginine/serine-rich 16) (Suppressor of white-apricot homolog 2)",1.0
53,Q9UQC2,GAB2_HUMAN,GRB2-associated-binding protein 2 (GRB2-associated binder 2) (Growth factor receptor bound protein 2-associated protein 2) (pp100),1.0
54,P47974,TISD_HUMAN,"mRNA decay activator protein ZFP36L2 (Butyrate response factor 2) (EGF-response factor 2) (ERF-2) (TPA-induced sequence 11d) (Zinc finger protein 36, C3H1 type-like 2) (ZFP36-like 2)",1.0
55,P02462,CO4A1_HUMAN,Collagen alpha-1(IV) chain [Cleaved into: Arresten],1.0
56,Q13023,AKAP6_HUMAN,A-kinase anchor protein 6 (AKAP-6) (A-kinase anchor protein 100 kDa) (AKAP 100) (Protein kinase A-anchoring protein 6) (PRKA6) (mAKAP),1.0
57,O60271,JIP4_HUMAN,C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1),1.0
58,Q01167,FOXK2_HUMAN,Forkhead box protein K2 (G/T-mismatch specific binding protein) (nGTBP) (Interleukin enhancer-binding factor 1),1.0
59,P27987,IP3KB_HUMAN,"Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K B) (InsP 3-kinase B)",1.0
60,O43823,AKAP8_HUMAN,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),1.0
61,Q5VY09,IER5_HUMAN,Immediate early response gene 5 protein,1.0
62,Q9Y2D5,AKAP2_HUMAN,A-kinase anchor protein 2 (AKAP-2) (AKAP-KL) (Protein kinase A-anchoring protein 2) (PRKA2),1.0
63,Q12923,PTN13_HUMAN,Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1),1.0
64,Q9BVN2,RUSC1_HUMAN,RUN and SH3 domain-containing protein 1 (New molecule containing SH3 at the carboxy-terminus) (Nesca),1.0
65,Q96B97,SH3K1_HUMAN,SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1),1.0
66,Q9UPN4,CP131_HUMAN,Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1) (Pre-acrosome localization protein 1),1.0
67,Q75VX8,GARE2_HUMAN,GRB2-associated and regulator of MAPK protein 2 (GRB2-associated and regulator of MAPK1-like),1.0
68,Q13319,CD5R2_HUMAN,Cyclin-dependent kinase 5 activator 2 (CDK5 activator 2) (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I),1.0
69,Q9P242,NYAP2_HUMAN,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2,1.0
70,O75081,MTG16_HUMAN,Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein) (hMTG16) (Zinc finger MYND domain-containing protein 4),1.0
71,Q9BYP7,WNK3_HUMAN,Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3),1.0
72,Q02297,NRG1_HUMAN,"Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]",1.0
73,O14964,HGS_HUMAN,Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110),1.0
74,Q13387,JIP2_HUMAN,C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2),1.0
75,O60307,MAST3_HUMAN,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),1.0
76,Q13233,M3K1_HUMAN,Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1),1.0
77,Q2M2I8,AAK1_HUMAN,AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1),1.0
78,Q96SB3,NEB2_HUMAN,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),1.0
79,Q13227,GPS2_HUMAN,G protein pathway suppressor 2 (GPS-2),1.0
80,P04264,K2C1_HUMAN,"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)",1.0
81,P06401,PRGR_HUMAN,Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3),1.0
82,Q7LFL8,CXXC5_HUMAN,CXXC-type zinc finger protein 5 (CF5) (Putative MAPK-activating protein PM08) (Putative NF-kappa-B-activating protein 102) (Retinoid-inducible nuclear factor) (RINF),1.0
83,O15353,FOXN1_HUMAN,Forkhead box protein N1 (Winged-helix transcription factor nude),1.0
84,O00592,PODXL_HUMAN,Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1),1.0
85,P56975,NRG3_HUMAN,"Pro-neuregulin-3, membrane-bound isoform (Pro-NRG3) [Cleaved into: Neuregulin-3 (NRG-3)]",1.0
86,Q96DU7,IP3KC_HUMAN,"Inositol-trisphosphate 3-kinase C (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase C) (IP3 3-kinase C) (IP3K C) (InsP 3-kinase C)",1.0
87,P78314,3BP2_HUMAN,SH3 domain-binding protein 2 (3BP-2),1.0
88,O75385,ULK1_HUMAN,Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1),1.0
89,Q9UK58,CCNL1_HUMAN,Cyclin-L1 (Cyclin-L),1.0
90,O60346,PHLP1_HUMAN,PH domain leucine-rich repeat-containing protein phosphatase 1 (EC 3.1.3.16) (Pleckstrin homology domain-containing family E member 1) (PH domain-containing family E member 1) (Suprachiasmatic nucleus circadian oscillatory protein) (hSCOP),1.0
91,Q8IYT8,ULK2_HUMAN,Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2),1.0
92,O75122,CLAP2_HUMAN,CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2),1.0
93,Q562E7,WDR81_HUMAN,WD repeat-containing protein 81,1.0
94,Q9NSY1,BMP2K_HUMAN,BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1),1.0
95,Q8IWB6,TEX14_HUMAN,Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein),1.0
96,P49006,MRP_HUMAN,MARCKS-related protein (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),1.0
97,Q9BQN1,FA83C_HUMAN,Protein FAM83C,1.0
98,Q96IF1,AJUBA_HUMAN,LIM domain-containing protein ajuba,1.0
99,Q86UL8,MAGI2_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)",1.0
100,P21127,CD11B_HUMAN,Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1),1.0
101,O60583,CCNT2_HUMAN,Cyclin-T2 (CycT2),1.0
102,Q9UQ88,CD11A_HUMAN,Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2),1.0
103,P49918,CDN1C_HUMAN,Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2),1.0
104,Q08495,DEMA_HUMAN,Dematin (Dematin actin-binding protein) (Erythrocyte membrane protein band 4.9),1.0
105,Q9NRM7,LATS2_HUMAN,Serine/threonine-protein kinase LATS2 (EC 2.7.11.1) (Kinase phosphorylated during mitosis protein) (Large tumor suppressor homolog 2) (Serine/threonine-protein kinase kpm) (Warts-like kinase),1.0
106,P46937,YAP1_HUMAN,Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog),1.0
107,O95835,LATS1_HUMAN,Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts),1.0
108,P14317,HCLS1_HUMAN,Hematopoietic lineage cell-specific protein (Hematopoietic cell-specific LYN substrate 1) (LckBP1) (p75),1.0
109,Q9BUH8,BEGIN_HUMAN,Brain-enriched guanylate kinase-associated protein,1.0
110,Q13523,PRP4B_HUMAN,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),1.0
111,Q9NQ75,CASS4_HUMAN,Cas scaffolding protein family member 4 (HEF-like protein) (HEF1-EFS-p130Cas-like protein) (HEPL),1.0
112,P22681,CBL_HUMAN,E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL),1.0
113,Q9GZV5,WWTR1_HUMAN,WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif),1.0
114,Q8NDC0,MISSL_HUMAN,MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like),1.0
115,Q96PY6,NEK1_HUMAN,Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55),1.0
116,Q9UQF2,JIP1_HUMAN,C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain 1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1),1.0
117,Q96QZ7,MAGI1_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)",1.0
118,Q9Y6W5,WASF2_HUMAN,Wiskott-Aldrich syndrome protein family member 2 (WASP family protein member 2) (Protein WAVE-2) (Verprolin homology domain-containing protein 2),1.0
119,Q8WV28,BLNK_HUMAN,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),1.0
120,Q9UPY6,WASF3_HUMAN,Wiskott-Aldrich syndrome protein family member 3 (WASP family protein member 3) (Protein WAVE-3) (Verprolin homology domain-containing protein 3),1.0
121,Q13562,NDF1_HUMAN,Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3),1.0
122,P21675,TAF1_HUMAN,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),1.0
123,O43561,LAT_HUMAN,Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38),1.0
124,Q8IX03,KIBRA_HUMAN,Protein KIBRA (HBeAg-binding protein 3) (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1),1.0
125,O76039,CDKL5_HUMAN,Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9),1.0
126,P17544,ATF7_HUMAN,Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A),1.0
127,P18615,NELFE_HUMAN,Negative elongation factor E (NELF-E) (RNA-binding protein RD),1.0
128,Q8WU20,FRS2_HUMAN,Fibroblast growth factor receptor substrate 2 (FGFR substrate 2) (FGFR-signaling adaptor SNT) (Suc1-associated neurotrophic factor target 1) (SNT-1),1.0
129,Q96S59,RANB9_HUMAN,Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7),1.0
130,O60829,PAGE4_HUMAN,P antigen family member 4 (PAGE-4) (G antigen family C member 1) (PAGE-1),0.99
131,P46527,CDN1B_HUMAN,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),0.99
132,O14492,SH2B2_HUMAN,SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS),0.99
133,Q8TDM6,DLG5_HUMAN,Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG),0.99
134,Q9H1E3,NUCKS_HUMAN,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1),0.99
135,Q53GL0,PKHO1_HUMAN,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),0.99
136,Q9NYJ8,TAB2_HUMAN,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2),0.99
137,Q96NX9,DACH2_HUMAN,Dachshund homolog 2 (Dach2),0.99
138,Q92558,WASF1_HUMAN,Wiskott-Aldrich syndrome protein family member 1 (WASP family protein member 1) (Protein WAVE-1) (Verprolin homology domain-containing protein 1),0.99
139,O43164,PJA2_HUMAN,E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2),0.99
140,Q9P278,FNIP2_HUMAN,Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein),0.99
141,Q14814,MEF2D_HUMAN,Myocyte-specific enhancer factor 2D,0.99
142,P24588,AKAP5_HUMAN,A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 79 kDa) (AKAP 79) (H21) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein),0.99
143,O95365,ZBT7A_HUMAN,Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A),0.99
144,O43281,EFS_HUMAN,Embryonal Fyn-associated substrate (hEFS) (Cas scaffolding protein family member 3),0.99
145,Q8NFW9,MYRIP_HUMAN,Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c),0.99
146,Q9UKE5,TNIK_HUMAN,TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1),0.99
147,Q13164,MK07_HUMAN,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5),0.99
148,Q8NFT6,DBF4B_HUMAN,Protein DBF4 homolog B (Activator of S phase kinase-like protein 1) (ASK-like protein 1) (Chiffon homolog B) (Dbf4-related factor 1),0.99
149,P42684,ABL2_HUMAN,Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG),0.99
150,Q8TDN4,CABL1_HUMAN,CDK5 and ABL1 enzyme substrate 1 (Interactor with CDK3 1) (Ik3-1),0.99
151,Q9UPT6,JIP3_HUMAN,C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (Mitogen-activated protein kinase 8-interacting protein 3),0.99
152,Q9NTI7,INKA2_HUMAN,PAK4-inhibitor INKA2 (Induced in neural crest by AP2-alpha protein-related homolog) (HInca-r) (Inka box actin regulator 2),0.99
153,Q16584,M3K11_HUMAN,Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase),0.99
154,Q99558,M3K14_HUMAN,Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK),0.99
