Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
30,P02462,CO4A1_HUMAN,Collagen alpha-1(IV) chain [Cleaved into: Arresten],1.0
31,Q9H307,PININ_HUMAN,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),1.0
32,Q96B97,SH3K1_HUMAN,SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1),1.0
33,Q07157,ZO1_HUMAN,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),1.0
34,P09603,CSF1_HUMAN,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) [Cleaved into: Processed macrophage colony-stimulating factor 1],1.0
35,O14594,NCAN_HUMAN,Neurocan core protein (Chondroitin sulfate proteoglycan 3),1.0
36,Q15942,ZYX_HUMAN,Zyxin (Zyxin-2),1.0
37,Q9NYB9,ABI2_HUMAN,Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1),1.0
38,Q9UJU2,LEF1_HUMAN,Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha),1.0
39,P37275,ZEB1_HUMAN,Zinc finger E-box-binding homeobox 1 (NIL-2-A zinc finger protein) (Negative regulator of IL2) (Transcription factor 8) (TCF-8),1.0
40,O60315,ZEB2_HUMAN,Zinc finger E-box-binding homeobox 2 (Smad-interacting protein 1) (SMADIP1) (Zinc finger homeobox protein 1b),1.0
41,Q12815,TROAP_HUMAN,Tastin (Trophinin-assisting protein) (Trophinin-associated protein),1.0
42,Q96QH2,PRAM_HUMAN,PML-RARA-regulated adapter molecule 1 (PRAM) (PRAM-1),1.0
43,P04264,K2C1_HUMAN,"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)",1.0
44,Q93052,LPP_HUMAN,Lipoma-preferred partner (LIM domain-containing preferred translocation partner in lipoma),1.0
45,O94875,SRBS2_HUMAN,Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2) (Sorbin),1.0
46,Q9NYQ7,CELR3_HUMAN,Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2),1.0
47,O00592,PODXL_HUMAN,Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1),1.0
48,Q5QGS0,NEXMI_HUMAN,Neurite extension and migration factor (XLMR protein related to neurite extension) (XPN),1.0
49,Q92954,PRG4_HUMAN,Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part],1.0
50,Q92838,EDA_HUMAN,"Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]",1.0
51,Q9NWQ8,PHAG1_HUMAN,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp),1.0
52,Q68CZ2,TENS3_HUMAN,Tensin-3 (Tensin-like SH2 domain-containing protein 1) (Tumor endothelial marker 6),1.0
53,Q5JXC2,MIIP_HUMAN,Migration and invasion-inhibitory protein (IGFBP2-binding protein) (Invasion-inhibitory protein 45) (IIp45),1.0
54,Q96IF1,AJUBA_HUMAN,LIM domain-containing protein ajuba,1.0
55,Q86UL8,MAGI2_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)",1.0
56,Q63ZY3,KANK2_HUMAN,KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25) (Matrix-remodeling-associated protein 3) (SRC-1-interacting protein) (SIP) (SRC-interacting protein) (SRC1-interacting protein),1.0
57,P78423,X3CL1_HUMAN,Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine],1.0
58,Q5U651,RAIN_HUMAN,Ras-interacting protein 1 (Rain),1.0
59,Q69YQ0,CYTSA_HUMAN,Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein),1.0
60,Q96PE1,AGRA2_HUMAN,Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5),1.0
61,Q9NQ75,CASS4_HUMAN,Cas scaffolding protein family member 4 (HEF-like protein) (HEF1-EFS-p130Cas-like protein) (HEPL),1.0
62,Q9UGP4,LIMD1_HUMAN,LIM domain-containing protein 1,1.0
63,Q9UK76,JUPI1_HUMAN,"Jupiter microtubule associated homolog 1 (Androgen-regulated protein 2) (Hematological and neurological expressed 1 protein) [Cleaved into: Jupiter microtubule associated homolog 1, N-terminally processed]",1.0
64,P17544,ATF7_HUMAN,Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A),1.0
65,Q03001,DYST_HUMAN,Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),1.0
66,Q96JQ0,PCD16_HUMAN,Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1),1.0
67,Q8TCZ2,C99L2_HUMAN,CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99),1.0
68,P55196,AFAD_HUMAN,Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor),0.99
69,Q8TDM6,DLG5_HUMAN,Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG),0.99
70,Q9NZM3,ITSN2_HUMAN,Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein),0.99
71,P12272,PTHR_HUMAN,Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])],0.99
72,Q8N1W1,ARG28_HUMAN,Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor),0.99
73,Q96DB9,FXYD5_HUMAN,FXYD domain-containing ion transport regulator 5 (Dysadherin),0.99
74,Q96JY6,PDLI2_HUMAN,PDZ and LIM domain protein 2 (PDZ-LIM protein mystique),0.99
75,Q14242,SELPL_HUMAN,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),0.99
76,Q9Y4G8,RPGF2_HUMAN,Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1),0.99
77,Q9UKB5,AJAP1_HUMAN,Adherens junction-associated protein 1 (Membrane protein shrew-1),0.99
78,Q14247,SRC8_HUMAN,Src substrate cortactin (Amplaxin) (Oncogene EMS1),0.99
79,P0DME0,SETLP_HUMAN,Protein SETSIP (SET pseudogene protein 18) (SET similar protein) (Similar to SET translocation protein),0.99
80,O43281,EFS_HUMAN,Embryonal Fyn-associated substrate (hEFS) (Cas scaffolding protein family member 3),0.99
81,P42684,ABL2_HUMAN,Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG),0.99
82,Q9UBC2,EP15R_HUMAN,Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R),0.99
83,O43294,TGFI1_HUMAN,Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor coactivator 55 kDa protein) (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5),0.99
84,O94827,PKHG5_HUMAN,Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Guanine nucleotide exchange factor 720) (GEF720),0.99
85,P14209,CD99_HUMAN,CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99),0.99
86,Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),0.99
87,P56945,BCAR1_HUMAN,Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas),0.99
88,P51532,SMCA4_HUMAN,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),0.99
89,P17861,XBP1_HUMAN,"X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]",0.99
90,Q7Z5R6,AB1IP_HUMAN,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 73) (Rap1-GTP-interacting adapter molecule) (RIAM) (Retinoic acid-responsive proline-rich protein 1) (RARP-1),0.99
91,Q9NQC3,RTN4_HUMAN,Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5),0.99
92,P09038,FGF2_HUMAN,Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2),0.99
93,P00519,ABL1_HUMAN,Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150),0.99
94,Q9UPN3,MACF1_HUMAN,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)",0.99
95,A6NIX2,WTIP_HUMAN,Wilms tumor protein 1-interacting protein (WT1-interacting protein),0.99
96,Q9HBB8,CDHR5_HUMAN,Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH),0.99
97,O60241,AGRB2_HUMAN,Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2),0.99
98,Q9H329,E41LB_HUMAN,Band 4.1-like protein 4B (FERM-containing protein CG1) (Protein EHM2),0.98
99,Q8N4C8,MINK1_HUMAN,Misshapen-like kinase 1 (EC 2.7.11.1) (GCK family kinase MiNK) (MAPK/ERK kinase kinase kinase 6) (MEK kinase kinase 6) (MEKKK 6) (Misshapen/NIK-related kinase) (Mitogen-activated protein kinase kinase kinase kinase 6),0.98
100,Q76M96,CCD80_HUMAN,Coiled-coil domain-containing protein 80 (Down-regulated by oncogenes protein 1) (Up-regulated in BRS-3 deficient mouse homolog),0.98
101,A6NLJ0,C2C4B_HUMAN,C2 calcium-dependent domain-containing protein 4B (Nuclear-localized factor 2) (Protein FAM148B),0.98
102,Q8WY41,NANO1_HUMAN,Nanos homolog 1 (NOS-1) (EC_Rep1a),0.98
103,P58401,NRX2B_HUMAN,Neurexin-2-beta (Neurexin II-beta),0.98
104,P11274,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),0.98
105,O60716,CTND1_HUMAN,Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas)),0.98
106,Q9HDB5,NRX3B_HUMAN,"Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]",0.98
107,Q15811,ITSN1_HUMAN,Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17),0.98
108,Q4KMG0,CDON_HUMAN,Cell adhesion molecule-related/down-regulated by oncogenes,0.98
109,Q5VWT5,FYB2_HUMAN,"FYN-binding protein 2 (Activation-dependent, raft-recruited ADAP-like phosphoprotein)",0.98
110,Q8WX93,PALLD_HUMAN,Palladin (SIH002) (Sarcoma antigen NY-SAR-77),0.98
111,Q13009,TIAM1_HUMAN,T-lymphoma invasion and metastasis-inducing protein 1 (TIAM-1),0.98
112,Q15025,TNIP1_HUMAN,TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN),0.97
113,Q9NS15,LTBP3_HUMAN,Latent-transforming growth factor beta-binding protein 3 (LTBP-3),0.97
114,Q92570,NR4A3_HUMAN,Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1),0.97
115,Q14162,SREC_HUMAN,Scavenger receptor class F member 1 (Acetyl LDL receptor) (Scavenger receptor expressed by endothelial cells 1) (SREC-I),0.97
116,Q14511,CASL_HUMAN,Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55],0.97
117,Q6HA08,ASTL_HUMAN,Astacin-like metalloendopeptidase (EC 3.4.-.-) (Oocyte astacin) (Ovastacin),0.97
118,Q8N8V4,ANS4B_HUMAN,Ankyrin repeat and SAM domain-containing protein 4B (Harmonin-interacting ankyrin repeat-containing protein) (Harp),0.97
119,A6NKD9,CC85C_HUMAN,Coiled-coil domain-containing protein 85C,0.97
120,O95049,ZO3_HUMAN,Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3),0.97
121,Q15654,TRIP6_HUMAN,Thyroid receptor-interacting protein 6 (TR-interacting protein 6) (TRIP-6) (Opa-interacting protein 1) (OIP-1) (Zyxin-related protein 1) (ZRP-1),0.97
122,O60331,PI51C_HUMAN,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma),0.96
123,Q9BRR9,RHG09_HUMAN,Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9),0.96
124,Q15768,EFNB3_HUMAN,Ephrin-B3 (EPH-related receptor transmembrane ligand ELK-L3) (EPH-related receptor tyrosine kinase ligand 8) (LERK-8),0.96
125,Q99704,DOK1_HUMAN,Docking protein 1 (Downstream of tyrosine kinase 1) (p62(dok)) (pp62),0.96
126,Q96GP6,SREC2_HUMAN,Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II),0.96
127,O14514,AGRB1_HUMAN,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)],0.96
128,A8K0Z3,WASH1_HUMAN,WASH complex subunit 1 (CXYorf1-like protein on chromosome 9) (Protein FAM39E) (WAS protein family homolog 1),0.96
129,O95206,PCDH8_HUMAN,Protocadherin-8 (Arcadlin),0.96
130,P49023,PAXI_HUMAN,Paxillin,0.96
131,Q9UPX0,TUTLB_HUMAN,Protein turtle homolog B (Immunoglobulin superfamily member 9B) (IgSF9B),0.96
132,Q8NEM7,SP20H_HUMAN,Transcription factor SPT20 homolog (p38-interacting protein) (p38IP),0.96
133,Q8N2S1,LTBP4_HUMAN,Latent-transforming growth factor beta-binding protein 4 (LTBP-4),0.95
134,Q9ULC0,MUCEN_HUMAN,Endomucin (Endomucin-2) (Gastric cancer antigen Ga34) (Mucin-14) (MUC-14),0.95
135,Q9Y4F9,RIPR2_HUMAN,Rho family-interacting cell polarization regulator 2,0.95
136,Q9P0K7,RAI14_HUMAN,Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14),0.95
137,C4AMC7,WASH3_HUMAN,Putative WAS protein family homolog 3 (Protein FAM39DP),0.95
138,Q15642,CIP4_HUMAN,Cdc42-interacting protein 4 (Protein Felic) (Salt tolerant protein) (hSTP) (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10),0.95
139,P28906,CD34_HUMAN,Hematopoietic progenitor cell antigen CD34 (CD antigen CD34),0.95
140,Q9UJ99,CAD22_HUMAN,Cadherin-22 (Pituitary and brain cadherin) (PB-cadherin),0.95
141,Q99674,CGRE1_HUMAN,Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin),0.95
142,Q9NPY3,C1QR1_HUMAN,Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93),0.94
143,Q13905,RPGF1_HUMAN,Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G),0.94
144,Q8NCU7,C2C4A_HUMAN,C2 calcium-dependent domain-containing protein 4A (Nuclear-localized factor 1) (Protein FAM148A),0.94
145,Q7Z5N4,SDK1_HUMAN,Protein sidekick-1,0.94
146,Q92835,SHIP1_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)",0.94
147,Q8IYA7,MKX_HUMAN,Homeobox protein Mohawk,0.94
148,P31269,HXA9_HUMAN,Homeobox protein Hox-A9 (Homeobox protein Hox-1G),0.94
149,Q96JH8,RADIL_HUMAN,Ras-associating and dilute domain-containing protein,0.94
150,O76041,NEBL_HUMAN,Nebulette (Actin-binding Z-disk protein),0.94
151,Q96RL6,SIG11_HUMAN,Sialic acid-binding Ig-like lectin 11 (Sialic acid-binding lectin 11) (Siglec-11),0.94
152,Q8N387,MUC15_HUMAN,Mucin-15 (MUC-15),0.94
153,Q6VEQ5,WASH2_HUMAN,WAS protein family homolog 2 (CXYorf1-like protein on chromosome 2) (Protein FAM39B),0.94
154,Q9UMQ3,BARX2_HUMAN,Homeobox protein BarH-like 2,0.94
155,Q8N5H7,SH2D3_HUMAN,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1),0.94
156,P42566,EPS15_HUMAN,Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p),0.93
157,P02751,FINC_HUMAN,Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3],0.93
158,Q9P203,BTBD7_HUMAN,BTB/POZ domain-containing protein 7,0.93
159,Q9NYQ6,CELR1_HUMAN,Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2),0.93
160,O15357,SHIP2_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)",0.93
161,P98160,PGBM_HUMAN,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],0.93
162,Q9NT99,LRC4B_HUMAN,Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3),0.93
163,P16144,ITB4_HUMAN,Integrin beta-4 (GP150) (CD antigen CD104),0.92
164,P58400,NRX1B_HUMAN,Neurexin-1-beta (Neurexin I-beta),0.92
165,Q8TF30,WHAMM_HUMAN,"WASP homolog-associated protein with actin, membranes and microtubules (WAS protein homology region 2 domain-containing protein 1) (WH2 domain-containing protein 1)",0.92
166,Q9P2E7,PCD10_HUMAN,Protocadherin-10,0.92
167,O94856,NFASC_HUMAN,Neurofascin,0.92
168,Q14118,DAG1_HUMAN,Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],0.92
169,Q15726,KISS1_HUMAN,Metastasis-suppressor KiSS-1 (Kisspeptin-1) [Cleaved into: Metastin (Kisspeptin-54); Kisspeptin-14; Kisspeptin-13; Kisspeptin-10],0.91
170,O96013,PAK4_HUMAN,Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4),0.91
171,Q9NPG4,PCD12_HUMAN,"Protocadherin-12 (Vascular cadherin-2) (Vascular endothelial cadherin-2) (VE-cad-2) (VE-cadherin-2) [Cleaved into: Protocadherin-12, secreted form]",0.91
172,O15197,EPHB6_HUMAN,Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6),0.91
173,Q9NX40,OCAD1_HUMAN,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),0.9
174,P52799,EFNB2_HUMAN,Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),0.9
175,Q9P2S2,NRX2A_HUMAN,Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha),0.9
176,P46108,CRK_HUMAN,Adapter molecule crk (Proto-oncogene c-Crk) (p38),0.9
