Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
11,Q7Z2K8,GRIN1_HUMAN,G protein-regulated inducer of neurite outgrowth 1 (GRIN1),1.0
12,Q14160,SCRIB_HUMAN,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),1.0
13,Q99490,AGAP2_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",1.0
14,P11831,SRF_HUMAN,Serum response factor (SRF),1.0
15,Q5JWF2,GNAS1_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas),1.0
16,O15085,ARHGB_HUMAN,Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF),1.0
17,O43182,RHG06_HUMAN,Rho GTPase-activating protein 6 (Rho-type GTPase-activating protein 6) (Rho-type GTPase-activating protein RhoGAPX-1),1.0
18,Q2M1Z3,RHG31_HUMAN,Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein),1.0
19,P84996,ALEX_HUMAN,Protein ALEX (Alternative gene product encoded by XL-exon),1.0
20,Q96QB1,RHG07_HUMAN,Rho GTPase-activating protein 7 (Deleted in liver cancer 1 protein) (DLC-1) (HP protein) (Rho-type GTPase-activating protein 7) (START domain-containing protein 12) (StARD12) (StAR-related lipid transfer protein 12),1.0
21,Q7Z6I6,RHG30_HUMAN,Rho GTPase-activating protein 30 (Rho-type GTPase-activating protein 30),1.0
22,Q4KMP7,TB10B_HUMAN,TBC1 domain family member 10B (Rab27A-GAP-beta),1.0
23,Q6ZVF9,GRIN3_HUMAN,G protein-regulated inducer of neurite outgrowth 3 (GRIN3),1.0
24,Q6ZSZ5,ARHGI_HUMAN,Rho guanine nucleotide exchange factor 18 (114 kDa Rho-specific guanine nucleotide exchange factor) (p114-Rho-GEF) (p114RhoGEF) (Septin-associated RhoGEF) (SA-RhoGEF),1.0
25,Q9Y6N7,ROBO1_HUMAN,Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1),1.0
26,Q96PV0,SYGP1_HUMAN,Ras/Rap GTPase-activating protein SynGAP (Neuronal RasGAP) (Synaptic Ras GTPase-activating protein 1) (Synaptic Ras-GAP 1),1.0
27,Q14978,NOLC1_HUMAN,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130),1.0
28,O60269,GRIN2_HUMAN,G protein-regulated inducer of neurite outgrowth 2 (GRIN2),1.0
29,Q13227,GPS2_HUMAN,G protein pathway suppressor 2 (GPS-2),1.0
30,Q8WU79,SMAP2_HUMAN,Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like),1.0
31,Q68EM7,RHG17_HUMAN,Rho GTPase-activating protein 17 (Rho-type GTPase-activating protein 17) (RhoGAP interacting with CIP4 homologs protein 1) (RICH-1),1.0
32,Q9UN86,G3BP2_HUMAN,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),1.0
33,Q8IYT8,ULK2_HUMAN,Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2),1.0
34,Q96FS4,SIPA1_HUMAN,Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1),1.0
35,P46937,YAP1_HUMAN,Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog),1.0
36,Q5U651,RAIN_HUMAN,Ras-interacting protein 1 (Rain),1.0
37,Q96PE1,AGRA2_HUMAN,Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5),1.0
38,O14924,RGS12_HUMAN,Regulator of G-protein signaling 12 (RGS12),1.0
39,Q6ZW31,SYDE1_HUMAN,Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1),1.0
40,Q8IVA1,PCP2_HUMAN,Purkinje cell protein 2 homolog,0.99
41,Q08289,CACB2_HUMAN,Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB),0.99
42,Q13283,G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),0.99
43,Q9UNE2,RPH3L_HUMAN,Rab effector Noc2 (No C2 domains protein) (Rabphilin-3A-like protein),0.99
44,Q6ZUM4,RHG27_HUMAN,Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20),0.99
45,Q9P278,FNIP2_HUMAN,Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein),0.99
46,Q8N103,TAGAP_HUMAN,T-cell activation Rho GTPase-activating protein (T-cell activation GTPase-activating protein),0.99
47,Q8N6H7,ARFG2_HUMAN,ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289),0.99
48,Q96B36,AKTS1_HUMAN,Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate),0.99
49,Q684P5,RPGP2_HUMAN,Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4),0.99
50,Q92619,HMHA1_HUMAN,Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)],0.99
51,Q92502,STAR8_HUMAN,StAR-related lipid transfer protein 8 (Deleted in liver cancer 3 protein) (DLC-3) (START domain-containing protein 8) (StARD8) (START-GAP3),0.99
52,Q86YV0,RASL3_HUMAN,RAS protein activator like-3,0.99
53,Q6VN20,RBP10_HUMAN,Ran-binding protein 10 (RanBP10),0.99
54,Q5VWQ8,DAB2P_HUMAN,Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein),0.99
55,O60241,AGRB2_HUMAN,Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2),0.99
56,O00305,CACB4_HUMAN,Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4),0.98
57,Q8IYB5,SMAP1_HUMAN,Stromal membrane-associated protein 1,0.98
58,Q9P219,DAPLE_HUMAN,Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues) (hDaple) (Hook-related protein 2) (HkRP2),0.98
59,Q9ULG6,CCPG1_HUMAN,Cell cycle progression protein 1 (Cell cycle progression restoration protein 8),0.98
60,Q9C0H5,RHG39_HUMAN,Rho GTPase-activating protein 39,0.98
61,O43566,RGS14_HUMAN,Regulator of G-protein signaling 14 (RGS14),0.98
62,Q9P107,GMIP_HUMAN,GEM-interacting protein (GMIP),0.98
63,P49796,RGS3_HUMAN,Regulator of G-protein signaling 3 (RGP3) (RGS3),0.98
64,Q52LW3,RHG29_HUMAN,Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29),0.98
65,Q9NZN5,ARHGC_HUMAN,Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF),0.98
66,P11274,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),0.98
67,Q7Z5H3,RHG22_HUMAN,Rho GTPase-activating protein 22 (Rho-type GTPase-activating protein 22),0.98
68,Q14684,RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B),0.98
69,Q9Y3L3,3BP1_HUMAN,SH3 domain-binding protein 1,0.98
70,Q8N6T3,ARFG1_HUMAN,ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein),0.98
71,Q6GYQ0,RGPA1_HUMAN,Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240),0.98
72,Q8N264,RHG24_HUMAN,Rho GTPase-activating protein 24 (Filamin-A-associated RhoGAP) (FilGAP) (RAC1- and CDC42-specific GTPase-activating protein of 72 kDa) (RC-GAP72) (Rho-type GTPase-activating protein 24) (RhoGAP of 73 kDa) (Sarcoma antigen NY-SAR-88) (p73RhoGAP),0.98
73,Q92738,US6NL_HUMAN,USP6 N-terminal-like protein (Related to the N-terminus of tre) (RN-tre),0.98
74,Q9ULH1,ASAP1_HUMAN,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",0.98
75,P50607,TUB_HUMAN,Tubby protein homolog,0.97
76,Q9P2F6,RHG20_HUMAN,Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20),0.97
77,Q17R89,RHG44_HUMAN,Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2),0.97
78,Q96DR7,ARHGQ_HUMAN,Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor),0.97
79,Q3SXY8,AR13B_HUMAN,ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1),0.97
80,Q9H5N1,RABE2_HUMAN,Rab GTPase-binding effector protein 2 (Rabaptin-5beta),0.96
81,Q9BRR9,RHG09_HUMAN,Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9),0.96
82,Q3MIN7,RGL3_HUMAN,Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3),0.96
83,P47736,RPGP1_HUMAN,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1),0.96
84,Q9NP61,ARFG3_HUMAN,ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3),0.96
85,O14514,AGRB1_HUMAN,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)],0.96
86,Q14C86,GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6),0.96
87,Q9UJF2,NGAP_HUMAN,Ras GTPase-activating protein nGAP (RAS protein activator-like 2),0.96
88,O60343,TBCD4_HUMAN,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),0.96
89,Q9UHD8,SEPT9_HUMAN,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),0.96
90,Q92538,GBF1_HUMAN,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),0.96
91,Q8WWN8,ARAP3_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 (Centaurin-delta-3) (Cnt-d3)",0.95
92,Q9Y4F9,RIPR2_HUMAN,Rho family-interacting cell polarization regulator 2,0.95
93,Q3V6T2,GRDN_HUMAN,Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1),0.95
94,Q96Q42,ALS2_HUMAN,Alsin (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 6 protein) (Amyotrophic lateral sclerosis 2 protein),0.95
95,O60841,IF2P_HUMAN,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),0.94
96,Q5TG30,RHG40_HUMAN,Rho GTPase-activating protein 40 (Rho-type GTPase-activating protein 40),0.94
97,Q96P50,ACAP3_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 (Centaurin-beta-5) (Cnt-b5)",0.94
98,Q14161,GIT2_HUMAN,ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2),0.94
99,Q9UPQ3,AGAP1_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)",0.94
100,P36915,GNL1_HUMAN,Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1),0.94
101,Q8N5H7,SH2D3_HUMAN,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1),0.94
102,Q96CV9,OPTN_HUMAN,Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP),0.93
103,Q92834,RPGR_HUMAN,X-linked retinitis pigmentosa GTPase regulator,0.93
104,Q9P2N2,RHG28_HUMAN,Rho GTPase-activating protein 28 (Rho-type GTPase-activating protein 28),0.93
105,Q8IWW6,RHG12_HUMAN,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),0.93
106,Q8WYR1,PI3R5_HUMAN,"Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (Protein FOAP-2) (PtdIns-3-kinase p101) (p101-PI3K)",0.93
107,Q2NKQ1,SGSM1_HUMAN,Small G protein signaling modulator 1 (RUN and TBC1 domain-containing protein 2),0.93
108,Q13459,MYO9B_HUMAN,Unconventional myosin-IXb (Unconventional myosin-9b),0.93
109,Q5SNT2,TM201_HUMAN,Transmembrane protein 201 (Spindle-associated membrane protein 1),0.93
110,Q8IW93,ARHGJ_HUMAN,Rho guanine nucleotide exchange factor 19 (Ephexin-2),0.92
111,Q86X10,RLGPB_HUMAN,Ral GTPase-activating protein subunit beta (p170),0.92
112,O76081,RGS20_HUMAN,Regulator of G-protein signaling 20 (RGS20) (Gz-selective GTPase-activating protein) (G(z)GAP) (Gz-GAP) (Regulator of G-protein signaling Z1) (Regulator of Gz-selective protein signaling 1),0.92
113,Q6P4F7,RHGBA_HUMAN,Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A),0.92
114,Q3KR16,PKHG6_HUMAN,Pleckstrin homology domain-containing family G member 6 (PH domain-containing family G member 6) (Myosin-interacting guanine nucleotide exchange factor) (MyoGEF),0.91
115,O43295,SRGP3_HUMAN,SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP),0.91
116,P49815,TSC2_HUMAN,Tuberin (Tuberous sclerosis 2 protein),0.91
117,Q9Y3M8,STA13_HUMAN,StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13),0.91
118,Q9Y2I9,TBC30_HUMAN,TBC1 domain family member 30,0.9
119,A6NI28,RHG42_HUMAN,Rho GTPase-activating protein 42 (Rho GTPase-activating protein 10-like) (Rho-type GTPase-activating protein 42),0.9
120,Q96P47,AGAP3_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)",0.9
121,P98171,RHG04_HUMAN,Rho GTPase-activating protein 4 (Rho-GAP hematopoietic protein C1) (Rho-type GTPase-activating protein 4) (p115),0.89
122,Q2PPJ7,RGPA2_HUMAN,Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (p220),0.89
123,Q6ZT62,BGIN_HUMAN,Bargin (Chimeric SH3BP1-PDXP protein),0.89
124,Q6MZT1,R7BP_HUMAN,Regulator of G-protein signaling 7-binding protein (R7 family-binding protein),0.88
125,Q5VT97,SYDE2_HUMAN,Rho GTPase-activating protein SYDE2 (Synapse defective protein 1 homolog 2) (Protein syd-1 homolog 2),0.88
126,Q02818,NUCB1_HUMAN,Nucleobindin-1 (CALNUC),0.88
127,Q96KN7,RPGR1_HUMAN,X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1),0.87
128,Q86SQ6,AGRA1_HUMAN,Adhesion G protein-coupled receptor A1 (G-protein coupled receptor 123),0.87
129,Q9Y2L9,LRCH1_HUMAN,Leucine-rich repeat and calponin homology domain-containing protein 1 (Calponin homology domain-containing protein 1) (Neuronal protein 81) (NP81),0.86
130,O43147,SGSM2_HUMAN,Small G protein signaling modulator 2 (RUN and TBC1 domain-containing protein 1),0.86
131,Q5JS13,RGPS1_HUMAN,Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1),0.86
132,O94910,AGRL1_HUMAN,Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2),0.85
133,Q92609,TBCD5_HUMAN,TBC1 domain family member 5,0.85
134,Q8TBP0,TBC16_HUMAN,TBC1 domain family member 16,0.84
135,Q5VTM2,AGAP9_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9 (AGAP-9) (Centaurin-gamma-like family member 6)",0.84
136,P42331,RHG25_HUMAN,Rho GTPase-activating protein 25 (Rho-type GTPase-activating protein 25),0.84
137,Q86TI0,TBCD1_HUMAN,TBC1 domain family member 1,0.83
138,Q13823,NOG2_HUMAN,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),0.83
139,Q7Z6B7,SRGP1_HUMAN,SLIT-ROBO Rho GTPase-activating protein 1 (srGAP1) (Rho GTPase-activating protein 13),0.82
140,O75044,SRGP2_HUMAN,SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Rho GTPase-activating protein 34),0.82
141,O94811,TPPP_HUMAN,Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha),0.82
142,P41594,GRM5_HUMAN,Metabotropic glutamate receptor 5 (mGluR5),0.8
143,Q9Y2X7,GIT1_HUMAN,ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1),0.8
144,Q15027,ACAP1_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)",0.79
145,Q8TCU6,PREX1_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (P-Rex1) (PtdIns(3,4,5)-dependent Rac exchanger 1)",0.79
146,Q8TF40,FNIP1_HUMAN,Folliculin-interacting protein 1,0.79
147,Q6ZT07,TBCD9_HUMAN,TBC1 domain family member 9 (TBC1 domain family member 9A),0.79
148,O95490,AGRL2_HUMAN,Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin homolog 1) (Latrophilin-2) (Lectomedin-1),0.79
149,O43572,AKA10_HUMAN,"A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)",0.78
150,Q8WU90,ZC3HF_HUMAN,Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4),0.78
151,B9A6J9,TBC3L_HUMAN,TBC1 domain family member 3L,0.78
152,P21359,NF1_HUMAN,Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated],0.78
153,Q92888,ARHG1_HUMAN,Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5),0.78
154,Q96FT9,IFT43_HUMAN,Intraflagellar transport protein 43 homolog,0.78
155,Q5VUJ5,AGAP7_HUMAN,"Putative Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7 (AGAP-7) (Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7 pseudogene) (Centaurin-gamma-like family member 4)",0.77
156,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),0.77
157,Q13153,PAK1_HUMAN,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK),0.76
158,B2RTY4,MYO9A_HUMAN,Unconventional myosin-IXa (Unconventional myosin-9a),0.75
159,Q96P64,AGAP4_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4 (AGAP-4) (Centaurin-gamma-like family member 1) (Centaurin-gamma-like family member 5)",0.75
160,Q3MII6,TBC25_HUMAN,TBC1 domain family member 25,0.75
161,Q8TBN0,R3GEF_HUMAN,Guanine nucleotide exchange factor for Rab-3A (Rab-3A-interacting-like protein 1) (Rab3A-interacting-like protein 1) (Rabin3-like 1),0.75
162,Q8IV04,TB10C_HUMAN,Carabin (TBC1 domain family member 10C),0.75
163,Q96RF0,SNX18_HUMAN,Sorting nexin-18 (SH3 and PX domain-containing protein 3B) (Sorting nexin-associated Golgi protein 1),0.74
164,O43665,RGS10_HUMAN,Regulator of G-protein signaling 10 (RGS10),0.74
165,Q5VVW2,GARL3_HUMAN,GTPase-activating Rap/Ran-GAP domain-like protein 3,0.74
166,A6NER0,TBC3F_HUMAN,TBC1 domain family member 3F,0.74
167,Q9BXI6,TB10A_HUMAN,TBC1 domain family member 10A (EBP50-PDX interactor of 64 kDa) (EPI64 protein) (Rab27A-GAP-alpha),0.74
168,P18433,PTPRA_HUMAN,Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48),0.73
169,Q8WZ64,ARAP2_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 (Centaurin-delta-1) (Cnt-d1) (Protein PARX)",0.73
170,Q8IYD1,ERF3B_HUMAN,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (G1 to S phase transition protein 2 homolog),0.73
171,Q5VW22,AGAP6_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 6 (AGAP-6) (Centaurin-gamma-like family member 3)",0.72
172,A0A087WXS9,TBC3I_HUMAN,TBC1 domain family member 3I,0.72
173,P43487,RANG_HUMAN,Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1),0.72
174,A0A087X1G2,TBC3K_HUMAN,TBC1 domain family member 3K,0.72
175,Q8NF50,DOCK8_HUMAN,Dedicator of cytokinesis protein 8,0.71
176,A0A087X179,TBC3E_HUMAN,TBC1 domain family member 3E,0.71
177,Q9H089,LSG1_HUMAN,Large subunit GTPase 1 homolog (hLsg1) (EC 3.6.1.-),0.71
178,Q9Y3P9,RBGP1_HUMAN,Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA),0.71
179,O60229,KALRN_HUMAN,Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain),0.71
180,Q99835,SMO_HUMAN,Smoothened homolog (SMO) (Protein Gx),0.7
181,Q8WZA9,IRGQ_HUMAN,Immunity-related GTPase family Q protein,0.7
182,A6NDS4,TBC3B_HUMAN,TBC1 domain family member 3B,0.7
183,Q9H0H5,RGAP1_HUMAN,Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4),0.7
184,Q6DHY5,TBC3G_HUMAN,TBC1 domain family member 3G,0.69
185,A0A087WVF3,TBC3D_HUMAN,TBC1 domain family member 3D,0.69
186,Q9UPU7,TBD2B_HUMAN,TBC1 domain family member 2B,0.69
187,Q86YR5,GPSM1_HUMAN,G-protein-signaling modulator 1 (Activator of G-protein signaling 3),0.69
188,Q9BVP2,GNL3_HUMAN,Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin),0.69
