Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
21,Q12912,IRAG2_HUMAN,"Inositol 1,4,5-triphosphate receptor associated 2 (Lymphoid-restricted membrane protein) (Protein Jaw1) [Cleaved into: Processed inositol 1,4,5-triphosphate receptor associated 2]",0.96
22,Q9H0X9,OSBL5_HUMAN,Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1),0.96
23,O60343,TBCD4_HUMAN,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),0.96
24,P22059,OSBP1_HUMAN,Oxysterol-binding protein 1,0.94
25,Q5BKX6,S45A4_HUMAN,Solute carrier family 45 member 4,0.91
26,O60494,CUBN_HUMAN,Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor),0.89
27,Q96CP6,ASTRA_HUMAN,Protein Aster-A (GRAM domain-containing protein 1A),0.89
28,Q9NRU3,CNNM1_HUMAN,Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (Cyclin-M1),0.88
29,Q3KR37,ASTRB_HUMAN,Protein Aster-B (GRAM domain-containing protein 1B),0.88
30,Q9BZF1,OSBL8_HUMAN,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),0.84
31,Q9BXP2,S12A9_HUMAN,Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3),0.8
32,O00443,P3C2A_HUMAN,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha),0.79
33,O15533,TPSN_HUMAN,Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein),0.77
34,Q9H2Y9,SO5A1_HUMAN,Solute carrier organic anion transporter family member 5A1 (Organic anion transporter polypeptide-related protein 4) (OATP-RP4) (OATPRP4) (Solute carrier family 21 member 15),0.76
35,P55011,S12A2_HUMAN,Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2),0.75
36,Q8NI60,COQ8A_HUMAN,"Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",0.75
37,Q504Y0,S39AC_HUMAN,Zinc transporter ZIP12 (LIV-1 subfamily of ZIP zinc transporter 8) (LZT-Hs8) (Solute carrier family 39 member 12) (Zrt- and Irt-like protein 12) (ZIP-12),0.74
38,O43829,ZBT14_HUMAN,Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161 homolog) (Zfp-161) (Zinc finger protein 478) (Zinc finger protein 5 homolog) (ZF5) (Zfp-5) (hZF5),0.71
39,O75208,COQ9_HUMAN,"Ubiquinone biosynthesis protein COQ9, mitochondrial",0.71
40,A1A5C7,S22AN_HUMAN,Solute carrier family 22 member 23,0.7
41,O75880,SCO1_HUMAN,"Protein SCO1 homolog, mitochondrial",0.67
42,A6NFX1,MFS2B_HUMAN,Major facilitator superfamily domain-containing protein 2B (hMfsd2b),0.67
43,Q9H8M5,CNNM2_HUMAN,Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2),0.66
44,Q6P5W5,S39A4_HUMAN,Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4),0.66
45,Q5K4L6,S27A3_HUMAN,Solute carrier family 27 member 3 (EC 6.2.1.-) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain fatty acid transport protein 3) (FATP-3) (Fatty acid transport protein 3) (Very long-chain acyl-CoA synthetase homolog 3) (VLCS-3),0.65
46,Q9H2X9,S12A5_HUMAN,Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter),0.64
47,Q86UK0,ABCAC_HUMAN,ATP-binding cassette sub-family A member 12 (ATP-binding cassette transporter 12) (ATP-binding cassette 12),0.63
48,Q9NSA1,FGF21_HUMAN,Fibroblast growth factor 21 (FGF-21),0.63
49,Q9NZJ7,MTCH1_HUMAN,Mitochondrial carrier homolog 1 (Presenilin-associated protein),0.63
50,P37840,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),0.62
51,P31749,AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha),0.59
52,Q8NE01,CNNM3_HUMAN,Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (Cyclin-M3),0.59
53,P54646,AAPK2_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31),0.58
54,P0CK97,S35E2_HUMAN,Solute carrier family 35 member E2A,0.57
55,P49327,FAS_HUMAN,Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)],0.57
56,O43715,TRIA1_HUMAN,TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV),0.57
57,Q6PIS1,S23A3_HUMAN,Solute carrier family 23 member 3 (HPC E2-binding protein 3) (Na(+)/L-ascorbic acid transporter 3) (Sodium-dependent vitamin C transporter 3),0.57
58,O95907,MOT3_HUMAN,Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8),0.57
59,Q96RN1,S26A8_HUMAN,Testis anion transporter 1 (Anion exchange transporter) (Solute carrier family 26 member 8),0.56
60,Q9Y5Y7,LYVE1_HUMAN,Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1) (Hyaluronic acid receptor),0.56
61,Q9Y2W3,S45A1_HUMAN,Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein) (DNb-5) (Solute carrier family 45 member 1),0.56
62,Q96K37,S35E1_HUMAN,Solute carrier family 35 member E1,0.55
63,P06213,INSR_HUMAN,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],0.54
64,Q8IVW8,SPNS2_HUMAN,Protein spinster homolog 2,0.53
65,Q96JT2,S45A3_HUMAN,Solute carrier family 45 member 3 (Prostate cancer-associated protein 6) (Prostein),0.53
66,Q8TF71,MOT10_HUMAN,Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1),0.53
67,Q16572,VACHT_HUMAN,Vesicular acetylcholine transporter (VAChT) (Solute carrier family 18 member 3),0.53
68,O43761,SNG3_HUMAN,Synaptogyrin-3,0.52
69,Q96D53,COQ8B_HUMAN,"Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)",0.52
70,Q96D15,RCN3_HUMAN,Reticulocalbin-3 (EF-hand calcium-binding protein RLP49),0.51
71,Q96PQ0,SORC2_HUMAN,VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain],0.5
72,Q14512,FGFP1_HUMAN,Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1) (17 kDa heparin-binding growth factor-binding protein) (17 kDa HBGF-binding protein) (HBp17),0.5
73,Q9H2B4,S26A1_HUMAN,Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1),0.49
74,Q9Y289,SC5A6_HUMAN,Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (Solute carrier family 5 member 6),0.49
75,Q9Y4W6,AFG32_HUMAN,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),0.49
76,Q96BD0,SO4A1_HUMAN,Solute carrier organic anion transporter family member 4A1 (OATP4A1) (Colon organic anion transporter) (Organic anion transporter polypeptide-related protein 1) (OATP-RP1) (OATPRP1) (POAT) (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12),0.48
77,Q9HBY8,SGK2_HUMAN,Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2),0.48
78,P54368,OAZ1_HUMAN,Ornithine decarboxylase antizyme 1 (AZ1) (ODC-Az),0.48
79,Q9Y666,S12A7_HUMAN,Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4),0.48
80,Q92959,SO2A1_HUMAN,Solute carrier organic anion transporter family member 2A1 (Prostaglandin transporter) (PGT) (Solute carrier family 21 member 2),0.48
81,Q9GZN6,S6A16_HUMAN,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16),0.48
82,Q8TD08,MK15_HUMAN,Mitogen-activated protein kinase 15 (MAP kinase 15) (MAPK 15) (EC 2.7.11.24) (Extracellular signal-regulated kinase 7) (ERK-7) (Extracellular signal-regulated kinase 8) (ERK-8),0.47
83,Q86UW2,OSTB_HUMAN,Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta),0.47
84,Q8WUG5,S22AH_HUMAN,Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR),0.47
85,Q15043,S39AE_HUMAN,Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14),0.46
86,Q969I6,S38A4_HUMAN,Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3),0.46
87,Q6ZMD2,SPNS3_HUMAN,Protein spinster homolog 3,0.45
88,Q08357,S20A2_HUMAN,Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2),0.45
89,Q8IYS0,ASTRC_HUMAN,Protein Aster-C (GRAM domain-containing protein 1C),0.45
90,Q8TAD4,ZNT5_HUMAN,Zinc transporter 5 (ZnT-5) (Solute carrier family 30 member 5) (ZnT-like transporter 1) (hZTL1),0.44
91,Q8TBB6,S7A14_HUMAN,Probable cationic amino acid transporter (Solute carrier family 7 member 14),0.44
92,O15438,MRP3_HUMAN,Canalicular multispecific organic anion transporter 2 (ATP-binding cassette sub-family C member 3) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3),0.44
93,P08195,4F2_HUMAN,4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),0.43
94,Q8N3R9,MPP5_HUMAN,MAGUK p55 subfamily member 5,0.43
95,Q96AG3,S2546_HUMAN,Solute carrier family 25 member 46,0.43
96,Q7RTT9,S29A4_HUMAN,Equilibrative nucleoside transporter 4 (hENT4) (Plasma membrane monoamine transporter) (Solute carrier family 29 member 4),0.42
97,O95202,LETM1_HUMAN,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1),0.42
98,Q13131,AAPK1_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26),0.42
99,Q5M8T2,S35D3_HUMAN,Solute carrier family 35 member D3 (Fringe connection-like protein 1),0.42
100,Q9BT67,NFIP1_HUMAN,NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein),0.41
101,Q9BY10,TSCOT_HUMAN,Thymic stromal cotransporter homolog (Solute carrier family 46 member 2),0.41
102,Q9NWF4,S52A1_HUMAN,"Solute carrier family 52, riboflavin transporter, member 1 (Porcine endogenous retrovirus A receptor 2) (PERV-A receptor 2) (huPAR-2) (Protein GPR172B) (Riboflavin transporter 1) (hRFT1)",0.41
103,Q9BX79,STRA6_HUMAN,Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog),0.4
104,Q03518,TAP1_HUMAN,Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein),0.4
105,Q99726,ZNT3_HUMAN,Zinc transporter 3 (ZnT-3) (Solute carrier family 30 member 3),0.4
106,Q5TF39,MFS4B_HUMAN,Sodium-dependent glucose transporter 1 (Major facilitator superfamily domain-containing protein 4B),0.4
107,Q99523,SORT_HUMAN,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),0.39
108,Q86YT5,S13A5_HUMAN,Solute carrier family 13 member 5 (Na(+)/citrate cotransporter) (NaCT) (Sodium-coupled citrate transporter) (Sodium-dependent citrate transporter),0.39
109,O94956,SO2B1_HUMAN,Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Solute carrier family 21 member 9),0.39
110,P15144,AMPN_HUMAN,Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13),0.39
111,Q13201,MMRN1_HUMAN,Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)],0.38
112,P22748,CAH4_HUMAN,Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV),0.38
113,Q8NCK7,MOT11_HUMAN,Monocarboxylate transporter 11 (MCT 11) (Solute carrier family 16 member 11),0.38
114,Q96AQ8,MCUR1_HUMAN,"Mitochondrial calcium uniporter regulator 1 (MCU regulator 1) (Coiled-coil domain-containing protein 90A, mitochondrial)",0.38
115,O15431,COPT1_HUMAN,High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1),0.38
116,Q9Y4U1,MMAC_HUMAN,Cyanocobalamin reductase / alkylcobalamin dealkylase (Alkylcobalamin:glutathione S-alkyltransferase) (EC 2.5.1.151) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (EC 1.16.1.6) (Methylmalonic aciduria and homocystinuria type C protein) (MMACHC),0.37
117,O60669,MOT2_HUMAN,Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7),0.37
118,Q6UXD7,S49A3_HUMAN,Solute carrier family 49 member A3 (Major facilitator superfamily domain-containing protein 7) (Myosin light polypeptide 5 regulatory protein) (MYL5),0.37
119,Q96JW4,S41A2_HUMAN,Solute carrier family 41 member 2,0.36
120,O15440,MRP5_HUMAN,Multidrug resistance-associated protein 5 (ATP-binding cassette sub-family C member 5) (Multi-specific organic anion transporter C) (MOAT-C) (SMRP) (pABC11),0.36
121,O95528,GTR10_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)",0.36
122,Q6ICL7,S35E4_HUMAN,Solute carrier family 35 member E4,0.36
123,Q9Y5Y0,FLVC1_HUMAN,Feline leukemia virus subgroup C receptor-related protein 1 (Feline leukemia virus subgroup C receptor) (hFLVCR),0.36
124,Q96J65,MRP9_HUMAN,Multidrug resistance-associated protein 9 (ATP-binding cassette sub-family C member 12),0.36
125,Q9NUM3,S39A9_HUMAN,Zinc transporter ZIP9 (Solute carrier family 39 member 9) (Zrt- and Irt-like protein 9) (ZIP-9),0.36
126,Q3MJ13,WDR72_HUMAN,WD repeat-containing protein 72,0.35
127,Q8WUM9,S20A1_HUMAN,Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1),0.35
128,Q53S99,CB083_HUMAN,Folate transporter-like protein C2orf83,0.35
129,P33527,MRP1_HUMAN,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),0.35
130,Q9Y6M5,ZNT1_HUMAN,Zinc transporter 1 (ZnT-1) (Solute carrier family 30 member 1),0.34
131,Q9BZD2,S29A3_HUMAN,Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3),0.34
132,Q9UP95,S12A4_HUMAN,Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1),0.34
133,P35670,ATP7B_HUMAN,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],0.34
134,Q9NP94,S39A2_HUMAN,Zinc transporter ZIP2 (6A1) (Eti-1) (Solute carrier family 39 member 2) (Zrt- and Irt-like protein 2) (ZIP-2) (hZIP2),0.33
135,Q9NYZ2,MFRN1_HUMAN,Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37),0.33
136,Q9UKG4,S13A4_HUMAN,Solute carrier family 13 member 4 (Na(+)/sulfate cotransporter SUT-1) (NaS2),0.33
137,Q9H4I9,EMRE_HUMAN,"Essential MCU regulator, mitochondrial (Single-pass membrane protein with aspartate-rich tail 1, mitochondrial)",0.33
138,Q9UIG8,SO3A1_HUMAN,Solute carrier organic anion transporter family member 3A1 (OATP3A1) (Organic anion transporter polypeptide-related protein 3) (OATP-RP3) (OATPRP3) (Organic anion-transporting polypeptide D) (OATP-D) (PGE1 transporter) (Sodium-independent organic anion transporter D) (Solute carrier family 21 member 11),0.33
139,P05771,KPCB_HUMAN,Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13),0.33
140,Q9HAP6,LIN7B_HUMAN,Protein lin-7 homolog B (Lin-7B) (hLin7B) (Mammalian lin-seven protein 2) (MALS-2) (Vertebrate lin-7 homolog 2) (Veli-2) (hVeli2),0.33
141,O00182,LEG9_HUMAN,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),0.32
142,P98164,LRP2_HUMAN,Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin),0.32
143,Q5T3U5,MRP7_HUMAN,Multidrug resistance-associated protein 7 (ATP-binding cassette sub-family C member 10),0.32
144,Q9UHI7,S23A1_HUMAN,Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (hSVCT1) (Yolk sac permease-like molecule 3),0.32
145,Q05513,KPCZ_HUMAN,Protein kinase C zeta type (EC 2.7.11.13) (nPKC-zeta),0.32
146,Q9NYB5,SO1C1_HUMAN,Solute carrier organic anion transporter family member 1C1 (Organic anion transporter F) (OATP-F) (Organic anion transporter polypeptide-related protein 5) (OAT-RP-5) (OATPRP5) (Organic anion-transporting polypeptide 14) (OATP-14) (Solute carrier family 21 member 14) (Thyroxine transporter),0.32
147,Q8NE86,MCU_HUMAN,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",0.32
148,Q86YS7,C2CD5_HUMAN,C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa),0.31
149,P48664,EAA4_HUMAN,Excitatory amino acid transporter 4 (Sodium-dependent glutamate/aspartate transporter) (Solute carrier family 1 member 6),0.31
150,Q8TB61,S35B2_HUMAN,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2),0.3
151,Q9NQ11,AT132_HUMAN,Polyamine-transporting ATPase 13A2 (EC 7.6.2.-),0.3
152,Q8NBS3,S4A11_HUMAN,Sodium bicarbonate transporter-like protein 11 (Bicarbonate transporter-related protein 1) (Sodium borate cotransporter 1) (NaBC1) (Solute carrier family 4 member 11),0.3
153,Q9NVE7,PANK4_HUMAN,4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4),0.3
154,P02730,B3AT_HUMAN,Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233),0.3
155,P0CK96,S352B_HUMAN,Solute carrier family 35 member E2B,0.3
156,P31751,AKT2_HUMAN,RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta),0.3
157,O00141,SGK1_HUMAN,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),0.29
158,Q13621,S12A1_HUMAN,Solute carrier family 12 member 1 (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2) (Kidney-specific Na-K-Cl symporter),0.29
159,Q96BR1,SGK3_HUMAN,Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like),0.29
160,Q02978,M2OM_HUMAN,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11),0.29
161,A6NKX4,S22AV_HUMAN,Putative solute carrier family 22 member 31,0.29
162,Q9NUP9,LIN7C_HUMAN,Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3),0.29
163,Q01959,SC6A3_HUMAN,Sodium-dependent dopamine transporter (DA transporter) (DAT) (Solute carrier family 6 member 3),0.29
164,P53985,MOT1_HUMAN,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),0.29
165,P41440,S19A1_HUMAN,Reduced folate transporter (FOLT) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1),0.28
166,Q8NBW4,S38A9_HUMAN,Sodium-coupled neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11),0.28
167,Q8N1S5,S39AB_HUMAN,Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11),0.28
