Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
51,Q96B67,ARRD3_HUMAN,Arrestin domain-containing protein 3 (TBP-2-like inducible membrane protein) (TLIMP),0.56
52,Q8IWK6,AGRA3_HUMAN,Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125),0.56
53,Q99705,MCHR1_HUMAN,Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein),0.56
54,Q16526,CRY1_HUMAN,Cryptochrome-1,0.55
55,Q7Z7M1,AGRD2_HUMAN,Adhesion G-protein coupled receptor D2 (G-protein coupled receptor 144) (G-protein coupled receptor PGR24),0.55
56,Q8TDT2,GP152_HUMAN,Probable G-protein coupled receptor 152 (G-protein coupled receptor PGR5),0.54
57,Q8IZF5,AGRF3_HUMAN,Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23),0.54
58,Q9UBN4,TRPC4_HUMAN,Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4),0.5
59,Q9BZJ8,GPR61_HUMAN,G-protein coupled receptor 61 (Biogenic amine receptor-like G-protein coupled receptor),0.48
60,Q9Y2K6,UBP20_HUMAN,Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2) (hVDU2),0.48
61,O75386,TULP3_HUMAN,Tubby-related protein 3 (Tubby-like protein 3),0.47
62,Q9GZN0,GPR88_HUMAN,Probable G-protein coupled receptor 88 (Striatum-specific G-protein coupled receptor),0.47
63,Q9NQ84,GPC5C_HUMAN,G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3),0.46
64,Q15043,S39AE_HUMAN,Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14),0.46
65,Q08116,RGS1_HUMAN,Regulator of G-protein signaling 1 (RGS1) (B-cell activation protein BL34) (Early response protein 1R20),0.45
66,Q96RI0,PAR4_HUMAN,Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3),0.45
67,P09683,SECR_HUMAN,Secretin,0.44
68,Q8IZF2,AGRF5_HUMAN,Adhesion G protein-coupled receptor F5 (G-protein coupled receptor 116),0.44
69,O60353,FZD6_HUMAN,Frizzled-6 (Fz-6) (hFz6),0.41
70,P43405,KSYK_HUMAN,Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk),0.41
71,Q9NS67,GPR27_HUMAN,Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1),0.4
72,P32745,SSR3_HUMAN,Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SSR-28),0.4
73,P34947,GRK5_HUMAN,G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5),0.38
74,Q8TDS5,OXER1_HUMAN,Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019),0.38
75,Q9Y653,AGRG1_HUMAN,Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Protein TM7XN1) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1 CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)],0.38
76,Q7Z601,GP142_HUMAN,Probable G-protein coupled receptor 142 (G-protein coupled receptor PGR2),0.37
77,P49802,RGS7_HUMAN,Regulator of G-protein signaling 7 (RGS7),0.37
78,Q9UIJ5,ZDHC2_HUMAN,Palmitoyltransferase ZDHHC2 (EC 2.3.1.225) (Reduced expression associated with metastasis protein) (Ream) (Reduced expression in cancer protein) (Rec) (Zinc finger DHHC domain-containing protein 2) (DHHC-2) (Zinc finger protein 372),0.37
79,P49755,TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (S31III125) (S31I125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta),0.37
80,Q8TDU6,GPBAR_HUMAN,G-protein coupled bile acid receptor 1 (G-protein coupled receptor GPCR19) (hGPCR19) (Membrane-type receptor for bile acids) (M-BAR) (hBG37) (BG37),0.35
81,Q14439,GP176_HUMAN,G-protein coupled receptor 176 (HB-954),0.35
82,P32121,ARRB2_HUMAN,Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3),0.35
83,P51813,BMX_HUMAN,Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38),0.35
84,Q96K78,AGRG7_HUMAN,Adhesion G-protein coupled receptor G7 (G-protein coupled receptor 128),0.34
85,O75084,FZD7_HUMAN,Frizzled-7 (Fz-7) (hFz7) (FzE3),0.34
86,Q8TDV0,GP151_HUMAN,G-protein coupled receptor 151 (G-protein coupled receptor PGR7) (GPCR-2037) (Galanin receptor 4) (Galanin-receptor-like protein) (GalRL),0.34
87,A8MW95,BECN2_HUMAN,Beclin-2 (Beclin-1 autophagy-related pseudogene 1) (Beclin-1-like protein 1),0.33
88,P49407,ARRB1_HUMAN,Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2),0.32
89,Q14332,FZD2_HUMAN,Frizzled-2 (Fz-2) (hFz2) (FzE2),0.32
90,Q6ZS82,R9BP_HUMAN,Regulator of G-protein signaling 9-binding protein (RGS9-anchoring protein),0.31
91,Q5TFQ8,SIRBL_HUMAN,Signal-regulatory protein beta-1 isoform 3 (SIRP-beta-1 isoform 3),0.31
92,O00155,GPR25_HUMAN,Probable G-protein coupled receptor 25,0.31
93,Q86SQ4,AGRG6_HUMAN,Adhesion G-protein coupled receptor G6 (Developmentally regulated G-protein-coupled receptor) (G-protein coupled receptor 126) (Vascular inducible G protein-coupled receptor) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)],0.31
94,O00590,ACKR2_HUMAN,Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6),0.31
95,Q9HBX8,LGR6_HUMAN,Leucine-rich repeat-containing G-protein coupled receptor 6,0.3
96,P46095,GPR6_HUMAN,G-protein coupled receptor 6 (Sphingosine 1-phosphate receptor GPR6),0.3
97,Q86XJ0,CAHM3_HUMAN,Calcium homeostasis modulator protein 3 (Protein A),0.3
98,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),0.3
99,P48995,TRPC1_HUMAN,Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1),0.3
100,Q9UL62,TRPC5_HUMAN,Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (TRP-5) (hTRP-5) (hTRP5),0.29
101,P13501,CCL5_HUMAN,C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)],0.29
102,Q68DH5,LMBD2_HUMAN,G-protein coupled receptor-associated protein LMBRD2 (LMBR1 domain-containing protein 2),0.29
103,Q14289,FAK2_HUMAN,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),0.28
104,P00533,EGFR_HUMAN,Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1),0.28
105,Q9Y5Y4,PD2R2_HUMAN,Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294),0.28
106,Q9UHX3,AGRE2_HUMAN,Adhesion G protein-coupled receptor E2 (EGF-like module receptor 2) (EGF-like module-containing mucin-like hormone receptor-like 2) (CD antigen CD312),0.27
107,Q8TEY7,UBP33_HUMAN,Ubiquitin carboxyl-terminal hydrolase 33 (EC 3.4.19.12) (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1) (hVDU1),0.27
108,P41231,P2RY2_HUMAN,P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor),0.27
109,P48960,AGRE5_HUMAN,Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta],0.27
110,O60883,G37L1_HUMAN,G-protein coupled receptor 37-like 1 (Endothelin B receptor-like protein 2) (ETBR-LP-2),0.26
111,Q9UGC6,RGS17_HUMAN,Regulator of G-protein signaling 17 (RGS17),0.26
112,Q8TDV2,GP148_HUMAN,Probable G-protein coupled receptor 148 (Brain and testis restricted GPCR) (G-protein coupled receptor PGR6),0.25
113,P46089,GPR3_HUMAN,G-protein coupled receptor 3 (ACCA orphan receptor),0.25
114,Q6QNK2,AGRD1_HUMAN,Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25),0.25
115,Q9BPV8,P2Y13_HUMAN,P2Y purinoceptor 13 (P2Y13) (G-protein coupled receptor 86) (G-protein coupled receptor 94),0.24
116,Q9Y210,TRPC6_HUMAN,Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6),0.24
117,O15529,GPR42_HUMAN,G-protein coupled receptor 42,0.24
118,O00144,FZD9_HUMAN,Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349),0.24
119,O14843,FFAR3_HUMAN,Free fatty acid receptor 3 (G-protein coupled receptor 41),0.24
120,Q86Y34,AGRG3_HUMAN,Adhesion G protein-coupled receptor G3 (G-protein coupled receptor 97) (G-protein coupled receptor PGR26),0.24
121,P31391,SSR4_HUMAN,Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R),0.23
122,Q7Z5A7,TAFA5_HUMAN,Chemokine-like protein TAFA-5,0.23
123,P32249,GP183_HUMAN,G-protein coupled receptor 183 (Epstein-Barr virus-induced G-protein coupled receptor 2) (EBI2) (EBV-induced G-protein coupled receptor 2) (hEBI2),0.22
124,Q8TCW9,PKR1_HUMAN,Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a),0.22
125,P55085,PAR2_HUMAN,"Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]",0.22
126,Q8NET8,TRPV3_HUMAN,Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3),0.22
127,Q14246,AGRE1_HUMAN,Adhesion G protein-coupled receptor E1 (EGF-like module receptor 1) (EGF-like module-containing mucin-like hormone receptor-like 1) (EMR1 hormone receptor),0.22
128,P35414,APJ_HUMAN,Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11),0.22
129,Q9NS66,GP173_HUMAN,Probable G-protein coupled receptor 173 (Super conserved receptor expressed in brain 3),0.22
130,Q9NZH0,GPC5B_HUMAN,G-protein coupled receptor family C group 5 member B (A-69G12.1) (Retinoic acid-induced gene 2 protein) (RAIG-2),0.22
131,P12931,SRC_HUMAN,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),0.22
132,Q9BY15,AGRE3_HUMAN,Adhesion G protein-coupled receptor E3 (EGF-like module receptor 3) (EGF-like module-containing mucin-like hormone receptor-like 3),0.21
133,Q9NQS5,GPR84_HUMAN,G-protein coupled receptor 84 (Inflammation-related G-protein coupled receptor EX33),0.21
134,Q96P69,GPR78_HUMAN,G-protein coupled receptor 78,0.21
135,Q96G91,P2Y11_HUMAN,P2Y purinoceptor 11 (P2Y11),0.21
136,Q8IZF3,AGRF4_HUMAN,Adhesion G protein-coupled receptor F4 (G-protein coupled receptor 115) (G-protein coupled receptor PGR18),0.21
137,O15218,GP182_HUMAN,G-protein coupled receptor 182,0.21
138,Q9NXF8,ZDHC7_HUMAN,Palmitoyltransferase ZDHHC7 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 7) (DHHC-7),0.21
139,O15492,RGS16_HUMAN,Regulator of G-protein signaling 16 (RGS16) (A28-RGS14P) (Retinal-specific RGS) (RGS-r) (hRGS-r) (Retinally abundant regulator of G-protein signaling),0.21
140,Q96AM1,MRGRF_HUMAN,Mas-related G-protein coupled receptor member F (Mas-related gene F protein) (G-protein coupled receptor 140) (G-protein coupled receptor 168),0.21
141,P21453,S1PR1_HUMAN,Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363),0.21
142,P08754,GNAI3_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha (G(i) alpha-3),0.2
143,Q9BXB1,LGR4_HUMAN,Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48),0.2
144,Q8IZF4,AGRG5_HUMAN,Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27),0.2
145,Q16570,ACKR1_HUMAN,Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor) (Fy glycoprotein) (GpFy) (Glycoprotein D) (Plasmodium vivax receptor) (CD antigen CD234),0.19
146,O15552,FFAR2_HUMAN,Free fatty acid receptor 2 (G-protein coupled receptor 43),0.19
147,Q5UAW9,GP157_HUMAN,G-protein coupled receptor 157,0.19
148,Q9NPG1,FZD3_HUMAN,Frizzled-3 (Fz-3) (hFz3),0.19
149,P51582,P2RY4_HUMAN,P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR),0.19
150,Q6ZVX9,PAQR9_HUMAN,Membrane progestin receptor epsilon (mPR epsilon) (Membrane progesterone P4 receptor epsilon) (Membrane progesterone receptor epsilon) (Progesterone and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member IX),0.19
151,Q99527,GPER1_HUMAN,G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (Flow-induced endothelial G-protein coupled receptor 1) (FEG-1) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (GPCR-Br) (IL8-related receptor DRY12) (Lymphocyte-derived G-protein coupled receptor) (LYGPR) (Membrane estrogen receptor) (mER),0.19
152,O00254,PAR3_HUMAN,Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2),0.19
153,P34981,TRFR_HUMAN,Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor),0.19
154,Q8TDS7,MRGRD_HUMAN,Mas-related G-protein coupled receptor member D (Beta-alanine receptor) (G-protein coupled receptor TGR7),0.18
155,Q9ULV1,FZD4_HUMAN,Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344),0.18
156,Q8NFJ6,PKR2_HUMAN,Prokineticin receptor 2 (PK-R2) (G-protein coupled receptor 73-like 1) (G-protein coupled receptor I5E) (GPR73b) (GPRg2),0.18
157,P15531,NDKA_HUMAN,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein),0.18
158,Q5T6X5,GPC6A_HUMAN,G-protein coupled receptor family C group 6 member A (hGPRC6A) (G-protein coupled receptor GPCR33) (hGPCR33),0.18
159,Q99678,GPR20_HUMAN,G-protein coupled receptor 20,0.18
160,P43250,GRK6_HUMAN,G protein-coupled receptor kinase 6 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK6),0.18
161,Q9HC97,GPR35_HUMAN,G-protein coupled receptor 35 (Kynurenic acid receptor) (KYNA receptor),0.18
162,O75881,CP7B1_HUMAN,Cytochrome P450 7B1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (25/26-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.29) (3-hydroxysteroid 7-alpha hydroxylase) (Oxysterol 7-alpha-hydroxylase),0.18
163,Q9BY21,GPR87_HUMAN,G-protein coupled receptor 87 (G-protein coupled receptor 95),0.18
164,Q9NPB9,ACKR4_HUMAN,Atypical chemokine receptor 4 (C-C chemokine receptor type 11) (C-C CKR-11) (CC-CKR-11) (CCR-11) (CC chemokine receptor-like 1) (CCRL1) (CCX CKR),0.18
165,P63096,GNAI1_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein),0.17
166,O00241,SIRB1_HUMAN,Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b),0.17
167,Q15363,TMED2_HUMAN,Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1) (p24beta1),0.17
168,Q9BXC1,GP174_HUMAN,Probable G-protein coupled receptor 174,0.17
169,Q99969,RARR2_HUMAN,Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein),0.17
170,O00398,P2Y10_HUMAN,Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor),0.17
171,P42680,TEC_HUMAN,Tyrosine-protein kinase Tec (EC 2.7.10.2),0.17
172,Q6DWJ6,GP139_HUMAN,Probable G-protein coupled receptor 139 (G(q)-coupled orphan receptor GPRg1) (G-protein-coupled receptor PGR3),0.17
173,Q9UBY5,LPAR3_HUMAN,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7),0.17
174,Q9ULZ3,ASC_HUMAN,Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1),0.16
175,Q8IZF7,AGRF2_HUMAN,Adhesion G-protein coupled receptor F2 (G-protein coupled receptor 111) (G-protein coupled receptor PGR20),0.16
176,Q86SM8,MRGRE_HUMAN,Mas-related G-protein coupled receptor member E (G-protein coupled receptor 167),0.16
177,Q86VZ1,P2RY8_HUMAN,P2Y purinoceptor 8 (P2Y8),0.16
178,Q8NDV2,GPR26_HUMAN,G-protein coupled receptor 26,0.16
