Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
62,Q496Y0,LONF3_HUMAN,LON peptidase N-terminal domain and RING finger protein 3 (RING finger protein 127),0.83
63,P81605,DCD_HUMAN,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],0.83
64,Q96HI0,SENP5_HUMAN,Sentrin-specific protease 5 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP5),0.83
65,P10124,SRGN_HUMAN,Serglycin (Hematopoietic proteoglycan core protein) (Platelet proteoglycan core protein) (P.PG) (Secretory granule proteoglycan core protein),0.83
66,Q16610,ECM1_HUMAN,Extracellular matrix protein 1 (Secretory component p85),0.82
67,Q96EY1,DNJA3_HUMAN,"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)",0.82
68,O00220,TR10A_HUMAN,Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261),0.81
69,Q12770,SCAP_HUMAN,Sterol regulatory element-binding protein cleavage-activating protein (SCAP) (SREBP cleavage-activating protein),0.81
70,Q96M02,CJ090_HUMAN,(E2-independent) E3 ubiquitin-conjugating enzyme FATS (EC 2.3.2.-) (Centrosomal protein C10orf90) (E2/E3 hybrid ubiquitin-protein ligase FATS) (Fragile-site associated tumor suppressor homolog) (FATS),0.81
71,Q8N594,MPND_HUMAN,MPN domain-containing protein (EC 3.4.-.-),0.81
72,Q96CC6,RHDF1_HUMAN,Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho),0.8
73,Q9H1Z9,TSN10_HUMAN,Tetraspanin-10 (Tspan-10) (Oculospanin),0.8
74,Q13596,SNX1_HUMAN,Sorting nexin-1,0.8
75,Q13177,PAK2_HUMAN,Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)],0.8
76,Q6PJF5,RHDF2_HUMAN,Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6),0.79
77,Q9H013,ADA19_HUMAN,Disintegrin and metalloproteinase domain-containing protein 19 (ADAM 19) (EC 3.4.24.-) (Meltrin-beta) (Metalloprotease and disintegrin dendritic antigen marker) (MADDAM),0.79
78,Q8WU90,ZC3HF_HUMAN,Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4),0.78
79,Q9H446,RWDD1_HUMAN,RWD domain-containing protein 1 (DRG family-regulatory protein 2),0.78
80,Q96GN5,CDA7L_HUMAN,Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2),0.77
81,Q14674,ESPL1_HUMAN,Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase),0.77
82,Q9BX69,CARD6_HUMAN,Caspase recruitment domain-containing protein 6,0.76
83,Q86VP1,TAXB1_HUMAN,Tax1-binding protein 1 (TRAF6-binding protein),0.75
84,Q9HD43,PTPRH_HUMAN,Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1) (Transmembrane-type protein-tyrosine phosphatase type H),0.75
85,P05067,A4_HUMAN,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31],0.75
86,P00747,PLMN_HUMAN,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",0.75
87,P39687,AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI),0.74
88,Q2T9J0,TYSD1_HUMAN,"Peroxisomal leader peptide-processing protease (EC 3.4.21.-) (Trypsin domain-containing protein 1) [Cleaved into: Peroxisomal leader peptide-processing protease, 15 kDa form; Peroxisomal leader peptide-processing protease, 45 kDa form]",0.74
89,Q9UHI8,ATS1_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 1 (ADAM-TS 1) (ADAM-TS1) (ADAMTS-1) (EC 3.4.24.-) (METH-1),0.73
90,Q9Y6A9,SPCS1_HUMAN,Signal peptidase complex subunit 1 (EC 3.4.-.-) (Microsomal signal peptidase 12 kDa subunit) (SPase 12 kDa subunit),0.73
91,Q7Z410,TMPS9_HUMAN,Transmembrane protease serine 9 (EC 3.4.21.-) (Polyserase-I) (Polyserine protease 1) (Polyserase-1) [Cleaved into: Serase-1; Serase-2; Serase-3],0.72
92,O75509,TNR21_HUMAN,Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358),0.72
93,P22455,FGFR4_HUMAN,Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334),0.71
94,Q9HC62,SENP2_HUMAN,Sentrin-specific protease 2 (EC 3.4.22.-) (Axam2) (SMT3-specific isopeptidase 2) (Smt3ip2) (Sentrin/SUMO-specific protease SENP2),0.71
95,Q9P2N4,ATS9_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-),0.71
96,Q5VVJ2,MYSM1_HUMAN,"Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)",0.7
97,Q1L5Z9,LONF2_HUMAN,LON peptidase N-terminal domain and RING finger protein 2 (Neuroblastoma apoptosis-related protease) (RING finger protein 192),0.7
98,P29144,TPP2_HUMAN,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),0.69
99,Q9UNA0,ATS5_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 11) (ADAM-TS 11) (ADAMTS-11) (ADMP-2) (Aggrecanase-2),0.68
100,Q99683,M3K5_HUMAN,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),0.66
101,O95999,BCL10_HUMAN,B-cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10) (Bcl-10) (CARD-containing molecule enhancing NF-kappa-B) (CARD-like apoptotic protein) (hCLAP) (CED-3/ICH-1 prodomain homologous E10-like regulator) (CIPER) (Cellular homolog of vCARMEN) (cCARMEN) (Cellular-E10) (c-E10) (Mammalian CARD-containing adapter molecule E10) (mE10),0.66
102,Q8WXS8,ATS14_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-),0.65
103,Q9BXL7,CAR11_HUMAN,Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1),0.65
104,Q8N6Q3,CD177_HUMAN,CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177),0.64
105,Q9BYE2,TMPSD_HUMAN,Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease),0.64
106,Q9Y6E0,STK24_HUMAN,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],0.64
107,Q9H078,CLPB_HUMAN,Caseinolytic peptidase B protein homolog (EC 3.6.1.3) (Suppressor of potassium transport defect 3),0.63
108,Q2L4Q9,PRS53_HUMAN,Serine protease 53 (EC 3.4.21.-) (Polyserine protease 3) (Polyserase-3),0.63
109,Q9HB75,PIDD1_HUMAN,p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC],0.63
110,Q53RT3,APRV1_HUMAN,Retroviral-like aspartic protease 1 (EC 3.4.23.-) (Skin-specific retroviral-like aspartic protease) (SASPase) (Skin aspartic protease) (TPA-inducible aspartic proteinase-like protein) (TAPS),0.62
111,Q86TL0,ATG4D_HUMAN,"Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagin-4) (Autophagy-related cysteine endopeptidase 4) (Autophagy-related protein 4 homolog D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]",0.62
112,Q9H6P5,TASP1_HUMAN,Threonine aspartase 1 (Taspase-1) (EC 3.4.25.-) [Cleaved into: Threonine aspartase subunit alpha; Threonine aspartase subunit beta],0.62
113,O95831,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)",0.62
114,Q13188,STK3_HUMAN,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],0.61
115,Q6UWB4,PRS55_HUMAN,Serine protease 55 (EC 3.4.21.-) (Testis serine protease 1) (T-SP1),0.6
116,Q14703,MBTP1_HUMAN,Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1),0.6
117,Q9H324,ATS10_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 10 (ADAM-TS 10) (ADAM-TS10) (ADAMTS-10) (EC 3.4.24.-),0.59
118,Q400G9,AMZ1_HUMAN,Archaemetzincin-1 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 1),0.59
119,Q8N6M6,AMPO_HUMAN,Aminopeptidase O (AP-O) (EC 3.4.11.-),0.59
120,Q5K4E3,POLS2_HUMAN,Polyserase-2 (EC 3.4.21.-) (Polyserine protease 2) (Serine protease 36),0.58
121,P19438,TNR1A_HUMAN,"Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]",0.58
122,Q8NF86,PRS33_HUMAN,Serine protease 33 (EC 3.4.21.-) (Serine protease EOS),0.58
123,Q17RB8,LONF1_HUMAN,LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191),0.58
124,O43715,TRIA1_HUMAN,TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV),0.57
125,P83111,LACTB_HUMAN,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)",0.56
126,Q6GPH4,XAF1_HUMAN,XIAP-associated factor 1 (BIRC4-binding protein),0.56
127,Q9UGM5,FETUB_HUMAN,Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu),0.56
128,P55211,CASP9_HUMAN,Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10],0.56
129,Q13490,BIRC2_HUMAN,Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2),0.55
130,P58397,ATS12_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-),0.55
131,Q9Y2W7,CSEN_HUMAN,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),0.54
132,O76031,CLPX_HUMAN,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",0.54
133,Q16143,SYUB_HUMAN,Beta-synuclein,0.54
134,P55957,BID_HUMAN,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)],0.54
135,P36776,LONM_HUMAN,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",0.54
136,Q9UBG0,MRC2_HUMAN,C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280),0.54
137,O43278,SPIT1_HUMAN,Kunitz-type protease inhibitor 1 (Hepatocyte growth factor activator inhibitor type 1) (HAI-1),0.53
138,P62191,PRS4_HUMAN,26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1),0.53
139,P10323,ACRO_HUMAN,Acrosin (EC 3.4.21.10) [Cleaved into: Acrosin light chain; Acrosin heavy chain],0.52
140,P10415,BCL2_HUMAN,Apoptosis regulator Bcl-2,0.52
141,Q92890,UFD1_HUMAN,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1),0.52
142,Q96S99,PKHF1_HUMAN,Pleckstrin homology domain-containing family F member 1 (PH domain-containing family F member 1) (Lysosome-associated apoptosis-inducing protein containing PH and FYVE domains) (Apoptosis-inducing protein) (PH and FYVE domain-containing protein 1) (Phafin-1) (Zinc finger FYVE domain-containing protein 15),0.52
143,O60259,KLK8_HUMAN,Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein),0.52
144,Q13352,CENPR_HUMAN,Centromere protein R (CENP-R) (Beta-3-endonexin) (Integrin beta-3-binding protein) (Nuclear receptor-interacting factor 3),0.5
145,Q6PEW0,PRS54_HUMAN,Inactive serine protease 54 (Cancer/testis antigen 67) (CT67) (Plasma kallikrein-like protein 4),0.5
