Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
21,Q9Y6Q9,NCOA3_HUMAN,Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1),1.0
22,Q86X51,EZHIP_HUMAN,EZH inhibitory protein,1.0
23,Q15788,NCOA1_HUMAN,Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1),1.0
24,Q9NQV8,PRDM8_HUMAN,PR domain zinc finger protein 8 (EC 2.1.1.-) (PR domain-containing protein 8),1.0
25,Q92794,KAT6A_HUMAN,"Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)",1.0
26,Q9H4Z2,ZN335_HUMAN,Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1),1.0
27,Q92833,JARD2_HUMAN,Protein Jumonji (Jumonji/ARID domain-containing protein 2),1.0
28,Q9ULM3,YETS2_HUMAN,YEATS domain-containing protein 2,1.0
29,Q8N365,CIART_HUMAN,Circadian-associated transcriptional repressor (ChIP-derived repressor of network oscillator) (Chrono) (Computationally highlighted repressor of the network oscillator),1.0
30,Q68DK7,MSL1_HUMAN,Male-specific lethal 1 homolog (MSL-1) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1),1.0
31,Q13029,PRDM2_HUMAN,PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ),1.0
32,Q14207,NPAT_HUMAN,Protein NPAT (Nuclear protein of the ataxia telangiectasia mutated locus) (Nuclear protein of the ATM locus) (p220),1.0
33,Q13127,REST_HUMAN,RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor),1.0
34,Q7L2J0,MEPCE_HUMAN,7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog),1.0
35,Q9BTK6,PAGR1_HUMAN,PAXIP1-associated glutamate-rich protein 1 (Glutamate-rich coactivator interacting with SRC1) (GAS) (PAXIP1-associated protein 1) (PTIP-associated protein 1),1.0
36,Q8NEY8,PPHLN_HUMAN,Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50),1.0
37,Q86VE3,SATL1_HUMAN,Spermidine/spermine N(1)-acetyltransferase-like protein 1 (EC 2.3.1.-),1.0
38,P15336,ATF2_HUMAN,Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (EC 2.3.1.48) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (Histone acetyltransferase ATF2) (cAMP response element-binding protein CRE-BP1),1.0
39,Q9C0B5,ZDHC5_HUMAN,Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5) (Zinc finger protein 375),1.0
40,Q4FZB7,KMT5B_HUMAN,Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361),1.0
41,Q9HAZ2,PRD16_HUMAN,Histone-lysine N-methyltransferase PRDM16 (EC 2.1.1.-) (PR domain zinc finger protein 16) (PR domain-containing protein 16) (Transcription factor MEL1) (MDS1/EVI1-like gene 1),1.0
42,P21675,TAF1_HUMAN,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),1.0
43,Q8NFU7,TET1_HUMAN,Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Leukemia-associated protein with a CXXC domain) (Ten-eleven translocation 1 gene protein),1.0
44,Q9NQ92,COPRS_HUMAN,Coordinator of PRMT5 and differentiation stimulator (Cooperator of PRMT5) (Protein TTP1),1.0
45,Q9NP66,HM20A_HUMAN,High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein 1) (HMG domain-containing protein HMGX1),1.0
46,Q9BVI0,PHF20_HUMAN,PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP),1.0
47,Q9NV56,MRGBP_HUMAN,MRG/MORF4L-binding protein (MRG-binding protein) (Up-regulated in colon cancer 4) (Urcc4),0.99
48,Q9UK61,TASOR_HUMAN,Protein TASOR (CTCL tumor antigen se89-1) (Retinoblastoma-associated protein RAP140) (Transgene activation suppressor protein),0.99
49,Q96EB6,SIR1_HUMAN,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)],0.99
50,Q9H9B1,EHMT1_HUMAN,Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D),0.99
51,Q03112,MECOM_HUMAN,Histone-lysine N-methyltransferase MECOM (EC 2.1.1.-) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1),0.99
52,Q9H0E9,BRD8_HUMAN,Bromodomain-containing protein 8 (Skeletal muscle abundant protein) (Skeletal muscle abundant protein 2) (Thyroid hormone receptor coactivating protein of 120 kDa) (TrCP120) (p120),0.99
53,Q9ULD4,BRPF3_HUMAN,Bromodomain and PHD finger-containing protein 3,0.99
54,Q9UL17,TBX21_HUMAN,T-box transcription factor TBX21 (T-box protein 21) (T-cell-specific T-box transcription factor T-bet) (Transcription factor TBLYM),0.99
55,P46087,NOP2_HUMAN,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120),0.99
56,Q8N6I1,EID2_HUMAN,EP300-interacting inhibitor of differentiation 2 (EID-2) (CREBBP/EP300 inhibitor 2) (EID-1-like inhibitor of differentiation 2),0.99
57,Q9Y6B2,EID1_HUMAN,EP300-interacting inhibitor of differentiation 1 (21 kDa pRb-associated protein) (CREBBP/EP300 inhibitory protein 1) (E1A-like inhibitor of differentiation 1) (EID-1),0.99
58,O75496,GEMI_HUMAN,Geminin,0.99
59,Q99966,CITE1_HUMAN,Cbp/p300-interacting transactivator 1 (Melanocyte-specific protein 1),0.99
60,Q5FWF5,ESCO1_HUMAN,N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1),0.99
61,Q9NQC1,JADE2_HUMAN,E3 ubiquitin-protein ligase Jade-2 (EC 2.3.2.27) (Jade family PHD finger protein 2) (PHD finger protein 15),0.99
62,P61244,MAX_HUMAN,Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X),0.98
63,Q15047,SETB1_HUMAN,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.-) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1),0.98
64,Q9BTL3,RAMAC_HUMAN,RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM),0.98
65,Q9HAF1,EAF6_HUMAN,Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog) (hEAF6) (Sarcoma antigen NY-SAR-91),0.98
66,P55201,BRPF1_HUMAN,Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140),0.98
67,Q01831,XPC_HUMAN,DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125),0.98
68,Q5SQI0,ATAT_HUMAN,Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog),0.98
69,Q9UIS9,MBD1_HUMAN,Methyl-CpG-binding domain protein 1 (CXXC-type zinc finger protein 3) (Methyl-CpG-binding protein MBD1) (Protein containing methyl-CpG-binding domain 1),0.98
70,Q96KQ7,EHMT2_HUMAN,Histone-lysine N-methyltransferase EHMT2 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (H3-K9-HMTase 3) (Lysine N-methyltransferase 1C) (Protein G9a),0.97
71,Q9H2F5,EPC1_HUMAN,Enhancer of polycomb homolog 1,0.97
72,O96028,NSD2_HUMAN,Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.356) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein),0.97
73,P11308,ERG_HUMAN,Transcriptional regulator ERG (Transforming protein ERG),0.97
74,Q9UBZ9,REV1_HUMAN,DNA repair protein REV1 (EC 2.7.7.-) (Alpha integrin-binding protein 80) (AIBP80) (Rev1-like terminal deoxycytidyl transferase),0.96
75,Q9NQX0,PRDM6_HUMAN,Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6),0.96
76,Q9Y5B6,PAXB1_HUMAN,PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1),0.96
77,Q9H6U6,BCAS3_HUMAN,Breast carcinoma-amplified sequence 3 (GAOB1),0.96
78,Q8IYH5,ZZZ3_HUMAN,ZZ-type zinc finger-containing protein 3,0.95
79,Q96T88,UHRF1_HUMAN,E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1),0.95
80,O15516,CLOCK_HUMAN,Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8),0.95
81,Q6IE81,JADE1_HUMAN,Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17),0.95
82,Q9NXR8,ING3_HUMAN,Inhibitor of growth protein 3 (p47ING3),0.95
83,Q8N163,CCAR2_HUMAN,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),0.94
84,Q92613,JADE3_HUMAN,Protein Jade-3 (Jade family PHD finger protein 3) (PHD finger protein 16),0.94
85,O43159,RRP8_HUMAN,Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin),0.94
86,Q9BU70,TRMO_HUMAN,tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O),0.93
87,Q9BZ95,NSD3_HUMAN,Histone-lysine N-methyltransferase NSD3 (EC 2.1.1.-) (Nuclear SET domain-containing protein 3) (Protein whistle) (WHSC1-like 1 isoform 9 with methyltransferase activity to lysine) (Wolf-Hirschhorn syndrome candidate 1-like protein 1) (WHSC1-like protein 1),0.93
88,O75528,TADA3_HUMAN,Transcriptional adapter 3 (ADA3 homolog) (hADA3) (STAF54) (Transcriptional adapter 3-like) (ADA3-like protein),0.92
89,Q9Y4A5,TRRAP_HUMAN,Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog),0.92
90,Q9UBL3,ASH2L_HUMAN,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein),0.92
91,Q9H8E8,CSR2B_HUMAN,Cysteine-rich protein 2-binding protein (CSRP2-binding protein) (ADA2A-containing complex subunit 2) (ATAC2) (CRP2-binding partner) (CRP2BP) (Lysine acetyltransferase 14),0.91
92,Q9UBC3,DNM3B_HUMAN,DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB),0.9
93,Q9NQW5,PRDM7_HUMAN,Probable histone-lysine N-methyltransferase PRDM7 (EC 2.1.1.-) (PR domain zinc finger protein 7) (PR domain-containing protein 7),0.9
94,Q9NP73,ALG13_HUMAN,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog),0.89
95,Q8IY81,SPB1_HUMAN,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3),0.89
96,Q15633,TRBP2_HUMAN,RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein),0.88
97,P26358,DNMT1_HUMAN,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT),0.88
98,Q96KN8,PLAT5_HUMAN,Phospholipase A and acyltransferase 5 (Ca(2+)-independent N-acyltransferase) (iNAT) (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (H-rev107-like protein 5) (HRAS-like suppressor 5) (HRSL5),0.86
99,Q92831,KAT2B_HUMAN,Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57),0.85
100,Q56NI9,ESCO2_HUMAN,N-acetyltransferase ESCO2 (EC 2.3.1.-) (Establishment factor-like protein 2) (EFO2) (EFO2p) (hEFO2) (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2),0.85
101,Q9NQV7,PRDM9_HUMAN,Histone-lysine N-methyltransferase PRDM9 (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361),0.85
102,Q147X3,NAA30_HUMAN,N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit),0.85
103,Q9HCI7,MSL2_HUMAN,E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.-) (E3 ubiquitin-protein transferase MSL2) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184),0.85
104,Q9Y6K1,DNM3A_HUMAN,DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA),0.83
105,Q9NQR1,KMT5A_HUMAN,N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8),0.83
106,Q93015,NAA80_HUMAN,N-alpha-acetyltransferase 80 (HsNAAA80) (EC 2.3.1.-) (N-acetyltransferase 6) (Protein fusion-2) (Protein fus-2),0.83
107,Q8TBZ6,TM10A_HUMAN,tRNA methyltransferase 10 homolog A (EC 2.1.1.221) (RNA (guanine-9-)-methyltransferase domain-containing protein 2) (tRNA (guanine(9)-N(1))-methyltransferase TRMT10A),0.82
108,P10515,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",0.82
109,O60522,TDRD6_HUMAN,Tudor domain-containing protein 6 (Antigen NY-CO-45) (Cancer/testis antigen 41.2) (CT41.2),0.82
110,Q9NPF5,DMAP1_HUMAN,DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1),0.8
111,Q9UBE8,NLK_HUMAN,Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1),0.78
112,P49840,GSK3A_HUMAN,Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1),0.78
113,O95251,KAT7_HUMAN,"Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)",0.76
114,P26373,RL13_HUMAN,60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13),0.76
115,Q9Y232,CDYL_HUMAN,Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-),0.76
116,Q99549,MPP8_HUMAN,M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3),0.74
117,Q9HCE5,MET14_HUMAN,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14) (hMETTL14),0.73
118,Q9NPI1,BRD7_HUMAN,Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1),0.73
119,Q9H4Z3,CAPAM_HUMAN,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (hCAPAM) (Phosphorylated CTD-interacting factor 1) (hPCIF1) (Protein phosphatase 1 regulatory subunit 121),0.73
120,Q92830,KAT2A_HUMAN,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (hGCN5) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A) (STAF97),0.71
121,Q8IZ69,TRM2A_HUMAN,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.-) (HpaII tiny fragments locus 9c protein),0.71
122,Q86U44,MTA70_HUMAN,N6-adenosine-methyltransferase catalytic subunit (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N6-adenosine-methyltransferase 70 kDa subunit) (MT-A70),0.7
123,Q9UJA5,TRM6_HUMAN,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6),0.7
124,Q86X55,CARM1_HUMAN,Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4),0.7
125,Q9UJJ9,GNPTG_HUMAN,N-acetylglucosamine-1-phosphotransferase subunit gamma (GlcNAc-1-phosphotransferase subunit gamma) (UDP-N-acetylglucosamine-1-phosphotransferase subunit gamma),0.69
126,Q9BYN0,SRXN1_HUMAN,Sulfiredoxin-1 (EC 1.8.98.2),0.67
127,Q15465,SHH_HUMAN,Sonic hedgehog protein (SHH) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)],0.67
128,Q5VTD9,GFI1B_HUMAN,Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML),0.67
129,Q92800,EZH1_HUMAN,Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (ENX-2) (Enhancer of zeste homolog 1),0.67
