Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
14,Q9Y3Q4,HCN4_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,1.0
15,Q96MG2,JSPR1_HUMAN,Junctional sarcoplasmic reticulum protein 1 (Junctional-face membrane protein of 45 kDa homolog) (JP-45),1.0
16,Q9BR39,JPH2_HUMAN,Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)],1.0
17,Q96NY7,CLIC6_HUMAN,Chloride intracellular channel protein 6 (Parchorin),1.0
18,Q08289,CACB2_HUMAN,Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB),0.99
19,Q8HWS3,RFX6_HUMAN,DNA-binding protein RFX6 (Regulatory factor X 6) (Regulatory factor X domain-containing protein 1),0.99
20,Q5T442,CXG2_HUMAN,Gap junction gamma-2 protein (Connexin-46.6) (Cx46.6) (Connexin-47) (Cx47) (Gap junction alpha-12 protein),0.99
21,O15399,NMDE4_HUMAN,"Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)",0.99
22,Q9P1A6,DLGP2_HUMAN,Disks large-associated protein 2 (DAP-2) (PSD-95/SAP90-binding protein 2) (SAP90/PSD-95-associated protein 2) (SAPAP2),0.99
23,Q9Y6H8,CXA3_HUMAN,Gap junction alpha-3 protein (Connexin-46) (Cx46),0.99
24,O43525,KCNQ3_HUMAN,Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3),0.99
25,Q8NEC5,CTSR1_HUMAN,Cation channel sperm-associated protein 1 (CatSper1) (hCatSper),0.99
26,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",0.99
27,O14523,C2C2L_HUMAN,Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (C2CD2-like) (Transmembrane protein 24),0.99
28,O00305,CACB4_HUMAN,Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4),0.98
29,Q96FT7,ASIC4_HUMAN,"Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)",0.98
30,Q02641,CACB1_HUMAN,Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1),0.98
31,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),0.98
32,Q9ULD8,KCNH3_HUMAN,Potassium voltage-gated channel subfamily H member 3 (Brain-specific eag-like channel 1) (BEC1) (Ether-a-go-go-like potassium channel 2) (ELK channel 2) (ELK2) (Voltage-gated potassium channel subunit Kv12.2),0.98
33,O00555,CAC1A_HUMAN,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",0.98
34,P98161,PKD1_HUMAN,Polycystin-1 (PC1) (Autosomal dominant polycystic kidney disease 1 protein),0.98
35,Q6ZMT1,STAC2_HUMAN,SH3 and cysteine-rich domain-containing protein 2 (24b2/STAC2) (Src homology 3 and cysteine-rich domain-containing protein 2),0.98
36,Q15878,CAC1E_HUMAN,"Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)",0.97
37,Q86VP3,PACS2_HUMAN,Phosphofurin acidic cluster sorting protein 2 (PACS-2) (PACS1-like protein),0.97
38,Q6ZMI3,GLDN_HUMAN,Gliomedin [Cleaved into: Gliomedin shedded ectodomain],0.97
39,Q14721,KCNB1_HUMAN,Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1),0.96
40,Q12809,KCNH2_HUMAN,Potassium voltage-gated channel subfamily H member 2 (Eag homolog) (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (H-ERG) (hERG-1) (hERG1) (Voltage-gated potassium channel subunit Kv11.1),0.96
41,Q03721,KCNC4_HUMAN,Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4),0.96
42,Q9BWG6,SCNM1_HUMAN,Sodium channel modifier 1,0.96
43,Q92953,KCNB2_HUMAN,Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2),0.96
44,Q8TDX9,PK1L1_HUMAN,Polycystic kidney disease protein 1-like 1 (PC1-like 1 protein) (Polycystin-1L1),0.95
45,Q9P2D8,UNC79_HUMAN,Protein unc-79 homolog,0.95
46,Q9UQ05,KCNH4_HUMAN,Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (ELK1) (Voltage-gated potassium channel subunit Kv12.3),0.95
47,Q00975,CAC1B_HUMAN,"Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",0.94
48,Q9NV92,NFIP2_HUMAN,NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413),0.94
49,O60840,CAC1F_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4),0.94
50,P22460,KCNA5_HUMAN,Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5),0.94
51,P17658,KCNA6_HUMAN,Potassium voltage-gated channel subfamily A member 6 (Voltage-gated potassium channel HBK2) (Voltage-gated potassium channel subunit Kv1.6),0.93
52,Q01668,CAC1D_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)",0.92
53,Q8WWG9,KCNE4_HUMAN,Potassium voltage-gated channel subfamily E member 4 (MinK-related peptide 3) (Minimum potassium ion channel-related peptide 3) (Potassium channel subunit beta MiRP3),0.92
54,Q9NTU4,CTSRZ_HUMAN,Cation channel sperm-associated protein subunit zeta (CatSper-zeta) (CatSperzeta) (Testis-expressed protein 40),0.92
55,Q96MF2,STAC3_HUMAN,SH3 and cysteine-rich domain-containing protein 3,0.92
56,Q9H5I5,PIEZ2_HUMAN,Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B),0.92
57,Q9NR82,KCNQ5_HUMAN,Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5),0.91
58,O43687,AKA7A_HUMAN,A-kinase anchor protein 7 isoforms alpha and beta (AKAP-7 isoforms alpha and beta) (A-kinase anchor protein 18 kDa) (AKAP 18) (Protein kinase A-anchoring protein 7 isoforms alpha/beta) (PRKA7 isoforms alpha/beta),0.9
59,P22459,KCNA4_HUMAN,Potassium voltage-gated channel subfamily A member 4 (HPCN2) (Voltage-gated K(+) channel HuKII) (Voltage-gated potassium channel HBK4) (Voltage-gated potassium channel HK1) (Voltage-gated potassium channel subunit Kv1.4),0.9
60,Q9UGI6,KCNN3_HUMAN,Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3),0.89
61,Q96KN9,CXD4_HUMAN,Gap junction delta-4 protein (Connexin-40.1) (Cx40.1),0.89
62,Q9NYG8,KCNK4_HUMAN,Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK) (Two pore potassium channel KT4.1) (Two pore K(+) channel KT4.1),0.89
63,P54284,CACB3_HUMAN,Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3),0.88
64,Q6P9H4,CNKR3_HUMAN,Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein),0.88
65,Q9NSA2,KCND1_HUMAN,Potassium voltage-gated channel subfamily D member 1 (Voltage-gated potassium channel subunit Kv4.1),0.88
66,P56696,KCNQ4_HUMAN,Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4),0.87
67,Q13224,NMDE2_HUMAN,"Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3)",0.87
68,Q9Y5Y9,SCNAA_HUMAN,Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8),0.86
69,Q92736,RYR2_HUMAN,Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor),0.86
70,Q7Z5M5,TMC3_HUMAN,Transmembrane channel-like protein 3,0.85
71,Q5T686,AVPI1_HUMAN,Arginine vasopressin-induced protein 1 (AVP-induced protein 1),0.85
72,Q9UKS6,PACN3_HUMAN,Protein kinase C and casein kinase substrate in neurons protein 3 (SH3 domain-containing protein 6511),0.85
73,Q9NY46,SCN3A_HUMAN,Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3),0.85
74,Q99469,STAC_HUMAN,SH3 and cysteine-rich domain-containing protein (Src homology 3 and cysteine-rich domain-containing protein),0.84
75,P48169,GBRA4_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4),0.84
76,O60741,HCN1_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1),0.83
77,Q06787,FMR1_HUMAN,Synaptic functional regulator FMR1 (Fragile X mental retardation protein 1) (FMRP) (Protein FMR-1),0.83
78,Q14957,NMDE3_HUMAN,"Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)",0.82
79,Q969M2,CXA10_HUMAN,Gap junction alpha-10 protein (Connexin-62) (Cx62),0.82
80,Q13563,PKD2_HUMAN,Polycystin-2 (PC2) (Autosomal dominant polycystic kidney disease type II protein) (Polycystic kidney disease 2 protein) (Polycystwin) (R48321) (Transient receptor potential cation channel subfamily P member 2),0.82
81,P08172,ACM2_HUMAN,Muscarinic acetylcholine receptor M2,0.82
82,Q96D31,CRCM1_HUMAN,Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A),0.82
83,Q9NS40,KCNH7_HUMAN,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3),0.82
84,Q15413,RYR3_HUMAN,Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor),0.82
85,Q7Z4N2,TRPM1_HUMAN,Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1),0.81
86,Q96L42,KCNH8_HUMAN,Potassium voltage-gated channel subfamily H member 8 (ELK1) (hElk1) (Ether-a-go-go-like potassium channel 3) (ELK channel 3) (ELK3) (Voltage-gated potassium channel subunit Kv12.1),0.8
87,P55042,RAD_HUMAN,GTP-binding protein RAD (RAD1) (Ras associated with diabetes),0.8
88,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (HH1) (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5),0.8
89,Q99250,SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),0.78
90,Q15858,SCN9A_HUMAN,Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7),0.77
91,P22001,KCNA3_HUMAN,Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3),0.77
92,P61328,FGF12_HUMAN,Fibroblast growth factor 12 (FGF-12) (Fibroblast growth factor homologous factor 1) (FHF-1) (Myocyte-activating factor),0.76
93,P35523,CLCN1_HUMAN,"Chloride channel protein 1 (ClC-1) (Chloride channel protein, skeletal muscle)",0.76
94,P78563,RED1_HUMAN,Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase),0.76
95,Q9NZV8,KCND2_HUMAN,Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2),0.76
96,Q96PR1,KCNC2_HUMAN,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),0.75
97,Q9UBN1,CCG4_HUMAN,Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4),0.75
98,P51172,SCNND_HUMAN,Amiloride-sensitive sodium channel subunit delta (Delta-NaCH) (Epithelial Na(+) channel subunit delta) (Delta-ENaC) (ENaCD) (Nonvoltage-gated sodium channel 1 subunit delta) (SCNED),0.75
99,Q9UJ90,KCNE5_HUMAN,Potassium voltage-gated channel subfamily E regulatory beta subunit 5 (AMME syndrome candidate gene 2 protein) (Potassium channel subunit beta MiRP4) (Potassium voltage-gated channel subfamily E member 1-like protein),0.75
100,O95279,KCNK5_HUMAN,Potassium channel subfamily K member 5 (Acid-sensitive potassium channel protein TASK-2) (TWIK-related acid-sensitive K(+) channel 2),0.73
101,Q5JUK3,KCNT1_HUMAN,Potassium channel subfamily T member 1 (KCa4.1),0.72
102,Q96RD6,PANX2_HUMAN,Pannexin-2,0.71
103,Q86YL7,PDPN_HUMAN,Podoplanin (Aggrus) (Glycoprotein 36) (Gp36) (PA2.26 antigen) (T1-alpha) (T1A) [Cleaved into: 29kDa cytosolic podoplanin intracellular domain (PICD)],0.71
104,Q9UQD0,SCN8A_HUMAN,Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6),0.71
105,P57773,CXA9_HUMAN,Gap junction alpha-9 protein (Connexin-58) (Cx58) (Connexin-59) (Cx59) (Gap junction alpha-10 protein),0.7
106,P37088,SCNNA_HUMAN,Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),0.69
107,O14649,KCNK3_HUMAN,Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1),0.69
108,Q9NQ90,ANO2_HUMAN,Anoctamin-2 (Transmembrane protein 16B),0.69
109,P51787,KCNQ1_HUMAN,Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1),0.68
110,Q8TD43,TRPM4_HUMAN,Transient receptor potential cation channel subfamily M member 4 (hTRPM4) (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (Melastatin-4),0.68
111,P36383,CXG1_HUMAN,Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein),0.67
112,Q9Y6M7,S4A7_HUMAN,Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7),0.67
113,P48165,CXA8_HUMAN,Gap junction alpha-8 protein (Connexin-50) (Cx50) (Lens fiber protein MP70),0.66
114,Q9ULB1,NRX1A_HUMAN,Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha),0.66
115,Q2M3C6,TM266_HUMAN,Transmembrane protein 266 (hTMEM266) (HV1-related protein 1) (HsHVRP1),0.66
116,Q92508,PIEZ1_HUMAN,Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A),0.66
117,Q9UK17,KCND3_HUMAN,Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3),0.65
118,P42261,GRIA1_HUMAN,"Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)",0.65
119,O60359,CCG3_HUMAN,Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3) (TARP gamma-3),0.64
120,Q6IWH7,ANO7_HUMAN,Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G),0.63
121,Q9HCF6,TRPM3_HUMAN,Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2),0.62
122,Q9Y698,CCG2_HUMAN,Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2),0.62
123,Q9BX84,TRPM6_HUMAN,Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6),0.62
124,P16389,KCNA2_HUMAN,Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2),0.61
125,Q92913,FGF13_HUMAN,Fibroblast growth factor 13 (FGF-13) (Fibroblast growth factor homologous factor 2) (FHF-2),0.6
126,O60826,CCD22_HUMAN,Coiled-coil domain-containing protein 22,0.6
127,P57789,KCNKA_HUMAN,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),0.59
128,Q9H252,KCNH6_HUMAN,Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel 2) (ERG-2) (Eag-related protein 2) (Ether-a-go-go-related protein 2) (hERG-2) (hERG2) (Voltage-gated potassium channel subunit Kv11.2),0.57
129,P51788,CLCN2_HUMAN,Chloride channel protein 2 (ClC-2),0.57
130,Q96S66,CLCC1_HUMAN,Chloride channel CLIC-like protein 1 (Mid-1-related chloride channel protein 1),0.56
131,P42263,GRIA3_HUMAN,"Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)",0.56
132,Q9Y2W7,CSEN_HUMAN,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),0.54
133,Q8TDI7,TMC2_HUMAN,Transmembrane channel-like protein 2 (Transmembrane cochlear-expressed protein 2),0.54
134,Q96QT4,TRPM7_HUMAN,Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7),0.53
135,Q9UJ96,KCNG2_HUMAN,Potassium voltage-gated channel subfamily G member 2 (Cardiac potassium channel subunit) (Voltage-gated potassium channel subunit Kv6.2),0.53
136,Q9H2S1,KCNN2_HUMAN,Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2),0.52
137,Q9NZQ8,TRPM5_HUMAN,Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein),0.52
138,Q13698,CAC1S_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)",0.52
139,Q12879,NMDE1_HUMAN,"Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)",0.5
140,Q9UBN4,TRPC4_HUMAN,Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4),0.5
141,Q9UIX4,KCNG1_HUMAN,Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2),0.5
142,Q8NCM2,KCNH5_HUMAN,Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2),0.49
143,Q9NZA1,CLIC5_HUMAN,Chloride intracellular channel protein 5,0.49
144,Q9C0H2,TTYH3_HUMAN,Protein tweety homolog 3 (hTTY3),0.48
145,P35499,SCN4A_HUMAN,Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4),0.48
146,Q9NQW8,CNGB3_HUMAN,Cyclic nucleotide-gated cation channel beta-3 (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-3) (CNG channel beta-3),0.48
147,Q6UXY8,TMC5_HUMAN,Transmembrane channel-like protein 5,0.48
148,Q9P0L9,PK2L1_HUMAN,Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1),0.48
149,Q12791,KCMA1_HUMAN,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)",0.47
150,Q3SXY7,LRIT3_HUMAN,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",0.46
151,Q7Z404,TMC4_HUMAN,Transmembrane channel-like protein 4,0.46
152,Q9P1Z3,HCN3_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,0.46
153,Q8TDN1,KCNG4_HUMAN,Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4),0.46
154,Q14722,KCAB1_HUMAN,Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1),0.46
155,Q9UL51,HCN2_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2),0.45
156,P48050,KCNJ4_HUMAN,"Inward rectifier potassium channel 4 (HIRK2) (HRK1) (Hippocampal inward rectifier) (HIR) (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)",0.45
157,Q2I0M4,LRC26_HUMAN,Leucine-rich repeat-containing protein 26 (BK channel auxiliary gamma subunit LRRC26) (Cytokeratin-associated protein in cancer),0.44
158,Q02246,CNTN2_HUMAN,Contactin-2 (Axonal glycoprotein TAG-1) (Axonin-1) (Transient axonal glycoprotein 1) (TAX-1),0.44
159,Q9UKL4,CXD2_HUMAN,Gap junction delta-2 protein (Connexin-36) (Cx36) (Gap junction alpha-9 protein),0.43
160,Q96RP8,KCNA7_HUMAN,Potassium voltage-gated channel subfamily A member 7 (Voltage-gated potassium channel subunit Kv1.7),0.43
