uniprot_id,gene_name,pllps_score,degree,functional_group
Q3MJ13,Q3MJ13,0.35,0,Transporter
Q14728,Q14728,0.35,0,Transporter
Q9BZD2,Q9BZD2,0.34,0,Transporter
P35670,P35670,0.34,0,Transporter
Q9NYZ2,Q9NYZ2,0.33,0,Transporter
Q9UKG4,Q9UKG4,0.33,0,Transporter
O00182,O00182,0.32,0,Transporter
Q5T3U5,Q5T3U5,0.32,0,Transporter
Q9UHI7,Q9UHI7,0.32,0,Transporter
Q6GTS8,Q6GTS8,0.32,0,Transporter
Q86YS7,Q86YS7,0.31,0,Transporter
P48664,P48664,0.31,0,Transporter
Q8NBS3,Q8NBS3,0.3,0,Transporter
P0CK96,P0CK96,0.3,0,Transporter
Q13621,Q13621,0.29,0,Transporter
A6NKX4,A6NKX4,0.29,0,Transporter
P41440,P41440,0.28,0,Transporter
Q8N1S5,Q8N1S5,0.28,0,Transporter
Q86VL8,Q86VL8,0.28,0,Transporter
Q8N357,Q8N357,0.28,0,Transporter
Q96A46,Q96A46,0.28,0,Transporter
Q8IY34,Q8IY34,0.28,0,Transporter
Q8WWT9,Q8WWT9,0.28,0,Transporter
Q6P4Q7,Q6P4Q7,0.28,0,Transporter
P43007,P43007,0.27,0,Transporter
Q99808,Q99808,0.27,0,Transporter
Q9BXS9,Q9BXS9,0.27,0,Transporter
Q4U2R8,Q4U2R8,0.27,0,Transporter
Q9UGH3,Q9UGH3,0.27,0,Transporter
Q9HAB3,Q9HAB3,0.27,0,Transporter
O60883,O60883,0.26,0,Transporter
Q15758,Q15758,0.26,0,Transporter
Q8WWI5,Q8WWI5,0.26,0,Transporter
A0AV02,A0AV02,0.26,0,Transporter
Q6J4K2,Q6J4K2,0.26,0,Transporter
Q96H72,Q96H72,0.25,0,Transporter
Q8NA29,Q8NA29,0.25,0,Transporter
Q8WV83,Q8WV83,0.25,0,Transporter
Q9Y345,Q9Y345,0.25,0,Transporter
Q6ZQN7,Q6ZQN7,0.25,0,Transporter
Q96EP9,Q96EP9,0.24,0,Transporter
Q9NY26,Q9NY26,0.24,0,Transporter
P36021,P36021,0.24,0,Transporter
Q9BYF1,Q9BYF1,0.24,0,Transporter
P61026,P61026,0.24,0,Transporter
Q86VI4,Q86VI4,0.24,0,Transporter
O43520,O43520,0.23,0,Transporter
Q8NBI5,Q8NBI5,0.23,0,Transporter
Q9UHI5,Q9UHI5,0.23,0,Transporter
Q2M3G0,Q2M3G0,0.22,0,Transporter
Q8WWZ4,Q8WWZ4,0.22,0,Transporter
Q9UGQ3,Q9UGQ3,0.22,0,Transporter
Q9BSK2,Q9BSK2,0.22,0,Transporter
O00476,O00476,0.22,0,Transporter
P51798,P51798,0.22,0,Transporter
Q96BI1,Q96BI1,0.22,0,Transporter
P50443,P50443,0.22,0,Transporter
Q9HC07,Q9HC07,0.22,0,Transporter
Q8TDB8,Q8TDB8,0.22,0,Transporter
Q7RTX9,Q7RTX9,0.22,0,Transporter
Q9UPI3,Q9UPI3,0.22,0,Transporter
Q15035,Q15035,0.21,0,Transporter
Q9NVG8,Q9NVG8,0.21,0,Transporter
Q9NUN5,Q9NUN5,0.21,0,Transporter
Q7RTY0,Q7RTY0,0.21,0,Transporter
O15427,O15427,0.21,0,Transporter
O76082,O76082,0.21,0,Transporter
Q8TD22,Q8TD22,0.21,0,Transporter
Q92887,Q92887,0.21,0,Transporter
Q7LBE3,Q7LBE3,0.21,0,Transporter
Q9NSD5,Q9NSD5,0.21,0,Transporter
Q96QD8,Q96QD8,0.21,0,Transporter
Q9H1V8,Q9H1V8,0.21,0,Transporter
P55017,P55017,0.21,0,Transporter
Q13423,Q13423,0.2,0,Transporter
P51793,P51793,0.2,0,Transporter
O43868,O43868,0.2,0,Transporter
Q6YBV0,Q6YBV0,0.2,0,Transporter
P08183,P08183,0.2,0,Transporter
Q6P4A7,Q6P4A7,0.2,0,Transporter
A8MTJ3,A8MTJ3,0.2,0,Transporter
Q9H310,Q9H310,0.2,0,Transporter
A4IF30,A4IF30,0.2,0,Transporter
Q76EJ3,Q76EJ3,0.2,0,Transporter
Q9NP78,Q9NP78,0.2,0,Transporter
Q8NG04,Q8NG04,0.2,0,Transporter
Q8N697,Q8N697,0.19,0,Transporter
P31639,P31639,0.19,0,Transporter
Q6UWJ1,Q6UWJ1,0.19,0,Transporter
O15374,O15374,0.19,0,Transporter
Q8N4F4,Q8N4F4,0.19,0,Transporter
Q15849,Q15849,0.19,0,Transporter
Q8IVJ1,Q8IVJ1,0.19,0,Transporter
A6NK97,A6NK97,0.19,0,Transporter
Q15436,Q15436,0.19,0,Transporter
O00159,O00159,0.19,0,Transporter
P28288,P28288,0.19,0,Transporter
P58743,P58743,0.19,0,Transporter
Q8IY50,Q8IY50,0.18,0,Transporter
Q9BV35,Q9BV35,0.18,0,Transporter
O94911,O94911,0.18,0,Transporter
P25874,P25874,0.18,0,Transporter
Q96FL8,Q96FL8,0.18,0,Transporter
Q86WA9,Q86WA9,0.18,0,Transporter
Q7RTP0,Q7RTP0,0.18,0,Transporter
Q9H2V7,Q9H2V7,0.18,0,Transporter
P11168,P11168,0.18,0,Transporter
Q9BZW2,Q9BZW2,0.18,0,Transporter
A2RUS2,A2RUS2,0.18,0,Transporter
Q9NRA2,Q9NRA2,0.18,0,Transporter
P49789,P49789,0.18,0,Transporter
Q8N8R3,Q8N8R3,0.17,0,Transporter
O00400,O00400,0.17,0,Transporter
Q8IZM9,Q8IZM9,0.17,0,Transporter
Q96QE2,Q96QE2,0.17,0,Transporter
Q9HC21,Q9HC21,0.17,0,Transporter
P11169,P11169,0.17,0,Transporter
Q96N87,Q96N87,0.17,0,Transporter
P78383,P78383,0.17,0,Transporter
Q8N139,Q8N139,0.17,0,Transporter
O15439,O15439,0.16,0,Transporter
Q6ZP29,Q6ZP29,0.16,0,Transporter
Q8IZD6,Q8IZD6,0.16,0,Transporter
O75787,O75787,0.16,0,Transporter
Q5T1Q4,Q5T1Q4,0.16,0,Transporter
Q6PML9,Q6PML9,0.16,0,Transporter
Q9H9B4,Q9H9B4,0.16,0,Transporter
A0PJK1,A0PJK1,0.16,0,Transporter
Q96SL1,Q96SL1,0.16,0,Transporter
Q8TD20,Q8TD20,0.16,0,Transporter
Q9Y2C5,Q9Y2C5,0.16,0,Transporter
Q9NRM0,Q9NRM0,0.16,0,Transporter
Q6NXT4,Q6NXT4,0.16,0,Transporter
Q9NQ40,Q9NQ40,0.16,0,Transporter
P31645,P31645,0.15,0,Transporter
Q92536,Q92536,0.15,0,Transporter
P31641,P31641,0.15,0,Transporter
Q9BRY0,Q9BRY0,0.15,0,Transporter
Q0D2K0,Q0D2K0,0.15,0,Transporter
Q01650,Q01650,0.15,0,Transporter
P43005,P43005,0.15,0,Transporter
Q99805,Q99805,0.15,0,Transporter
P51797,P51797,0.15,0,Transporter
Q71RS6,Q71RS6,0.15,0,Transporter
Q6PXP3,Q6PXP3,0.15,0,Transporter
Q9Y255,Q9Y255,0.15,0,Transporter
Q9H2H9,Q9H2H9,0.15,0,Transporter
Q7Z2H8,Q7Z2H8,0.15,0,Transporter
Q86UW1,Q86UW1,0.15,0,Transporter
P23975,P23975,0.14,0,Transporter
Q4ZJI4,Q4ZJI4,0.14,0,Transporter
Q86VW1,Q86VW1,0.14,0,Transporter
Q9HCJ1,Q9HCJ1,0.14,0,Transporter
Q9HD23,Q9HD23,0.14,0,Transporter
Q8N8Q9,Q8N8Q9,0.14,0,Transporter
Q05940,Q05940,0.14,0,Transporter
P02768,P02768,0.14,0,Transporter
O15382,O15382,0.14,0,Transporter
Q8IWU4,Q8IWU4,0.14,0,Transporter
P41222,P41222,0.14,0,Transporter
Q96NT5,Q96NT5,0.14,0,Transporter
A6NNN8,A6NNN8,0.14,0,Transporter
Q96NB2,Q96NB2,0.14,0,Transporter
O95847,O95847,0.14,0,Transporter
Q1EHB4,Q1EHB4,0.14,0,Transporter
Q6NVV3,Q6NVV3,0.14,0,Transporter
Q53GD3,Q53GD3,0.14,0,Transporter
Q9UBJ2,Q9UBJ2,0.14,0,Transporter
Q9H2J7,Q9H2J7,0.14,0,Transporter
Q9NY64,Q9NY64,0.14,0,Transporter
Q8TE54,Q8TE54,0.13,0,Transporter
Q6ZSM3,Q6ZSM3,0.13,0,Transporter
Q96N28,Q96N28,0.13,0,Transporter
Q9UNQ0,Q9UNQ0,0.13,0,Transporter
Q7RTY1,Q7RTY1,0.13,0,Transporter
Q9HBJ8,Q9HBJ8,0.13,0,Transporter
Q92482,Q92482,0.13,0,Transporter
Q8IVM8,Q8IVM8,0.13,0,Transporter
P13569,P13569,0.13,0,Transporter
O60931,O60931,0.13,0,Transporter
Q86UD5,Q86UD5,0.13,0,Transporter
P13866,P13866,0.13,0,Transporter
O15375,O15375,0.13,0,Transporter
P55851,P55851,0.13,0,Transporter
Q9BUM1,Q9BUM1,0.13,0,Transporter
Q96CQ1,Q96CQ1,0.12,0,Transporter
Q6KCM7,Q6KCM7,0.12,0,Transporter
P55916,P55916,0.12,0,Transporter
P40879,P40879,0.12,0,Transporter
O00337,O00337,0.12,0,Transporter
Q969S0,Q969S0,0.12,0,Transporter
O14678,O14678,0.12,0,Transporter
Q9BWM7,Q9BWM7,0.12,0,Transporter
O43511,O43511,0.12,0,Transporter
Q8N695,Q8N695,0.12,0,Transporter
Q8IWA5,Q8IWA5,0.12,0,Transporter
P51795,P51795,0.12,0,Transporter
Q9H015,Q9H015,0.12,0,Transporter
Q9GZV3,Q9GZV3,0.12,0,Transporter
Q96DW6,Q96DW6,0.12,0,Transporter
O15403,O15403,0.12,0,Transporter
Q9Y2P4,Q9Y2P4,0.12,0,Transporter
Q4G0N8,Q4G0N8,0.12,0,Transporter
Q9BYW1,Q9BYW1,0.12,0,Transporter
P22732,P22732,0.12,0,Transporter
O60779,O60779,0.12,0,Transporter
Q9NQQ7,Q9NQQ7,0.11,0,Transporter
Q9Y619,Q9Y619,0.11,0,Transporter
Q695T7,Q695T7,0.11,0,Transporter
O15244,O15244,0.11,0,Transporter
Q8IXU6,Q8IXU6,0.11,0,Transporter
O14656,O14656,0.11,0,Transporter
A6NIM6,A6NIM6,0.11,0,Transporter
Q08AI6,Q08AI6,0.11,0,Transporter
Q5SVS4,Q5SVS4,0.11,0,Transporter
Q9UBD6,Q9UBD6,0.11,0,Transporter
Q7Z769,Q7Z769,0.1,0,Transporter
Q96H78,Q96H78,0.1,0,Transporter
Q15286,Q15286,0.1,0,Transporter
Q6P1K1,Q6P1K1,0.1,0,Transporter
P0DN84,P0DN84,0.06,0,Transporter
