UniProt_ID,tool,approach,region,seg_idx,score
Q07065,PLAAC,segment,Transmembrane,0,0.0003
Q07065,PScore,segment,Transmembrane,0,-0.0986
Q07065,ESpritz,segment,Transmembrane,0,0.3483
Q07065,SEG,segment,Transmembrane,0,0.7619
Q07065,catGRANULE,segment,Extracellular/Lumenal,0,-4.487
Q07065,PLAAC,segment,Extracellular/Lumenal,0,0.0003
Q07065,PScore,segment,Extracellular/Lumenal,0,-0.8063
Q07065,ESpritz,segment,Extracellular/Lumenal,0,0.3983
Q07065,SEG,segment,Extracellular/Lumenal,0,0.0947
P08172,catGRANULE,segment,Cytoplasmic,0,-8.9439
P08172,catGRANULE,segment,Cytoplasmic,1,-11.1406
P08172,catGRANULE,segment,Cytoplasmic,2,-2.6259
P08172,catGRANULE,segment,Cytoplasmic,3,
P08172,PLAAC,segment,Cytoplasmic,0,0.0024
P08172,PLAAC,segment,Cytoplasmic,1,0.0001
P08172,PLAAC,segment,Cytoplasmic,2,0.0078
P08172,PLAAC,segment,Cytoplasmic,3,0.0007
P08172,PScore,segment,Cytoplasmic,0,-1.5062
P08172,PScore,segment,Cytoplasmic,1,-1.2322
P08172,PScore,segment,Cytoplasmic,2,0.123
P08172,PScore,segment,Cytoplasmic,3,0.909
P08172,ESpritz,segment,Cytoplasmic,0,0.0854
P08172,ESpritz,segment,Cytoplasmic,1,0.0433
P08172,ESpritz,segment,Cytoplasmic,2,0.3108
P08172,ESpritz,segment,Cytoplasmic,3,0.1639
P08172,SEG,segment,Cytoplasmic,0,0.0
P08172,SEG,segment,Cytoplasmic,1,0.0
P08172,SEG,segment,Cytoplasmic,2,0.0111
P08172,SEG,segment,Cytoplasmic,3,0.0
P08172,catGRANULE,segment,Transmembrane,0,-7.7006
P08172,catGRANULE,segment,Transmembrane,1,-10.1298
P08172,catGRANULE,segment,Transmembrane,2,-12.6618
P08172,catGRANULE,segment,Transmembrane,3,-10.1086
P08172,catGRANULE,segment,Transmembrane,4,-5.0784
P08172,catGRANULE,segment,Transmembrane,5,-13.6901
P08172,catGRANULE,segment,Transmembrane,6,
P08172,PLAAC,segment,Transmembrane,0,0.0002
P08172,PLAAC,segment,Transmembrane,1,0.0005
P08172,PLAAC,segment,Transmembrane,2,0.0004
P08172,PLAAC,segment,Transmembrane,3,0.0001
P08172,PLAAC,segment,Transmembrane,4,0.0003
P08172,PLAAC,segment,Transmembrane,5,0.0003
P08172,PLAAC,segment,Transmembrane,6,0.0004
P08172,PScore,segment,Transmembrane,0,-1.7077
P08172,PScore,segment,Transmembrane,1,-0.2216
P08172,PScore,segment,Transmembrane,2,-0.3161
P08172,PScore,segment,Transmembrane,3,-1.1108
P08172,PScore,segment,Transmembrane,4,-0.554
P08172,PScore,segment,Transmembrane,5,0.1721
P08172,PScore,segment,Transmembrane,6,0.8159
P08172,ESpritz,segment,Transmembrane,0,0.1185
P08172,ESpritz,segment,Transmembrane,1,0.0712
P08172,ESpritz,segment,Transmembrane,2,0.0468
P08172,ESpritz,segment,Transmembrane,3,0.0488
P08172,ESpritz,segment,Transmembrane,4,0.0972
P08172,ESpritz,segment,Transmembrane,5,0.1879
P08172,ESpritz,segment,Transmembrane,6,0.1102
P08172,SEG,segment,Transmembrane,0,0.0
P08172,SEG,segment,Transmembrane,1,0.0
P08172,SEG,segment,Transmembrane,2,0.0
P08172,SEG,segment,Transmembrane,3,0.0
P08172,SEG,segment,Transmembrane,4,0.0
P08172,SEG,segment,Transmembrane,5,0.56
P08172,SEG,segment,Transmembrane,6,0.0
P08172,catGRANULE,segment,Extracellular/Lumenal,0,-7.3812
P08172,catGRANULE,segment,Extracellular/Lumenal,1,-10.7466
P08172,catGRANULE,segment,Extracellular/Lumenal,2,-8.2815
P08172,catGRANULE,segment,Extracellular/Lumenal,3,-10.8419
P08172,PLAAC,segment,Extracellular/Lumenal,0,0.4907
P08172,PLAAC,segment,Extracellular/Lumenal,1,0.0001
P08172,PLAAC,segment,Extracellular/Lumenal,2,0.0004
P08172,PLAAC,segment,Extracellular/Lumenal,3,0.0002
P08172,PScore,segment,Extracellular/Lumenal,0,-1.437
P08172,PScore,segment,Extracellular/Lumenal,1,-0.9311
P08172,PScore,segment,Extracellular/Lumenal,2,0.8805
P08172,PScore,segment,Extracellular/Lumenal,3,1.1796
P08172,ESpritz,segment,Extracellular/Lumenal,0,0.2397
P08172,ESpritz,segment,Extracellular/Lumenal,1,0.0588
P08172,ESpritz,segment,Extracellular/Lumenal,2,0.06
P08172,ESpritz,segment,Extracellular/Lumenal,3,0.1244
P08172,SEG,segment,Extracellular/Lumenal,0,0.75
P08172,SEG,segment,Extracellular/Lumenal,1,0.0
P08172,SEG,segment,Extracellular/Lumenal,2,0.0
P08172,SEG,segment,Extracellular/Lumenal,3,0.0
Q08345,catGRANULE,segment,Cytoplasmic,0,-4.3178
Q08345,PLAAC,segment,Cytoplasmic,0,0.0015
Q08345,PScore,segment,Cytoplasmic,0,0.3405
Q08345,ESpritz,segment,Cytoplasmic,0,0.1369
Q08345,SEG,segment,Cytoplasmic,0,0.1558
Q08345,catGRANULE,segment,Transmembrane,0,-10.4979
Q08345,PLAAC,segment,Transmembrane,0,0.0
Q08345,PScore,segment,Transmembrane,0,-2.5029
Q08345,ESpritz,segment,Transmembrane,0,0.0871
Q08345,SEG,segment,Transmembrane,0,1.0
Q08345,catGRANULE,segment,Extracellular/Lumenal,0,-1.7916
Q08345,PLAAC,segment,Extracellular/Lumenal,0,0.0009
Q08345,PScore,segment,Extracellular/Lumenal,0,1.075
Q08345,ESpritz,segment,Extracellular/Lumenal,0,0.0943
Q08345,SEG,segment,Extracellular/Lumenal,0,0.1083
O60500,catGRANULE,segment,Cytoplasmic,0,-3.3209
O60500,PLAAC,segment,Cytoplasmic,0,0.0003
O60500,PScore,segment,Cytoplasmic,0,0.7497
O60500,ESpritz,segment,Cytoplasmic,0,0.3807
O60500,SEG,segment,Cytoplasmic,0,0.0
O60500,catGRANULE,segment,Transmembrane,0,-0.9532
O60500,PLAAC,segment,Transmembrane,0,0.0004
O60500,PScore,segment,Transmembrane,0,-0.0141
O60500,ESpritz,segment,Transmembrane,0,0.2269
O60500,SEG,segment,Transmembrane,0,1.0
O60500,catGRANULE,segment,Extracellular/Lumenal,0,-4.6792
O60500,PLAAC,segment,Extracellular/Lumenal,0,0.0004
O60500,PScore,segment,Extracellular/Lumenal,0,0.3547
O60500,ESpritz,segment,Extracellular/Lumenal,0,0.0686
O60500,SEG,segment,Extracellular/Lumenal,0,0.062
P05067,PLAAC,segment,Cytoplasmic,0,0.0749
P05067,PScore,segment,Cytoplasmic,0,-0.9555
P05067,ESpritz,segment,Cytoplasmic,0,0.2165
P05067,SEG,segment,Cytoplasmic,0,0.0208
P05067,catGRANULE,segment,Transmembrane,0,-5.6086
P05067,PLAAC,segment,Transmembrane,0,0.0001
P05067,PScore,segment,Transmembrane,0,-0.929
P05067,ESpritz,segment,Transmembrane,0,0.0884
P05067,SEG,segment,Transmembrane,0,0.8095
P05067,catGRANULE,segment,Extracellular/Lumenal,0,-5.5137
P05067,PLAAC,segment,Extracellular/Lumenal,0,0.0008
P05067,PScore,segment,Extracellular/Lumenal,0,-0.0432
P05067,ESpritz,segment,Extracellular/Lumenal,0,0.1562
P05067,SEG,segment,Extracellular/Lumenal,0,0.1301
Q8WXG9,catGRANULE,segment,Cytoplasmic,0,-15.2399
Q8WXG9,catGRANULE,segment,Cytoplasmic,1,-7.099
Q8WXG9,catGRANULE,segment,Cytoplasmic,2,-8.9344
Q8WXG9,catGRANULE,segment,Cytoplasmic,3,1.518
Q8WXG9,PLAAC,segment,Cytoplasmic,0,0.0003
Q8WXG9,PLAAC,segment,Cytoplasmic,1,0.0001
Q8WXG9,PLAAC,segment,Cytoplasmic,2,0.0003
Q8WXG9,PLAAC,segment,Cytoplasmic,3,0.0583
Q8WXG9,PScore,segment,Cytoplasmic,0,-0.7609
Q8WXG9,PScore,segment,Cytoplasmic,1,-0.3857
Q8WXG9,PScore,segment,Cytoplasmic,2,-0.782
Q8WXG9,PScore,segment,Cytoplasmic,3,1.0219
Q8WXG9,ESpritz,segment,Cytoplasmic,0,0.0388
Q8WXG9,ESpritz,segment,Cytoplasmic,1,0.0387
Q8WXG9,ESpritz,segment,Cytoplasmic,2,0.0425
Q8WXG9,ESpritz,segment,Cytoplasmic,3,0.3303
Q8WXG9,SEG,segment,Cytoplasmic,0,0.0
Q8WXG9,SEG,segment,Cytoplasmic,1,0.0
Q8WXG9,SEG,segment,Cytoplasmic,2,0.0
Q8WXG9,SEG,segment,Cytoplasmic,3,0.0
Q8WXG9,catGRANULE,segment,Transmembrane,0,-14.101
Q8WXG9,catGRANULE,segment,Transmembrane,1,-14.7886
Q8WXG9,catGRANULE,segment,Transmembrane,2,-9.6554
Q8WXG9,catGRANULE,segment,Transmembrane,3,-9.5269
Q8WXG9,catGRANULE,segment,Transmembrane,4,-9.8649
Q8WXG9,catGRANULE,segment,Transmembrane,5,-10.388
Q8WXG9,catGRANULE,segment,Transmembrane,6,-4.569
Q8WXG9,PLAAC,segment,Transmembrane,0,0.0001
Q8WXG9,PLAAC,segment,Transmembrane,1,0.0006
Q8WXG9,PLAAC,segment,Transmembrane,2,0.0003
Q8WXG9,PLAAC,segment,Transmembrane,3,0.0
Q8WXG9,PLAAC,segment,Transmembrane,4,0.0001
Q8WXG9,PLAAC,segment,Transmembrane,5,0.0001
Q8WXG9,PLAAC,segment,Transmembrane,6,0.0005
Q8WXG9,PScore,segment,Transmembrane,0,0.2935
Q8WXG9,PScore,segment,Transmembrane,1,-2.3027
Q8WXG9,PScore,segment,Transmembrane,2,0.3754
Q8WXG9,PScore,segment,Transmembrane,3,-1.4732
Q8WXG9,PScore,segment,Transmembrane,4,-0.0542
Q8WXG9,PScore,segment,Transmembrane,5,-1.3398
Q8WXG9,PScore,segment,Transmembrane,6,-0.0829
Q8WXG9,ESpritz,segment,Transmembrane,0,0.0388
Q8WXG9,ESpritz,segment,Transmembrane,1,0.0389
Q8WXG9,ESpritz,segment,Transmembrane,2,0.0385
Q8WXG9,ESpritz,segment,Transmembrane,3,0.0383
Q8WXG9,ESpritz,segment,Transmembrane,4,0.0392
Q8WXG9,ESpritz,segment,Transmembrane,5,0.0476
Q8WXG9,ESpritz,segment,Transmembrane,6,0.0684
Q8WXG9,SEG,segment,Transmembrane,0,0.0
Q8WXG9,SEG,segment,Transmembrane,1,0.0
Q8WXG9,SEG,segment,Transmembrane,2,0.0
Q8WXG9,SEG,segment,Transmembrane,3,0.381
Q8WXG9,SEG,segment,Transmembrane,4,0.3333
Q8WXG9,SEG,segment,Transmembrane,5,0.0
Q8WXG9,SEG,segment,Transmembrane,6,0.0
Q8WXG9,catGRANULE,segment,Extracellular/Lumenal,0,-3.8835
Q8WXG9,catGRANULE,segment,Extracellular/Lumenal,1,-12.8922
Q8WXG9,catGRANULE,segment,Extracellular/Lumenal,2,-11.0392
Q8WXG9,catGRANULE,segment,Extracellular/Lumenal,3,-9.0129
Q8WXG9,PLAAC,segment,Extracellular/Lumenal,0,0.0006
Q8WXG9,PLAAC,segment,Extracellular/Lumenal,1,0.0005
Q8WXG9,PLAAC,segment,Extracellular/Lumenal,2,0.0031
Q8WXG9,PLAAC,segment,Extracellular/Lumenal,3,0.0003
Q8WXG9,PScore,segment,Extracellular/Lumenal,0,0.1022
Q8WXG9,PScore,segment,Extracellular/Lumenal,1,-0.9604
Q8WXG9,PScore,segment,Extracellular/Lumenal,2,-1.089
Q8WXG9,PScore,segment,Extracellular/Lumenal,3,-0.8844
Q8WXG9,ESpritz,segment,Extracellular/Lumenal,0,0.0443
Q8WXG9,ESpritz,segment,Extracellular/Lumenal,1,0.0393
Q8WXG9,ESpritz,segment,Extracellular/Lumenal,2,0.0384
Q8WXG9,ESpritz,segment,Extracellular/Lumenal,3,0.0537
Q8WXG9,SEG,segment,Extracellular/Lumenal,0,0.018
Q8WXG9,SEG,segment,Extracellular/Lumenal,1,0.0
Q8WXG9,SEG,segment,Extracellular/Lumenal,2,0.0357
Q8WXG9,SEG,segment,Extracellular/Lumenal,3,0.0
P11362,catGRANULE,segment,Cytoplasmic,0,-5.0897
P11362,PLAAC,segment,Cytoplasmic,0,0.0005
P11362,PScore,segment,Cytoplasmic,0,0.0741
P11362,ESpritz,segment,Cytoplasmic,0,0.1282
P11362,SEG,segment,Cytoplasmic,0,0.0353
P11362,catGRANULE,segment,Transmembrane,0,-5.4243
P11362,PLAAC,segment,Transmembrane,0,0.0001
P11362,PScore,segment,Transmembrane,0,-0.4118
P11362,ESpritz,segment,Transmembrane,0,0.0445
P11362,SEG,segment,Transmembrane,0,0.0
P11362,catGRANULE,segment,Extracellular/Lumenal,0,-4.3772
P11362,PLAAC,segment,Extracellular/Lumenal,0,0.0004
P11362,PScore,segment,Extracellular/Lumenal,0,0.4348
P11362,ESpritz,segment,Extracellular/Lumenal,0,0.1656
P11362,SEG,segment,Extracellular/Lumenal,0,0.0761
Q8NC56,catGRANULE,segment,Transmembrane,0,-7.5201
Q8NC56,catGRANULE,segment,Transmembrane,1,-8.7357
Q8NC56,PLAAC,segment,Transmembrane,0,0.0
Q8NC56,PLAAC,segment,Transmembrane,1,0.0
Q8NC56,PScore,segment,Transmembrane,0,-1.2511
Q8NC56,PScore,segment,Transmembrane,1,-1.4552
Q8NC56,ESpritz,segment,Transmembrane,0,0.1569
Q8NC56,ESpritz,segment,Transmembrane,1,0.0505
Q8NC56,SEG,segment,Transmembrane,0,0.8571
Q8NC56,SEG,segment,Transmembrane,1,0.0
P40967,PLAAC,segment,Cytoplasmic,0,0.0045
P40967,PScore,segment,Cytoplasmic,0,1.6145
P40967,ESpritz,segment,Cytoplasmic,0,0.1634
P40967,SEG,segment,Cytoplasmic,0,0.0
P40967,catGRANULE,segment,Transmembrane,0,-11.1157
P40967,PLAAC,segment,Transmembrane,0,0.0001
P40967,PScore,segment,Transmembrane,0,-0.9839
P40967,ESpritz,segment,Transmembrane,0,0.0664
P40967,SEG,segment,Transmembrane,0,0.8571
P40967,catGRANULE,segment,Extracellular/Lumenal,0,-6.7486
P40967,PLAAC,segment,Extracellular/Lumenal,0,0.0005
P40967,PScore,segment,Extracellular/Lumenal,0,0.3145
P40967,ESpritz,segment,Extracellular/Lumenal,0,0.0622
P40967,SEG,segment,Extracellular/Lumenal,0,0.0
P07766,catGRANULE,segment,Cytoplasmic,0,6.7436
P07766,PLAAC,segment,Cytoplasmic,0,0.0059
P07766,PScore,segment,Cytoplasmic,0,0.919
