UniProt_ID,approach,region,seg_idx,score
Q9UJA2,whole,Whole,,0.1874279497604771
P00533,whole,Whole,,0.7245431454596394
P21802,whole,Whole,,0.668081936662227
P08247,whole,Whole,,0.1995608943005355
Q14739,whole,Whole,,0.4798892909996897
P29317,whole,Whole,,0.5450533357161069
P17948,whole,Whole,,0.8148531393913825
P05556,whole,Whole,,0.7334847807455908
P10747,whole,Whole,,0.0819594495180245
Q16635,whole,Whole,,0.2610684027899729
P61073,whole,Whole,,0.1073486746366894
Q15303,whole,Whole,,0.6581179570974862
O00254,whole,Whole,,0.0239364853581858
Q9H3U5,whole,Whole,,0.1011380835253147
Q9Y624,whole,Whole,,0.1905737309718689
P31645,whole,Whole,,0.1671593188885379
P49146,whole,Whole,,0.1282486616646262
P15954,whole,Whole,,0.1996259138918108
P13569,whole,Whole,,0.4333149546915915
Q9BRQ8,whole,Whole,,0.6718848683171814
Q03135,whole,Whole,,0.3682902426289949
Q13021,whole,Whole,,0.1459496314676904
O00254,pdb_region,Cytoplasmic,,0.2574903861471803
O00254,pdb_region,Transmembrane,,0.055593362288932
O00254,pdb_region,Extracellular/Lumenal,,0.1304196438105142
O14763,pdb_region,Cytoplasmic,,0.3907079250677032
O14763,pdb_region,Transmembrane,,0.354422216350199
O14763,pdb_region,Extracellular/Lumenal,,0.1905152642028001
P04626,pdb_region,Cytoplasmic,,0.7808297534712756
P04626,pdb_region,Transmembrane,,0.2202919945159137
P04626,pdb_region,Extracellular/Lumenal,,0.2408741987441448
P08172,pdb_region,Cytoplasmic,,0.7990289876751828
P08172,pdb_region,Transmembrane,,0.069733312532584
P08172,pdb_region,Extracellular/Lumenal,,0.3321794204075432
P31645,pdb_region,Cytoplasmic,,0.5596385497151113
P31645,pdb_region,Transmembrane,,0.0638470455267901
P31645,pdb_region,Extracellular/Lumenal,,0.206507593746429
Q07065,pdb_region,Cytoplasmic,,0.7911327663236672
Q07065,pdb_region,Transmembrane,,0.1545170500716061
Q07065,pdb_region,Extracellular/Lumenal,,0.8455894876018455
Q13021,pdb_region,Transmembrane,,0.11835281905094
Q14739,pdb_region,Cytoplasmic,,0.8735264192229035
Q14739,pdb_region,Transmembrane,,0.0672030243264992
Q8TEM1,pdb_region,Cytoplasmic,,0.4483823316548981
Q8TEM1,pdb_region,Transmembrane,,0.2218145779065797
Q9H3U5,pdb_region,Transmembrane,,0.0358703773696757
P08908,pdb_region,Cytoplasmic,,0.8842731376919765
P08908,pdb_region,Transmembrane,,0.0967834800804101
P08908,pdb_region,Extracellular/Lumenal,,0.3529633792066087
P15954,pdb_region,Transmembrane,,0.1501589079890298
P20963,pdb_region,Cytoplasmic,,0.6662152107380857
P20963,pdb_region,Transmembrane,,0.1491822258979562
P61073,pdb_region,Cytoplasmic,,0.4747943944326775
P61073,pdb_region,Transmembrane,,0.0584775624984082
P61073,pdb_region,Extracellular/Lumenal,,0.3440340073321851
Q12879,pdb_region,Cytoplasmic,,0.3732597880977422
Q12879,pdb_region,Transmembrane,,0.1372739794279309
Q12879,pdb_region,Extracellular/Lumenal,,0.6951853170033271
Q86WV6,pdb_region,Cytoplasmic,,0.2313627230748757
Q86WV6,pdb_region,Transmembrane,,0.0666510395172991
Q86WV6,pdb_region,Extracellular/Lumenal,,0.7049111848915428
Q8NC56,pdb_region,Transmembrane,,0.0662072688590473
Q9BR39,pdb_region,Cytoplasmic,,0.7419722444731855
Q9BR39,pdb_region,Transmembrane,,0.1287184715763509
Q9BRQ8,pdb_region,Transmembrane,,0.5304615528414267
Q9UJA2,pdb_region,Transmembrane,,0.220023386676611
O60733,pdb_region,Transmembrane,,0.1411974831805178
O75581,pdb_region,Cytoplasmic,,0.4433390823036292
O75581,pdb_region,Transmembrane,,0.5398298912336206
O75581,pdb_region,Extracellular/Lumenal,,0.5119097526177155
P63027,pdb_region,Cytoplasmic,,0.6121385155589822
P63027,pdb_region,Transmembrane,,0.3177540634816038
Q15303,pdb_region,Cytoplasmic,,0.8550381559647338
Q15303,pdb_region,Transmembrane,,0.1592532019367138
Q15303,pdb_region,Extracellular/Lumenal,,0.480727997614286
Q9H461,pdb_region,Cytoplasmic,,0.1340629948221476
Q9H461,pdb_region,Transmembrane,,0.0812082680818908
Q9H461,pdb_region,Extracellular/Lumenal,,0.320496399719209
P07766,pdb_region,Cytoplasmic,,0.831665910748056
P07766,pdb_region,Transmembrane,,0.1119859243192283
P07766,pdb_region,Extracellular/Lumenal,,0.4753232286957998
P07949,pdb_region,Cytoplasmic,,0.6484449350632986
P07949,pdb_region,Transmembrane,,0.1818935819367738
P07949,pdb_region,Extracellular/Lumenal,,0.1490504988440877
P29317,pdb_region,Cytoplasmic,,0.8706414106073668
P29317,pdb_region,Transmembrane,,0.1820979316848612
P29317,pdb_region,Extracellular/Lumenal,,0.2869170615502222
P31431,pdb_region,Cytoplasmic,,0.7282816538897721
P31431,pdb_region,Transmembrane,,0.2494276551054557
P31431,pdb_region,Extracellular/Lumenal,,0.464633012175944
P35968,pdb_region,Cytoplasmic,,0.824279706861947
P35968,pdb_region,Transmembrane,,0.1061142327069294
P35968,pdb_region,Extracellular/Lumenal,,0.4369078967923072
Q03135,pdb_region,Cytoplasmic,,0.4907137966596557
Q7Z3C6,pdb_region,Cytoplasmic,,0.1015856302999342
Q7Z3C6,pdb_region,Transmembrane,,0.1981097142495027
Q7Z3C6,pdb_region,Extracellular/Lumenal,,0.3926073518658821
Q9Y624,pdb_region,Cytoplasmic,,0.6635760234931204
Q9Y624,pdb_region,Transmembrane,,0.1762981896908655
Q9Y624,pdb_region,Extracellular/Lumenal,,0.6221972675322845
O43561,pdb_region,Cytoplasmic,,0.4116550227236472
O43561,pdb_region,Transmembrane,,0.1229976951993802
O60500,pdb_region,Cytoplasmic,,0.2940702699624142
O60500,pdb_region,Transmembrane,,0.2904247845002243
O60500,pdb_region,Extracellular/Lumenal,,0.3249462719167124
P46531,pdb_region,Cytoplasmic,,0.6925294405654248
P46531,pdb_region,Transmembrane,,0.0777515812716592
P46531,pdb_region,Extracellular/Lumenal,,0.2501688338293142
P49146,pdb_region,Cytoplasmic,,0.5071766144473804
P49146,pdb_region,Transmembrane,,0.0719645506335693
P49146,pdb_region,Extracellular/Lumenal,,0.5355411086824429
Q9UM73,pdb_region,Cytoplasmic,,0.6760814894007943
Q9UM73,pdb_region,Transmembrane,,0.2237207470827999
Q9UM73,pdb_region,Extracellular/Lumenal,,0.2475114010167095
Q08345,pdb_region,Cytoplasmic,,0.3651774679870013
Q08345,pdb_region,Transmembrane,,0.1329117651313263
Q08345,pdb_region,Extracellular/Lumenal,,0.3417257580730109
O75460,pdb_region,Cytoplasmic,,0.7817896866585816
O75460,pdb_region,Transmembrane,,0.094175743069984
O75460,pdb_region,Extracellular/Lumenal,,0.3981807132542267
P00533,pdb_region,Cytoplasmic,,0.814073027987102
P00533,pdb_region,Transmembrane,,0.1365610564519112
P00533,pdb_region,Extracellular/Lumenal,,0.6325943310577309
P08247,pdb_region,Cytoplasmic,,0.6998067563418324
P08247,pdb_region,Transmembrane,,0.0973953627623886
P13569,pdb_region,Cytoplasmic,,0.6933233108267658
P13569,pdb_region,Transmembrane,,0.0747877730660554
P13569,pdb_region,Extracellular/Lumenal,,0.0966132583727757
P17948,pdb_region,Cytoplasmic,,0.8135353903058284
P17948,pdb_region,Transmembrane,,0.0390872827257756
P17948,pdb_region,Extracellular/Lumenal,,0.8093932077744135
P40967,pdb_region,Cytoplasmic,,0.1517896930303005
P40967,pdb_region,Transmembrane,,0.1048209219104127
P40967,pdb_region,Extracellular/Lumenal,,0.2020205863064121
Q04671,pdb_region,Cytoplasmic,,0.1799029533111536
Q04671,pdb_region,Transmembrane,,0.0695834998395834
Q04671,pdb_region,Extracellular/Lumenal,,0.2396736097989462
P01857,pdb_region,Cytoplasmic,,0.3034021643660488
P01857,pdb_region,Transmembrane,,0.1753619322104155
P01857,pdb_region,Extracellular/Lumenal,,0.35069063896803
Q14BN4,pdb_region,Cytoplasmic,,0.6305998905821837
Q14BN4,pdb_region,Transmembrane,,0.1496479327736612
P10747,pdb_region,Cytoplasmic,,0.3867483023072016
P10747,pdb_region,Transmembrane,,0.1273939819807759
P10747,pdb_region,Extracellular/Lumenal,,0.3306079204197728
P15941,pdb_region,Cytoplasmic,,0.5205990670450372
P15941,pdb_region,Transmembrane,,0.1060894465365108
P15941,pdb_region,Extracellular/Lumenal,,0.6755132118137289
Q8N114,pdb_region,Cytoplasmic,,0.1602821364149104
Q8N114,pdb_region,Transmembrane,,0.2525829753409531
Q8N114,pdb_region,Extracellular/Lumenal,,0.2210236207650006
P11362,pdb_region,Cytoplasmic,,0.8286683840962497
P11362,pdb_region,Transmembrane,,0.2299648483360026
P11362,pdb_region,Extracellular/Lumenal,,0.5980636168251698
Q7Z434,pdb_region,Cytoplasmic,,0.3463758810803603
Q7Z434,pdb_region,Transmembrane,,0.1007216676279185
P05556,pdb_region,Cytoplasmic,,0.7425137148982526
P05556,pdb_region,Transmembrane,,0.203117964369817
P05556,pdb_region,Extracellular/Lumenal,,0.7382608942807223
P05067,pdb_region,Cytoplasmic,,0.5977664181215524
P05067,pdb_region,Transmembrane,,0.3190834708206735
P05067,pdb_region,Extracellular/Lumenal,,0.7935190669840052
P21802,pdb_region,Cytoplasmic,,0.8565155291524862
P21802,pdb_region,Transmembrane,,0.2302290947942772
P21802,pdb_region,Extracellular/Lumenal,,0.6500950117594888
P15529,pdb_region,Cytoplasmic,,0.6283890321182278
P15529,pdb_region,Transmembrane,,0.3090058917732572
P15529,pdb_region,Extracellular/Lumenal,,0.6462263328966088
