UniProt_ID,approach,region,seg_idx,raw_score,length,score_per_residue,tag
P31645,segment,Transmembrane,2.0,-82.0,26,-3.1538461538461537,P31645|tm|seg2
P31645,segment,Transmembrane,3.0,-60.0,19,-3.1578947368421053,P31645|tm|seg3
P31645,segment,Transmembrane,4.0,-59.0,20,-2.95,P31645|tm|seg4
P31645,segment,Transmembrane,5.0,-24.0,23,-1.0434782608695652,P31645|tm|seg5
P31645,segment,Transmembrane,6.0,-46.0,20,-2.3,P31645|tm|seg6
P31645,segment,Transmembrane,7.0,-55.0,22,-2.5,P31645|tm|seg7
P31645,segment,Transmembrane,8.0,-66.0,20,-3.3,P31645|tm|seg8
P31645,segment,Transmembrane,9.0,-53.0,22,-2.409090909090909,P31645|tm|seg9
P35968,segment,Transmembrane,0.0,-72.0,21,-3.4285714285714284,P35968|tm|seg0
P40967,segment,Transmembrane,0.0,-66.0,21,-3.142857142857143,P40967|tm|seg0
P46531,segment,Transmembrane,0.0,-46.0,21,-2.1904761904761907,P46531|tm|seg0
P49146,segment,Transmembrane,0.0,-91.0,28,-3.25,P49146|tm|seg0
P49146,segment,Transmembrane,1.0,-71.0,27,-2.6296296296296298,P49146|tm|seg1
P49146,segment,Transmembrane,2.0,-66.0,27,-2.4444444444444446,P49146|tm|seg2
P49146,segment,Transmembrane,3.0,-70.0,23,-3.0434782608695654,P49146|tm|seg3
P49146,segment,Transmembrane,4.0,-71.0,27,-2.6296296296296298,P49146|tm|seg4
P49146,segment,Transmembrane,5.0,-68.0,25,-2.72,P49146|tm|seg5
P49146,segment,Transmembrane,6.0,-71.0,25,-2.84,P49146|tm|seg6
P61073,segment,Transmembrane,0.0,-76.0,25,-3.04,P61073|tm|seg0
P61073,segment,Transmembrane,1.0,-55.0,22,-2.5,P61073|tm|seg1
P61073,segment,Transmembrane,2.0,-68.0,20,-3.4,P61073|tm|seg2
P61073,segment,Transmembrane,3.0,-66.0,20,-3.3,P61073|tm|seg3
P61073,segment,Transmembrane,4.0,-60.0,21,-2.857142857142857,P61073|tm|seg4
P61073,segment,Transmembrane,5.0,-72.0,20,-3.6,P61073|tm|seg5
P61073,segment,Transmembrane,6.0,-65.0,20,-3.25,P61073|tm|seg6
P63027,segment,Transmembrane,0.0,-85.0,20,-4.25,P63027|tm|seg0
Q04671,segment,Transmembrane,0.0,-50.0,18,-2.7777777777777777,Q04671|tm|seg0
Q04671,segment,Transmembrane,1.0,-49.0,17,-2.8823529411764706,Q04671|tm|seg1
Q04671,segment,Transmembrane,10.0,-22.0,17,-1.2941176470588236,Q04671|tm|seg10
Q04671,segment,Transmembrane,11.0,-52.0,17,-3.0588235294117645,Q04671|tm|seg11
Q04671,segment,Transmembrane,2.0,-7.0,17,-0.4117647058823529,Q04671|tm|seg2
Q04671,segment,Transmembrane,3.0,-20.0,17,-1.1764705882352942,Q04671|tm|seg3
Q04671,segment,Transmembrane,4.0,-37.0,17,-2.176470588235294,Q04671|tm|seg4
Q04671,segment,Transmembrane,5.0,-66.0,17,-3.8823529411764706,Q04671|tm|seg5
Q04671,segment,Transmembrane,6.0,-42.0,17,-2.4705882352941178,Q04671|tm|seg6
Q04671,segment,Transmembrane,7.0,-51.0,17,-3.0,Q04671|tm|seg7
Q04671,segment,Transmembrane,8.0,-24.0,17,-1.411764705882353,Q04671|tm|seg8
Q04671,segment,Transmembrane,9.0,-47.0,17,-2.764705882352941,Q04671|tm|seg9
Q07065,segment,Transmembrane,0.0,-40.0,21,-1.9047619047619047,Q07065|tm|seg0
Q08345,segment,Transmembrane,0.0,-68.0,21,-3.238095238095238,Q08345|tm|seg0
Q12879,segment,Transmembrane,0.0,-54.0,20,-2.7,Q12879|tm|seg0
Q12879,segment,Transmembrane,1.0,-52.0,21,-2.4761904761904763,Q12879|tm|seg1
Q12879,segment,Transmembrane,2.0,-26.0,21,-1.2380952380952381,Q12879|tm|seg2
Q13021,segment,Transmembrane,0.0,-60.0,21,-2.857142857142857,Q13021|tm|seg0
Q13021,segment,Transmembrane,1.0,-57.0,21,-2.7142857142857144,Q13021|tm|seg1
Q13021,segment,Transmembrane,2.0,-49.0,21,-2.3333333333333335,Q13021|tm|seg2
Q13021,segment,Transmembrane,3.0,-62.0,21,-2.9523809523809526,Q13021|tm|seg3
Q14739,segment,Transmembrane,0.0,-43.0,21,-2.0476190476190474,Q14739|tm|seg0
Q14739,segment,Transmembrane,1.0,-63.0,21,-3.0,Q14739|tm|seg1
Q14739,segment,Transmembrane,2.0,-31.0,21,-1.4761904761904763,Q14739|tm|seg2
Q14739,segment,Transmembrane,3.0,-64.0,21,-3.0476190476190474,Q14739|tm|seg3
Q14739,segment,Transmembrane,4.0,-64.0,21,-3.0476190476190474,Q14739|tm|seg4
Q14739,segment,Transmembrane,5.0,-37.0,21,-1.7619047619047619,Q14739|tm|seg5
Q14739,segment,Transmembrane,6.0,-57.0,21,-2.7142857142857144,Q14739|tm|seg6
Q14739,segment,Transmembrane,7.0,-61.0,21,-2.9047619047619047,Q14739|tm|seg7
Q14BN4,segment,Transmembrane,0.0,-39.0,21,-1.8571428571428572,Q14BN4|tm|seg0
Q15303,segment,Transmembrane,0.0,-76.0,24,-3.1666666666666665,Q15303|tm|seg0
Q7Z3C6,segment,Transmembrane,0.0,-54.0,23,-2.347826086956522,Q7Z3C6|tm|seg0
Q7Z3C6,segment,Transmembrane,1.0,-92.0,26,-3.5384615384615383,Q7Z3C6|tm|seg1
Q7Z3C6,segment,Transmembrane,2.0,-51.0,26,-1.9615384615384615,Q7Z3C6|tm|seg2
Q7Z3C6,segment,Transmembrane,3.0,-60.0,18,-3.3333333333333335,Q7Z3C6|tm|seg3
Q7Z434,segment,Transmembrane,0.0,-61.0,21,-2.9047619047619047,Q7Z434|tm|seg0
Q86WV6,segment,Transmembrane,0.0,-22.0,17,-1.2941176470588236,Q86WV6|tm|seg0
Q86WV6,segment,Transmembrane,1.0,-45.0,25,-1.8,Q86WV6|tm|seg1
Q86WV6,segment,Transmembrane,2.0,-29.0,15,-1.9333333333333333,Q86WV6|tm|seg2
Q86WV6,segment,Transmembrane,3.0,-26.0,18,-1.4444444444444444,Q86WV6|tm|seg3
Q8N114,segment,Transmembrane,0.0,-72.0,21,-3.4285714285714284,Q8N114|tm|seg0
Q8NC56,segment,Transmembrane,0.0,-57.0,21,-2.7142857142857144,Q8NC56|tm|seg0
Q8NC56,segment,Transmembrane,1.0,-80.0,21,-3.8095238095238093,Q8NC56|tm|seg1
Q8TEM1,segment,Transmembrane,0.0,-46.0,21,-2.1904761904761907,Q8TEM1|tm|seg0
Q8WXG9,segment,Transmembrane,0.0,-58.0,21,-2.761904761904762,Q8WXG9|tm|seg0
Q8WXG9,segment,Transmembrane,1.0,-27.0,21,-1.2857142857142858,Q8WXG9|tm|seg1
Q8WXG9,segment,Transmembrane,2.0,-38.0,21,-1.8095238095238095,Q8WXG9|tm|seg2
Q8WXG9,segment,Transmembrane,3.0,-65.0,21,-3.0952380952380953,Q8WXG9|tm|seg3
Q8WXG9,segment,Transmembrane,4.0,-79.0,21,-3.761904761904762,Q8WXG9|tm|seg4
Q8WXG9,segment,Transmembrane,5.0,-71.0,21,-3.380952380952381,Q8WXG9|tm|seg5
Q8WXG9,segment,Transmembrane,6.0,-57.0,21,-2.7142857142857144,Q8WXG9|tm|seg6
Q9BR39,segment,Transmembrane,0.0,-70.0,21,-3.3333333333333335,Q9BR39|tm|seg0
Q9BRQ8,segment,Transmembrane,0.0,-3.0,21,-0.14285714285714285,Q9BRQ8|tm|seg0
Q9H3U5,segment,Transmembrane,0.0,-34.0,21,-1.619047619047619,Q9H3U5|tm|seg0
Q9H3U5,segment,Transmembrane,1.0,-54.0,21,-2.5714285714285716,Q9H3U5|tm|seg1
Q9H3U5,segment,Transmembrane,10.0,-27.0,21,-1.2857142857142858,Q9H3U5|tm|seg10
Q9H3U5,segment,Transmembrane,11.0,-60.0,21,-2.857142857142857,Q9H3U5|tm|seg11
Q9H3U5,segment,Transmembrane,2.0,-67.0,21,-3.1904761904761907,Q9H3U5|tm|seg2
Q9H3U5,segment,Transmembrane,3.0,-15.0,21,-0.7142857142857143,Q9H3U5|tm|seg3
Q9H3U5,segment,Transmembrane,4.0,-20.0,22,-0.9090909090909091,Q9H3U5|tm|seg4
Q9H3U5,segment,Transmembrane,5.0,-54.0,21,-2.5714285714285716,Q9H3U5|tm|seg5
Q9H3U5,segment,Transmembrane,6.0,-90.0,21,-4.285714285714286,Q9H3U5|tm|seg6
Q9H3U5,segment,Transmembrane,7.0,-48.0,21,-2.2857142857142856,Q9H3U5|tm|seg7
Q9H3U5,segment,Transmembrane,8.0,-47.0,21,-2.238095238095238,Q9H3U5|tm|seg8
Q9H3U5,segment,Transmembrane,9.0,-49.0,21,-2.3333333333333335,Q9H3U5|tm|seg9
Q9H461,segment,Transmembrane,0.0,-86.0,21,-4.095238095238095,Q9H461|tm|seg0
Q9H461,segment,Transmembrane,1.0,-76.0,21,-3.619047619047619,Q9H461|tm|seg1
Q9H461,segment,Transmembrane,2.0,-63.0,21,-3.0,Q9H461|tm|seg2
Q9H461,segment,Transmembrane,3.0,-40.0,21,-1.9047619047619047,Q9H461|tm|seg3
Q9H461,segment,Transmembrane,4.0,-64.0,21,-3.0476190476190474,Q9H461|tm|seg4
Q9H461,segment,Transmembrane,5.0,-66.0,21,-3.142857142857143,Q9H461|tm|seg5
Q9H461,segment,Transmembrane,6.0,-33.0,21,-1.5714285714285714,Q9H461|tm|seg6
Q9UJA2,segment,Transmembrane,0.0,-46.0,21,-2.1904761904761907,Q9UJA2|tm|seg0
Q9UJA2,segment,Transmembrane,1.0,-40.0,21,-1.9047619047619047,Q9UJA2|tm|seg1
Q9UJA2,segment,Transmembrane,2.0,-65.0,23,-2.8260869565217392,Q9UJA2|tm|seg2
Q9UJA2,segment,Transmembrane,3.0,-44.0,21,-2.0952380952380953,Q9UJA2|tm|seg3
Q9UJA2,segment,Transmembrane,4.0,-64.0,21,-3.0476190476190474,Q9UJA2|tm|seg4
Q9UM73,segment,Transmembrane,0.0,-39.0,21,-1.8571428571428572,Q9UM73|tm|seg0
Q9Y624,segment,Transmembrane,0.0,-70.0,21,-3.3333333333333335,Q9Y624|tm|seg0
O00254,segment,Extracellular/Lumenal,0.0,-45.0,56,-0.8035714285714286,O00254|extra|seg0
O00254,segment,Extracellular/Lumenal,1.0,-31.0,19,-1.631578947368421,O00254|extra|seg1
O00254,segment,Extracellular/Lumenal,2.0,-29.0,30,-0.9666666666666667,O00254|extra|seg2
O00254,segment,Extracellular/Lumenal,3.0,-27.0,14,-1.9285714285714286,O00254|extra|seg3
O14763,segment,Extracellular/Lumenal,0.0,-26.0,155,-0.16774193548387098,O14763|extra|seg0
O43561,segment,Extracellular/Lumenal,0.0,15.0,4,3.75,O43561|extra|seg0
O60500,segment,Extracellular/Lumenal,0.0,-854.0,1032,-0.8275193798449613,O60500|extra|seg0
O75445,segment,Extracellular/Lumenal,0.0,-2644.0,5011,-0.5276391937736978,O75445|extra|seg0
O75460,segment,Extracellular/Lumenal,0.0,-291.0,425,-0.6847058823529412,O75460|extra|seg0
O75581,segment,Extracellular/Lumenal,0.0,-1275.0,1351,-0.9437453737971873,O75581|extra|seg0
P00533,segment,Extracellular/Lumenal,0.0,-306.0,621,-0.4927536231884058,P00533|extra|seg0
P01857,segment,Extracellular/Lumenal,0.0,-96.0,330,-0.2909090909090909,P01857|extra|seg0
P04626,segment,Extracellular/Lumenal,0.0,-518.0,630,-0.8222222222222222,P04626|extra|seg0
P05067,segment,Extracellular/Lumenal,0.0,-316.0,684,-0.4619883040935672,P05067|extra|seg0
P05556,segment,Extracellular/Lumenal,0.0,-92.0,708,-0.12994350282485875,P05556|extra|seg0
P07766,segment,Extracellular/Lumenal,0.0,18.0,104,0.17307692307692307,P07766|extra|seg0
P07949,segment,Extracellular/Lumenal,0.0,-470.0,607,-0.7742998352553542,P07949|extra|seg0
