UniProt_ID,approach,region,seg_idx,score
Q9UJA2,whole_db,Whole,,0.0030629006
Q07065,pdb_region,Cytoplasmic,,0.06292948
Q7Z3C6,pdb_region,Cytoplasmic,,0.0017101469
Q14739,pdb_region,Cytoplasmic,,0.3510343
P31431,pdb_region,Cytoplasmic,,0.89285946
P49146,pdb_region,Cytoplasmic,,0.6905228
P13569,pdb_region,Cytoplasmic,,0.0037269804
P46531,pdb_region,Cytoplasmic,,0.4224743
P21802,pdb_region,Cytoplasmic,,0.6584241
Q9UM73,pdb_region,Cytoplasmic,,0.2658173
O60500,pdb_region,Cytoplasmic,,0.015535377
P17948,pdb_region,Cytoplasmic,,0.660735
P10747,pdb_region,Cytoplasmic,,0.38630316
P40967,pdb_region,Cytoplasmic,,0.095400736
P15941,pdb_region,Cytoplasmic,,0.3220556
Q14BN4,pdb_region,Cytoplasmic,,0.63869995
P05067,pdb_region,Cytoplasmic,,0.28762454
Q03135,pdb_region,Cytoplasmic,,0.2329007
Q08345,pdb_region,Cytoplasmic,,0.8228881
P15529,pdb_region,Cytoplasmic,,0.17959617
P07949,pdb_region,Cytoplasmic,,0.99078447
Q8N114,pdb_region,Cytoplasmic,,0.02100639
P35968,pdb_region,Cytoplasmic,,0.4987711
Q8TEM1,pdb_region,Cytoplasmic,,0.018240897
P08172,pdb_region,Cytoplasmic,,0.4842174
Q9Y624,pdb_region,Cytoplasmic,,0.4728868
P08908,pdb_region,Cytoplasmic,,0.5604808
P00533,pdb_region,Cytoplasmic,,0.8326141
O00254,pdb_region,Cytoplasmic,,0.10568597
Q15303,pdb_region,Cytoplasmic,,0.9289066
P61073,pdb_region,Cytoplasmic,,0.04041273
Q7Z434,pdb_region,Cytoplasmic,,0.5522675
P04626,pdb_region,Cytoplasmic,,0.9297663
O75581,pdb_region,Cytoplasmic,,0.07022797
P20963,pdb_region,Cytoplasmic,,0.4001619
P11362,pdb_region,Cytoplasmic,,0.17281416
P63027,pdb_region,Cytoplasmic,,0.50202453
Q12879,pdb_region,Cytoplasmic,,0.004978328
P31645,pdb_region,Cytoplasmic,,0.030724782
P01857,pdb_region,Cytoplasmic,,0.35453856
Q86WV6,pdb_region,Cytoplasmic,,0.19660984
P08247,pdb_region,Cytoplasmic,,0.15829197
Q9BR39,pdb_region,Cytoplasmic,,0.22535762
O75460,pdb_region,Cytoplasmic,,0.2231983
P05556,pdb_region,Cytoplasmic,,0.19116329
Q04671,pdb_region,Cytoplasmic,,0.0019497538
O14763,pdb_region,Cytoplasmic,,0.26839632
P07766,pdb_region,Cytoplasmic,,0.9354223
O43561,pdb_region,Cytoplasmic,,0.41204184
P29317,pdb_region,Cytoplasmic,,0.6562031
Q9H461,pdb_region,Cytoplasmic,,0.060394228
P15954,pdb_region,Transmembrane,,0.012566438
Q07065,pdb_region,Transmembrane,,0.04164466
Q7Z3C6,pdb_region,Transmembrane,,0.02304404
Q14739,pdb_region,Transmembrane,,0.0074213343
O60733,pdb_region,Transmembrane,,0.010511312
P31431,pdb_region,Transmembrane,,0.052128594
P49146,pdb_region,Transmembrane,,0.031979404
P13569,pdb_region,Transmembrane,,0.013150148
P46531,pdb_region,Transmembrane,,0.07930927
P21802,pdb_region,Transmembrane,,0.064101145
Q9UM73,pdb_region,Transmembrane,,0.16198453
O60500,pdb_region,Transmembrane,,0.10087774
P17948,pdb_region,Transmembrane,,0.036933653
P10747,pdb_region,Transmembrane,,0.025725087
P40967,pdb_region,Transmembrane,,0.083432265
Q9BRQ8,pdb_region,Transmembrane,,0.091210425
P15941,pdb_region,Transmembrane,,0.012677133
Q14BN4,pdb_region,Transmembrane,,0.030494109
P05067,pdb_region,Transmembrane,,0.123157896
Q08345,pdb_region,Transmembrane,,0.05231915
P15529,pdb_region,Transmembrane,,0.051451564
P07949,pdb_region,Transmembrane,,0.10014566
Q8N114,pdb_region,Transmembrane,,0.0983376
P35968,pdb_region,Transmembrane,,0.0510783
Q8TEM1,pdb_region,Transmembrane,,0.09178712
P08172,pdb_region,Transmembrane,,0.030452928
Q9Y624,pdb_region,Transmembrane,,0.032686293
P08908,pdb_region,Transmembrane,,0.035168182
P00533,pdb_region,Transmembrane,,0.22069082
O00254,pdb_region,Transmembrane,,0.005094809
Q15303,pdb_region,Transmembrane,,0.06309453
P61073,pdb_region,Transmembrane,,0.012649615
Q13021,pdb_region,Transmembrane,,0.033897676
Q7Z434,pdb_region,Transmembrane,,0.04568311
P04626,pdb_region,Transmembrane,,0.06575133
O75581,pdb_region,Transmembrane,,0.074797116
P20963,pdb_region,Transmembrane,,0.047484845
P11362,pdb_region,Transmembrane,,0.38286585
P63027,pdb_region,Transmembrane,,0.02359559
Q12879,pdb_region,Transmembrane,,0.036287274
P31645,pdb_region,Transmembrane,,0.059401106
P01857,pdb_region,Transmembrane,,0.079533346
Q9H3U5,pdb_region,Transmembrane,,0.019837331
Q86WV6,pdb_region,Transmembrane,,0.0027633759
P08247,pdb_region,Transmembrane,,0.087594345
Q9BR39,pdb_region,Transmembrane,,0.039530016
O75460,pdb_region,Transmembrane,,0.06512319
P05556,pdb_region,Transmembrane,,0.03184005
Q8NC56,pdb_region,Transmembrane,,0.009568925
Q04671,pdb_region,Transmembrane,,0.0561697
O14763,pdb_region,Transmembrane,,0.16289148
P07766,pdb_region,Transmembrane,,0.039116178
O43561,pdb_region,Transmembrane,,0.029914334
Q9UJA2,pdb_region,Transmembrane,,0.024057323
P29317,pdb_region,Transmembrane,,0.025705341
Q9H461,pdb_region,Transmembrane,,0.0039568176
Q07065,pdb_region,Extracellular/Lumenal,,0.45203647
Q7Z3C6,pdb_region,Extracellular/Lumenal,,0.06014399
P31431,pdb_region,Extracellular/Lumenal,,0.021162357
P49146,pdb_region,Extracellular/Lumenal,,0.1131444
P13569,pdb_region,Extracellular/Lumenal,,0.0016904201
P46531,pdb_region,Extracellular/Lumenal,,0.018839102
P21802,pdb_region,Extracellular/Lumenal,,0.40644175
Q9UM73,pdb_region,Extracellular/Lumenal,,0.0833438
O60500,pdb_region,Extracellular/Lumenal,,0.10150363
P17948,pdb_region,Extracellular/Lumenal,,0.9555418
P10747,pdb_region,Extracellular/Lumenal,,0.12061318
P40967,pdb_region,Extracellular/Lumenal,,0.04636535
P15941,pdb_region,Extracellular/Lumenal,,0.38538748
P05067,pdb_region,Extracellular/Lumenal,,0.60865927
Q08345,pdb_region,Extracellular/Lumenal,,0.2711634
P15529,pdb_region,Extracellular/Lumenal,,0.079394735
P07949,pdb_region,Extracellular/Lumenal,,0.28648275
Q8N114,pdb_region,Extracellular/Lumenal,,0.022667063
P35968,pdb_region,Extracellular/Lumenal,,0.16298911
P08172,pdb_region,Extracellular/Lumenal,,0.07498859
Q9Y624,pdb_region,Extracellular/Lumenal,,0.6614482
P08908,pdb_region,Extracellular/Lumenal,,0.06206178
P00533,pdb_region,Extracellular/Lumenal,,0.5794575
O00254,pdb_region,Extracellular/Lumenal,,0.07623354
Q15303,pdb_region,Extracellular/Lumenal,,0.64207304
P61073,pdb_region,Extracellular/Lumenal,,0.022815632
P04626,pdb_region,Extracellular/Lumenal,,0.26489484
O75581,pdb_region,Extracellular/Lumenal,,0.39699247
P11362,pdb_region,Extracellular/Lumenal,,0.17344974
Q12879,pdb_region,Extracellular/Lumenal,,0.97918606
P31645,pdb_region,Extracellular/Lumenal,,0.011073681
P01857,pdb_region,Extracellular/Lumenal,,0.2742156
Q86WV6,pdb_region,Extracellular/Lumenal,,0.10402767
O75460,pdb_region,Extracellular/Lumenal,,0.01987874
P05556,pdb_region,Extracellular/Lumenal,,0.57148445
Q04671,pdb_region,Extracellular/Lumenal,,0.0012826396
O14763,pdb_region,Extracellular/Lumenal,,0.04058793
P07766,pdb_region,Extracellular/Lumenal,,0.6594209
P29317,pdb_region,Extracellular/Lumenal,,0.26542768
Q9H461,pdb_region,Extracellular/Lumenal,,0.07718945
