UniProt_ID,Entry_name,PICNIC,PICNIC (GO),PSAP,PSPHunter,PSPire,FuzDrop,catGRANULE,PLAAC,PScore,ESpritz,SEG,SaPS,PdPS,DeepPhase,PDL,R+Y,ParSe2,LLPhyScore
Q15303,ERBB4_HUMAN,0.8305084745762712,0.9152542372881356,0.3076923076923077,0.7796610169491526,0.9152542372881356,0.1694915254237288,0.8135593220338984,0.7796610169491526,0.7894736842105263,0.22881355932203384,0.13559322033898302,0.6101694915254237,0.7627118644067796,0.6181818181818182,0.896551724137931,0.7457627118644068,0.7796610169491526,0.6610169491525424
P05556,ITB1_HUMAN,0.8135593220338984,0.6271186440677966,0.7403846153846154,0.8813559322033898,0.576271186440678,0.2542372881355932,0.864406779661017,0.4067796610169492,0.7543859649122807,0.22881355932203384,0.288135593220339,0.0847457627118644,0.8305084745762712,0.6727272727272727,0.8448275862068966,0.15254237288135597,0.6949152542372881,0.288135593220339
Q14BN4,SLMAP_HUMAN,0.7966101694915254,0.6440677966101696,0.3076923076923077,0.5932203389830508,0.6779661016949152,0.4152542372881356,0.423728813559322,0.15254237288135597,0.26315789473684215,0.22881355932203384,0.4576271186440678,0.06779661016949157,0.4067796610169492,0.8545454545454545,0.7758620689655172,0.18644067796610164,0.3220338983050848,0.7457627118644068
P29317,EPHA2_HUMAN,0.7796610169491526,0.7966101694915254,0.3076923076923077,0.940677966101695,0.7627118644067796,0.2542372881355932,0.6949152542372881,0.288135593220339,0.49122807017543857,0.22881355932203384,0.3220338983050848,0.7796610169491526,0.711864406779661,0.1636363636363637,0.9137931034482758,0.728813559322034,0.44067796610169496,0.728813559322034
P15941,MUC1_HUMAN,0.7627118644067796,0.6949152542372881,0.8846153846153846,0.6610169491525424,0.47457627118644063,0.9661016949152542,0.5423728813559322,0.8135593220338984,0.8421052631578947,0.9661016949152542,0.44067796610169496,0.7966101694915254,0.35593220338983056,0.8,0.8103448275862069,0.0,1.0,0.0
O60733,PLPL9_HUMAN,0.7457627118644068,0.5932203389830508,0.3076923076923077,0.30508474576271183,0.38983050847457623,0.44067796610169496,0.576271186440678,0.728813559322034,0.14035087719298245,0.22881355932203384,0.05084745762711862,0.1694915254237288,0.18644067796610164,0.2909090909090909,0.24137931034482762,0.6271186440677966,0.2542372881355932,0.6779661016949152
Q8WXG9,AGRV1_HUMAN,0.728813559322034,0.5254237288135593,,0.5593220338983051,0.22033898305084743,0.728813559322034,0.9830508474576272,0.7457627118644068,0.5701754385964912,0.22881355932203384,0.1694915254237288,0.44067796610169496,0.4915254237288136,,,0.06779661016949157,0.9152542372881356,1.0
P01857,IGHG1_HUMAN,0.711864406779661,0.5593220338983051,,0.7457627118644068,0.5593220338983051,0.5084745762711864,0.3389830508474576,0.4915254237288136,0.368421052631579,0.22881355932203384,0.3813559322033898,0.6779661016949152,0.7796610169491526,0.10909090909090913,0.8275862068965517,0.016949152542372836,0.30508474576271183,0.15254237288135597
Q12879,NMDE1_HUMAN,0.6949152542372881,0.47457627118644063,0.7403846153846154,0.4067796610169492,0.5254237288135593,0.576271186440678,0.8813559322033898,0.8305084745762712,0.4385964912280702,0.22881355932203384,0.15254237288135597,0.47457627118644063,0.8135593220338984,0.6909090909090909,0.48275862068965514,0.5932203389830508,0.8135593220338984,0.6440677966101696
Q8TEM1,PO210_HUMAN,0.6779661016949152,0.44067796610169496,0.3076923076923077,0.6779661016949152,0.3389830508474576,0.3728813559322034,0.6101694915254237,0.6440677966101696,0.29824561403508776,0.4915254237288136,0.22033898305084743,0.27118644067796616,0.23728813559322037,0.19090909090909092,0.43103448275862066,0.2542372881355932,0.5932203389830508,0.9491525423728814
O14763,TR10B_HUMAN,0.6610169491525424,0.5084745762711864,0.9423076923076923,0.4915254237288136,0.0847457627118644,0.8559322033898304,0.4067796610169492,0.2542372881355932,0.45614035087719296,0.7966101694915254,0.847457627118644,0.05084745762711862,0.15254237288135597,0.9090909090909091,0.4482758620689655,0.3220338983050848,0.38983050847457623,0.2542372881355932
P08908,5HT1A_HUMAN,0.6440677966101696,0.2033898305084746,0.3076923076923077,0.728813559322034,0.8135593220338984,0.5254237288135593,0.2542372881355932,0.23728813559322037,0.543859649122807,0.22881355932203384,0.18644067796610164,0.23728813559322037,0.1694915254237288,,0.5517241379310345,0.5254237288135593,0.5593220338983051,0.576271186440678
P04626,ERBB2_HUMAN,0.6271186440677966,0.9661016949152542,0.7403846153846154,0.7966101694915254,0.9491525423728814,0.6271186440677966,0.6271186440677966,0.6271186440677966,0.7192982456140351,0.8135593220338984,0.5423728813559322,0.847457627118644,0.6949152542372881,0.9363636363636364,0.7241379310344828,0.6101694915254237,0.728813559322034,0.847457627118644
P31431,SDC4_HUMAN,0.6101694915254237,0.7627118644067796,0.3076923076923077,0.18644067796610164,0.23728813559322037,0.9661016949152542,0.5084745762711864,0.0,0.5964912280701755,0.22881355932203384,0.7966101694915254,0.30508474576271183,0.576271186440678,0.4363636363636364,0.1724137931034483,0.05084745762711862,0.10169491525423724,0.13559322033898302
O43561,LAT_HUMAN,0.5932203389830508,0.6779661016949152,,0.9152542372881356,0.8305084745762712,0.9661016949152542,0.15254237288135597,0.6949152542372881,0.7017543859649122,0.8813559322033898,0.9661016949152542,0.8135593220338984,1.0,0.7727272727272727,0.39655172413793105,0.4576271186440678,0.6610169491525424,0.0847457627118644
O75581,LRP6_HUMAN,0.576271186440678,0.423728813559322,0.3076923076923077,0.6440677966101696,0.6440677966101696,0.48305084745762716,0.8305084745762712,0.847457627118644,0.8771929824561404,0.6271186440677966,0.4915254237288136,0.728813559322034,0.6440677966101696,0.7272727272727273,0.9310344827586207,0.7966101694915254,0.8983050847457628,0.9152542372881356
Q9UM73,ALK_HUMAN,0.5593220338983051,0.8305084745762712,0.7403846153846154,0.8305084745762712,0.728813559322034,0.8983050847457628,0.9661016949152542,0.7627118644067796,0.9649122807017544,0.47457627118644063,0.6949152542372881,0.7457627118644068,0.5084745762711864,0.8818181818181818,0.5172413793103448,0.30508474576271183,0.9661016949152542,0.47457627118644063
Q7Z434,MAVS_HUMAN,0.5423728813559322,0.576271186440678,1.0,0.940677966101695,0.9830508474576272,0.9661016949152542,0.44067796610169496,0.711864406779661,0.6666666666666667,0.9152542372881356,0.8305084745762712,0.864406779661017,0.9322033898305084,0.9727272727272728,0.5,0.22033898305084743,0.8305084745762712,0.06779661016949157
Q14739,LBR_HUMAN,0.5254237288135593,0.728813559322034,0.3076923076923077,0.423728813559322,0.6610169491525424,0.288135593220339,0.47457627118644063,0.30508474576271183,0.38596491228070173,0.5423728813559322,0.5932203389830508,0.7627118644067796,0.6271186440677966,0.3909090909090909,0.3620689655172413,0.9491525423728814,0.22033898305084743,0.7966101694915254
P63027,VAMP2_HUMAN,0.5084745762711864,0.30508474576271183,0.7403846153846154,0.38983050847457623,0.35593220338983056,0.4576271186440678,0.03389830508474578,0.27118644067796616,,0.9830508474576272,0.9830508474576272,0.38983050847457623,0.30508474576271183,0.5818181818181818,1.0,0.2033898305084746,0.11864406779661019,0.22033898305084743
Q16635,TAZ_HUMAN,0.4915254237288136,0.27118644067796616,0.3076923076923077,0.288135593220339,0.15254237288135597,0.2033898305084746,0.3220338983050848,0.016949152542372836,0.1228070175438597,0.22881355932203384,0.05084745762711862,0.35593220338983056,0.2033898305084746,0.09090909090909094,0.03448275862068961,0.13559322033898302,0.008474576271186418,0.3728813559322034
P20963,CD3Z_HUMAN,0.47457627118644063,0.6610169491525424,0.7403846153846154,0.576271186440678,0.6949152542372881,0.6440677966101696,0.5932203389830508,0.423728813559322,0.03508771929824561,0.9491525423728814,0.05084745762711862,0.8983050847457628,0.8983050847457628,0.32727272727272727,0.5689655172413793,0.9830508474576272,0.288135593220339,0.1694915254237288
P07949,RET_HUMAN,0.4576271186440678,0.8135593220338984,0.3076923076923077,0.5423728813559322,0.864406779661017,0.5423728813559322,0.6440677966101696,0.47457627118644063,0.8596491228070176,0.22881355932203384,0.35593220338983056,0.4915254237288136,0.6610169491525424,0.13636363636363635,0.5344827586206897,0.8305084745762712,0.847457627118644,0.8305084745762712
Q08345,DDR1_HUMAN,0.44067796610169496,0.7796610169491526,0.3076923076923077,0.4576271186440678,0.3728813559322034,0.7796610169491526,0.7966101694915254,0.7966101694915254,0.6842105263157895,0.22881355932203384,0.7796610169491526,0.3728813559322034,0.5932203389830508,0.8272727272727273,0.6896551724137931,0.8813559322033898,0.7627118644067796,0.5084745762711864
P13569,CFTR_HUMAN,0.423728813559322,0.6101694915254237,0.3076923076923077,0.6949152542372881,0.2033898305084746,0.05084745762711862,0.6610169491525424,0.5084745762711864,0.22807017543859653,0.5254237288135593,0.23728813559322037,0.5254237288135593,0.3389830508474576,0.07272727272727275,0.2931034482758621,0.423728813559322,0.47457627118644063,0.9661016949152542
O60500,NPHN_HUMAN,0.4067796610169492,0.288135593220339,0.3076923076923077,0.9830508474576272,0.5084745762711864,0.7627118644067796,0.728813559322034,0.5932203389830508,0.6140350877192983,0.22881355932203384,0.6440677966101696,0.0,0.9152542372881356,,0.6206896551724138,0.5593220338983051,0.576271186440678,0.8135593220338984
P15529,MCP_HUMAN,0.38983050847457623,0.3220338983050848,0.3076923076923077,0.3389830508474576,0.06779661016949157,0.38983050847457623,0.27118644067796616,0.3813559322033898,0.5087719298245614,0.22881355932203384,0.8135593220338984,0.016949152542372836,0.06779661016949157,0.21818181818181814,0.6379310344827587,0.8135593220338984,0.35593220338983056,0.27118644067796616
Q8NC56,LEMD2_HUMAN,0.3728813559322034,0.23728813559322037,,0.3728813559322034,0.9322033898305084,0.6864406779661016,0.288135593220339,0.576271186440678,0.5263157894736843,0.847457627118644,0.9491525423728814,0.9830508474576272,0.9491525423728814,0.9727272727272728,0.4655172413793104,1.0,0.3389830508474576,0.5593220338983051
P08172,ACM2_HUMAN,0.35593220338983056,0.3389830508474576,0.7403846153846154,0.23728813559322037,0.288135593220339,0.7966101694915254,0.18644067796610164,0.4576271186440678,0.19298245614035092,0.22881355932203384,0.5254237288135593,0.6440677966101696,0.3728813559322034,0.49090909090909096,0.4137931034482759,0.10169491525423724,0.711864406779661,0.4576271186440678
P08247,SYPH_HUMAN,0.3389830508474576,0.1694915254237288,0.8846153846153846,0.3220338983050848,0.4067796610169492,0.31355932203389836,0.8983050847457628,1.0,1.0,0.864406779661017,0.9152542372881356,0.9322033898305084,0.7966101694915254,0.5272727272727273,0.3275862068965517,0.27118644067796616,0.864406779661017,0.05084745762711862
P40967,PMEL_HUMAN,0.3220338983050848,0.13559322033898302,0.7403846153846154,0.5254237288135593,0.847457627118644,0.6864406779661016,0.38983050847457623,0.6779661016949152,0.5701754385964912,0.22881355932203384,0.5593220338983051,0.288135593220339,0.05084745762711862,0.4181818181818182,0.3793103448275862,0.03389830508474578,0.4915254237288136,0.35593220338983056
P15954,COX7C_HUMAN,0.30508474576271183,0.10169491525423724,,0.11864406779661019,0.6101694915254237,0.06779661016949157,0.05084745762711862,0.03389830508474578,,1.0,0.05084745762711862,0.5084745762711864,0.423728813559322,0.027272727272727226,0.0,0.8983050847457628,0.0847457627118644,0.11864406779661019
Q03135,CAV1_HUMAN,0.288135593220339,0.4067796610169492,0.3076923076923077,0.5084745762711864,0.9661016949152542,0.025423728813559365,0.11864406779661019,0.05084745762711862,0.01754385964912286,0.22881355932203384,0.05084745762711862,0.576271186440678,0.5423728813559322,0.13636363636363635,0.08620689655172409,0.35593220338983056,0.06779661016949157,0.30508474576271183
O75445,USH2A_HUMAN,0.27118644067796616,0.15254237288135597,,0.6271186440677966,0.4915254237288136,0.9152542372881356,0.9491525423728814,0.8813559322033898,0.8070175438596492,0.22881355932203384,0.11864406779661019,0.711864406779661,0.2542372881355932,0.23636363636363633,0.7413793103448276,0.5084745762711864,0.9491525423728814,0.9830508474576272
P07766,CD3E_HUMAN,0.2542372881355932,0.5423728813559322,0.9230769230769231,0.2033898305084746,0.30508474576271183,0.6610169491525424,0.847457627118644,0.35593220338983056,0.21052631578947367,0.8983050847457628,0.47457627118644063,0.4067796610169492,0.6101694915254237,0.509090909090909,0.2586206896551724,0.9152542372881356,0.27118644067796616,0.10169491525423724
P46531,NOTC1_HUMAN,0.23728813559322037,0.4576271186440678,0.8846153846153846,0.8135593220338984,0.2542372881355932,0.8559322033898304,0.9322033898305084,0.9830508474576272,0.9122807017543859,0.6101694915254237,0.6271186440677966,0.8813559322033898,0.8813559322033898,0.9363636363636364,0.9655172413793104,0.0847457627118644,0.9830508474576272,0.016949152542372836
Q9UJA2,CRLS1_HUMAN,0.22033898305084743,0.4915254237288136,0.3076923076923077,0.05084745762711862,0.05084745762711862,0.35593220338983056,0.10169491525423724,0.6610169491525424,0.17543859649122806,0.22881355932203384,0.8813559322033898,0.22033898305084743,0.03389830508474578,0.19090909090909092,0.051724137931034475,0.9322033898305084,0.2033898305084746,0.44067796610169496
Q9Y624,JAM1_HUMAN,0.2033898305084746,0.3728813559322034,0.3076923076923077,0.35593220338983056,0.44067796610169496,0.1271186440677966,0.35593220338983056,0.44067796610169496,0.631578947368421,0.22881355932203384,0.711864406779661,0.6610169491525424,0.5254237288135593,0.027272727272727226,0.603448275862069,0.5423728813559322,0.6101694915254237,0.2033898305084746
P10747,CD28_HUMAN,0.18644067796610164,0.35593220338983056,0.3076923076923077,0.03389830508474578,0.3220338983050848,0.22033898305084743,0.22033898305084743,0.5254237288135593,0.24561403508771928,0.22881355932203384,0.05084745762711862,0.5593220338983051,0.38983050847457623,0.054545454545454564,0.22413793103448276,0.9661016949152542,0.15254237288135597,0.23728813559322037
Q9H461,FZD8_HUMAN,0.1694915254237288,0.18644067796610164,0.7403846153846154,0.47457627118644063,0.016949152542372836,0.8813559322033898,0.9152542372881356,0.9322033898305084,0.9824561403508771,0.7627118644067796,0.8983050847457628,0.8305084745762712,0.22033898305084743,0.4545454545454546,0.7068965517241379,0.6610169491525424,0.9322033898305084,0.423728813559322
P31645,SC6A4_HUMAN,0.15254237288135597,0.22033898305084743,0.3076923076923077,0.15254237288135597,0.1694915254237288,0.09322033898305082,0.30508474576271183,0.3813559322033898,0.2807017543859649,0.5593220338983051,0.05084745762711862,0.423728813559322,0.3220338983050848,0.5454545454545454,0.2068965517241379,0.38983050847457623,0.423728813559322,0.7627118644067796
Q04671,P_HUMAN,0.13559322033898302,0.0,0.3076923076923077,0.13559322033898302,0.0,0.4152542372881356,0.2033898305084746,0.5423728813559322,0.42105263157894735,0.711864406779661,0.728813559322034,0.3220338983050848,0.016949152542372836,0.5818181818181818,0.12068965517241381,0.44067796610169496,0.5423728813559322,0.9322033898305084
Q13021,MALL_HUMAN,0.11864406779661019,0.05084745762711862,0.3076923076923077,0.0,0.27118644067796616,0.0,0.0,0.0847457627118644,0.0,0.22881355932203384,0.423728813559322,0.10169491525423724,0.11864406779661019,0.4727272727272728,0.06896551724137934,0.7796610169491526,0.03389830508474578,0.38983050847457623
Q7Z3C6,ATG9A_HUMAN,0.10169491525423724,0.0847457627118644,0.7403846153846154,0.44067796610169496,0.13559322033898302,0.48305084745762716,0.3728813559322034,0.6101694915254237,0.8245614035087719,0.7457627118644068,0.6101694915254237,0.5932203389830508,0.288135593220339,0.3909090909090909,0.18965517241379315,0.6949152542372881,0.6779661016949152,0.864406779661017
P49146,NPY2R_HUMAN,0.0847457627118644,0.11864406779661019,0.3076923076923077,0.10169491525423724,0.03389830508474578,0.09322033898305082,0.0847457627118644,0.06779661016949157,0.052631578947368474,0.6610169491525424,0.3389830508474576,0.11864406779661019,0.13559322033898302,0.3090909090909091,0.27586206896551724,0.23728813559322037,0.008474576271186418,0.5423728813559322
Q86WV6,STING_HUMAN,0.06779661016949157,0.2542372881355932,0.3076923076923077,0.016949152542372836,0.711864406779661,0.5593220338983051,0.1694915254237288,0.3389830508474576,0.08771929824561409,0.7796610169491526,0.6610169491525424,0.18644067796610164,0.10169491525423724,0.34545454545454546,0.13793103448275867,0.864406779661017,0.13559322033898302,0.4915254237288136
P61073,CXCR4_HUMAN,0.05084745762711862,0.38983050847457623,0.3076923076923077,0.22033898305084743,0.5423728813559322,0.1694915254237288,0.13559322033898302,0.10169491525423724,0.07017543859649122,0.728813559322034,0.3813559322033898,0.6271186440677966,0.5593220338983051,0.36363636363636365,0.31034482758620685,0.4067796610169492,0.23728813559322037,0.5254237288135593
Q9H3U5,MFSD1_HUMAN,0.03389830508474578,0.03389830508474578,0.3076923076923077,0.07627118644067798,0.18644067796610164,0.1271186440677966,0.23728813559322037,0.13559322033898302,0.10526315789473684,0.5932203389830508,0.7457627118644068,0.3389830508474576,0.0,0.6363636363636364,0.017241379310344862,0.11864406779661019,0.05084745762711862,0.6271186440677966
Q8N114,SHSA5_HUMAN,0.016949152542372836,0.016949152542372836,0.7403846153846154,0.2542372881355932,0.10169491525423724,0.8305084745762712,0.016949152542372836,0.9491525423728814,0.8947368421052632,0.5084745762711864,1.0,0.9491525423728814,0.6779661016949152,0.2545454545454545,0.3448275862068966,0.7627118644067796,0.5084745762711864,0.18644067796610164
O00254,PAR3_HUMAN,0.0,0.06779661016949157,0.3076923076923077,0.07627118644067798,0.11864406779661019,0.1694915254237288,0.06779661016949157,0.2033898305084746,0.1578947368421053,0.22881355932203384,0.2542372881355932,0.13559322033898302,0.0847457627118644,0.5818181818181818,0.15517241379310343,0.711864406779661,0.18644067796610164,0.6949152542372881
