UniProt_ID,mean_rank,weighted_mean_rank,rank_sd,Entry_name,TMD_count,Length,TMD_class,leakage_any,wlen,whole_FCR,whole_NCPR,whole_kappa,whole_hydropathy,cyto_len,cyto_FCR,cyto_NCPR,cyto_kappa,cyto_hydropathy,disorder_frac,LCR_frac,n_Cytoplasmic,n_Transmembrane,n_Extracellular/Lumenal,cyto_frac,TM_frac,ecto_frac,log_length
Q04671,0.6356460322039085,0.6683394233750263,0.2743435288100555,P_HUMAN,12,838,multi,False,838,0.17064439140811455,-0.003579952267303103,0.19196210463369393,0.36420047732696903,339,0.26548672566371684,0.017699115044247787,0.21104469760812117,-0.5693215339233039,0.624196319018404,0.726282208588957,339,205,294,0.4045346062052506,0.24463007159904535,0.35083532219570407,2.9232440186302764
P15529,0.6443671861386956,0.6652414561139289,0.2247726481566164,MCP_HUMAN,1,392,single,False,392,0.2193877551020408,-0.00510204081632653,0.22353263599540424,-0.2316326530612245,26,0.4230769230769231,0.19230769230769232,0.4790831992098415,-1.5,4.9079754601227e-05,0.816343558282208,26,23,309,0.0663265306122449,0.058673469387755105,0.7882653061224489,2.593286067020457
P61073,0.659548882002664,0.6615626114365359,0.1995746507568848,CXCR4_HUMAN,7,352,multi,False,352,0.16477272727272727,0.011363636363636364,0.23054876423259188,0.3994318181818181,113,0.24778761061946902,0.1592920353982301,0.23001684074987355,-0.6566371681415929,0.631116564417177,0.36961963190184,113,148,91,0.3210227272727273,0.42045454545454547,0.2585227272727273,2.546542663478131
Q9BRQ8,0.661211163846633,0.6586451147672865,0.2468599256912196,FSP1_HUMAN,1,373,single,False,373,0.19302949061662197,0.0160857908847185,0.13788604175846256,0.0262734584450402,0,,,,,4.9079754601227e-05,0.322748466257668,0,21,0,0.0,0.05630026809651475,0.0,2.571708831808688
O60733,0.6136162301485749,0.6182467636885511,0.2191634084733714,PLPL9_HUMAN,2,806,multi,False,806,0.20967741935483872,-0.0037220843672456576,0.16077332254310042,-0.22084367245657568,0,,,,,4.9079754601227e-05,4.9079754601227e-05,0,42,0,0.0,0.052109181141439205,0.0,2.906335041805091
P31431,0.612274296658621,0.6093024722215387,0.2812865813540046,SDC4_HUMAN,1,198,single,False,198,0.2727272727272727,-0.09090909090909091,0.27474695101553354,-0.13333333333333333,28,0.42857142857142855,0.14285714285714285,0.22319260350701206,-1.5035714285714288,4.9079754601227e-05,0.809374233128834,28,25,127,0.1414141414141414,0.12626262626262627,0.6414141414141414,2.296665190261531
Q9Y624,0.5916859291586289,0.5898120633628108,0.1993803101803189,JAM1_HUMAN,1,299,single,False,299,0.1939799331103679,0.006688963210702341,0.14901391812638154,-0.09197324414715721,40,0.275,0.125,0.1806371656834456,-0.9724999999999999,4.9079754601227e-05,0.698503067484662,40,21,211,0.13377926421404682,0.07023411371237458,0.705685618729097,2.4756711883244296
P08172,0.5810300502005107,0.5854395952090472,0.2038574713971723,ACM2_HUMAN,7,466,multi,False,466,0.16523605150214593,0.027896995708154508,0.21420573069383775,0.07167381974248928,239,0.28451882845188287,0.07531380753138076,0.20125300237626523,-1.0351464435146445,4.9079754601227e-05,0.48961963190184,239,173,54,0.5128755364806867,0.37124463519313305,0.11587982832618025,2.66838591669
P13569,0.5807966110697661,0.5803666965587876,0.2314153622394463,CFTR_HUMAN,12,1480,multi,False,1480,0.2168918918918919,0.012837837837837839,0.1942125491042079,0.02364864864864863,1122,0.25668449197860965,0.0106951871657754,0.1990575864120214,-0.3561497326203209,0.539533742331288,0.302723926380368,1122,253,105,0.7581081081081081,0.17094594594594595,0.07094594594594594,3.1702617153949575
P40967,0.5721515246681356,0.5681005878497812,0.2321808421244021,PMEL_HUMAN,1,661,single,True,661,0.13767019667170954,-0.019667170953101363,0.22495842603401325,0.02602118003025718,45,0.17777777777777778,0.08888888888888889,0.28726114649681533,-0.4422222222222223,4.9079754601227e-05,0.520049079754601,45,21,126,0.0680786686838124,0.03177004538577912,0.19062027231467474,2.82020145948564
P08908,0.5709937292223102,0.5617710961085899,0.2099804351180121,5HT1A_HUMAN,7,422,multi,True,422,0.17772511848341233,0.030805687203791468,0.18706188521962394,0.19526066350710902,183,0.3224043715846995,0.11475409836065574,0.19662032538006866,-0.8595628415300547,4.9079754601227e-05,0.261006134969325,183,165,74,0.43364928909952605,0.3909952606635071,0.17535545023696683,2.625312450961674
P63027,0.5383749102343319,0.556490862278516,0.3020997829860566,VAMP2_HUMAN,1,116,single,False,116,0.21551724137931033,0.008620689655172414,0.2496935054188738,-0.016379310344827543,93,0.26881720430107525,0.010752688172043012,0.23598691741525313,-0.7311827956989247,0.941447852760736,0.954110429447852,93,20,2,0.8017241379310345,0.1724137931034483,0.017241379310344827,2.0644579892269186
Q8TEM1,0.5551365270919857,0.5549829106085313,0.2080135599492237,PO210_HUMAN,1,1887,single,True,1887,0.16958134605193428,-0.009538950715421303,0.1787715579791078,0.061738208797032325,58,0.08620689655172414,0.05172413793103448,0.3481494600347353,-0.3241379310344828,0.53560736196319,0.288098159509202,58,21,1782,0.03073661897191309,0.011128775834658187,0.9443561208267091,3.2757719001649312
Q14BN4,0.5377832336812927,0.5363198827524271,0.2441337087309618,SLMAP_HUMAN,2,828,multi,False,828,0.32367149758454106,-0.036231884057971016,0.11452191480329885,-0.807608695652174,802,0.3329177057356609,-0.03865336658354115,0.114036523968038,-0.880798004987531,4.9079754601227e-05,0.42880981595092,802,21,5,0.9685990338164251,0.025362318840579712,0.006038647342995169,2.9180303367848803
Q7Z3C6,0.5083944381819585,0.5281582365697123,0.2537505435013831,ATG9A_HUMAN,8,839,multi,False,839,0.1835518474374255,-0.0166865315852205,0.1972832645953601,-0.08891537544696068,653,0.1990811638591118,-0.015313935681470138,0.19313987411970152,-0.4352220520673814,0.644319018404908,0.576441717791411,653,93,53,0.7783075089392133,0.11084624553039332,0.0631704410011919,2.9237619608287004
O14763,0.5093285555119201,0.5275334127226355,0.28652945067064,TR10B_HUMAN,1,440,single,False,440,0.25227272727272726,-0.029545454545454545,0.21745137238225393,-0.4086363636363636,209,0.28708133971291866,-0.05741626794258373,0.21991809492777967,-0.5157894736842105,0.659239263803681,0.852564417177914,209,21,155,0.475,0.04772727272727273,0.3522727272727273,2.6434526764861874
P07766,0.5139570852927154,0.5240429256292894,0.269723359569035,CD3E_HUMAN,1,207,single,False,207,0.23671497584541062,-0.004830917874396135,0.26127465971368125,-0.5381642512077295,55,0.34545454545454546,0.2,0.1925842865152659,-1.669090909090909,0.820907975460122,0.443141104294478,55,26,104,0.26570048309178745,0.12560386473429952,0.5024154589371981,2.315970345456918
P01857,0.5433691007492288,0.5171802682492634,0.2466541678652267,IGHG1_HUMAN,1,330,single,True,330,0.19393939393939394,0.012121212121212121,0.14798824990530582,-0.4281818181818182,0,,,,,4.9079754601227e-05,0.36961963190184,0,0,330,0.0,0.0,1.0,2.5185139398778875
Q8N114,0.4992135824893676,0.5136035012733082,0.3580044560284653,SHSA5_HUMAN,1,240,single,False,240,0.1125,-0.004166666666666667,0.24829104249793615,0.06374999999999999,114,0.06140350877192982,0.02631578947368421,0.5085440209001413,-0.4710526315789474,0.537717791411042,0.978552147239263,114,21,77,0.475,0.0875,0.32083333333333336,2.380211241711606
Q14739,0.4808366466030497,0.4850138831837938,0.2038108254549028,LBR_HUMAN,8,615,multi,True,615,0.2146341463414634,0.032520325203252036,0.16220804585483675,-0.05560975609756105,0,,,,,0.541987730061349,0.53040490797546,0,168,211,0.0,0.2731707317073171,0.34308943089430893,2.788875115775417
P17948,0.4604060753434772,0.4493375199422086,0.2776875863762368,VGFR1_HUMAN,1,1338,single,True,1338,0.23916292974588937,0.013452914798206279,0.16893833597430363,-0.35000000000000003,558,0.2831541218637993,-0.0035842293906810036,0.16491847941355314,-0.4881720430107526,4.9079754601227e-05,0.314110429447852,558,22,732,0.4170403587443946,0.016442451420029897,0.547085201793722,3.1264561134318045
Q8WXG9,0.4416493210427197,0.4388783004873308,0.2964410027037181,AGRV1_HUMAN,7,6306,multi,False,6306,0.19790675547098002,-0.06533460196638123,0.1985224083765212,0.030447193149381536,196,0.20408163265306123,-0.05102040816326531,0.2207713545944212,-0.6602040816326532,,,196,147,5934,0.03108150967332699,0.023311132254995242,0.9410085632730733,3.799753966411886
P20963,0.4457335930577956,0.4316374100216343,0.2939975285963129,CD3Z_HUMAN,1,164,single,False,164,0.27439024390243905,0.03048780487804878,0.1746490069274409,-0.648780487804878,113,0.34513274336283184,0.04424778761061947,0.1687238258084451,-1.430088495575221,0.914110429447852,4.9079754601227e-05,113,21,9,0.6890243902439024,0.12804878048780488,0.054878048780487805,2.214843848047698
O60500,0.4381828454791055,0.4305021987674768,0.255076992559687,NPHN_HUMAN,1,1241,single,True,1241,0.19742143432715553,-0.0265914585012087,0.19127319106077117,-0.24560838033843677,166,0.29518072289156627,-0.12650602409638553,0.2173659432177355,-0.9921686746987953,4.9079754601227e-05,0.58041717791411,166,21,1032,0.13376309427880742,0.016921837228041903,0.8315874294923449,3.09377178149873
P35968,0.4321150027754352,0.4252403666709382,0.2607389543692266,VGFR2_HUMAN,1,1356,single,True,1356,0.23377581120943952,-0.01991150442477876,0.17405684379396358,-0.27300884955752214,571,0.2714535901926445,-0.03677758318739054,0.20176643704973474,-0.4341506129597198,0.605006134969325,0.27842944785276,571,21,745,0.42109144542772864,0.015486725663716814,0.549410029498525,3.1322596895310446
P05556,0.44423050761334,0.4231143132345608,0.275100967371359,ITB1_HUMAN,1,798,single,True,798,0.23934837092731828,-0.023809523809523808,0.16560854477784615,-0.40350877192982454,47,0.3617021276595745,0.06382978723404255,0.05940119695614513,-0.8574468085106383,4.9079754601227e-05,0.316515337423312,47,23,708,0.05889724310776942,0.02882205513784461,0.8872180451127819,2.9020028913507296
O75445,0.4219333310632914,0.4215226765653179,0.314915768599143,USH2A_HUMAN,1,5202,single,False,5202,0.1658977316416763,-0.007497116493656286,0.17182031785256666,-0.2633986928104575,139,0.23741007194244604,0.02158273381294964,0.19631787864107814,-0.6532374100719426,4.9079754601227e-05,0.208539877300613,139,21,5011,0.026720492118415994,0.004036908881199538,0.9632833525567089,3.716170347859854
P05067,0.4346890920147557,0.4181535975508132,0.286437613610452,A4_HUMAN,1,770,single,True,770,0.2857142857142857,-0.08311688311688312,0.24176839812875167,-0.5838961038961038,48,0.25,0.0,0.2571190629701267,-1.0895833333333333,4.9079754601227e-05,0.805644171779141,48,21,684,0.06233766233766234,0.02727272727272727,0.8883116883116883,2.886490725172482
Q12879,0.4187323161257301,0.4140849194898139,0.2042027207433833,NMDE1_HUMAN,4,1464,multi,True,1464,0.22336065573770492,-0.0047814207650273225,0.17734031092928879,-0.3927595628415301,663,0.2579185520361991,0.0196078431372549,0.1658879392797012,-0.9775263951734541,4.9079754601227e-05,0.23361963190184,663,62,702,0.45286885245901637,0.04234972677595628,0.47950819672131145,3.165541076722373
P07949,0.420948133989138,0.4116782158367195,0.2306842860593081,RET_HUMAN,1,1114,single,True,1114,0.22710951526032316,-0.009874326750448833,0.17757416847269747,-0.24811490125673252,457,0.24945295404814005,-0.00437636761487965,0.1687315336439868,-0.45142231947483585,4.9079754601227e-05,0.35563190184049,457,22,607,0.4102333931777379,0.019748653500897665,0.5448833034111311,3.04688519083771
P29317,0.4258901686890859,0.4073923248053017,0.2580224686905752,EPHA2_HUMAN,1,976,single,False,976,0.22131147540983606,-0.014344262295081968,0.17648966602017582,-0.25,418,0.2511961722488038,0.0215311004784689,0.18046685807232515,-0.3593301435406699,4.9079754601227e-05,0.331582822085889,418,21,514,0.42827868852459017,0.02151639344262295,0.5266393442622951,2.9894498176666917
O75460,0.3911811945464165,0.4010542760189902,0.2263082486782678,ERN1_HUMAN,1,977,single,False,977,0.22824974411463664,-0.019447287615148412,0.15899461000074447,-0.3442169907881269,513,0.24171539961013644,-0.01949317738791423,0.16610685799241967,-0.5060428849902534,4.9079754601227e-05,0.612564417177914,513,21,425,0.5250767656090072,0.021494370522006142,0.43500511770726713,2.989894563718773
Q9H461,0.3783684717906779,0.398187743542515,0.3114470007128535,FZD8_HUMAN,7,694,multi,False,694,0.14985590778097982,0.01440922190201729,0.14969838062437812,0.04654178674351583,155,0.16129032258064516,0.05806451612903226,0.13992716021574844,-0.2748387096774194,0.653742331288343,0.905815950920245,155,147,365,0.22334293948126802,0.21181556195965417,0.5259365994236311,2.841359470454855
P08247,0.3953587713669537,0.3953107785487298,0.326940018784482,SYPH_HUMAN,4,313,multi,True,313,0.1501597444089457,-0.02875399361022364,0.14884545210271022,-0.04952076677316294,122,0.1557377049180328,-0.02459016393442623,0.1385599635675861,-0.9081967213114754,0.801128834355828,0.916564417177914,122,96,95,0.38977635782747605,0.30670926517571884,0.3035143769968051,2.4955443375464483
Q08345,0.3855734338154591,0.3947900143091319,0.2062669736444696,DDR1_HUMAN,1,913,single,False,913,0.20810514786418402,-0.0065717415115005475,0.16882961164660337,-0.24841182913472074,475,0.21263157894736842,-0.002105263157894737,0.17364070354396285,-0.3418947368421052,4.9079754601227e-05,0.808098159509202,475,21,397,0.52026286966046,0.023001095290251915,0.4348302300109529,2.960470777534299
P11362,0.380752919465276,0.3706369491404925,0.2087239284821446,FGFR1_HUMAN,1,822,single,True,822,0.2360097323600973,-0.019464720194647202,0.19704247998452015,-0.3665450121654502,425,0.2541176470588235,0.0,0.1719562639157488,-0.4294117647058823,0.594895705521472,0.403092024539877,425,21,355,0.5170316301703163,0.025547445255474453,0.4318734793187348,2.9148718175400505
P21802,0.3726177156734848,0.3592968006796779,0.244103261184867,FGFR2_HUMAN,1,821,single,True,821,0.23751522533495736,-0.020706455542021926,0.18362600781567334,-0.34859926918392203,423,0.2576832151300236,-0.01182033096926714,0.16239690396132056,-0.4891252955082743,0.581398773006135,0.478625766871165,423,21,356,0.5152253349573691,0.025578562728380026,0.4336175395858709,2.9143431571194407
Q8NC56,0.3495423151433342,0.3584206994591657,0.2796315589799923,LEMD2_HUMAN,2,503,multi,True,503,0.2882703777335984,0.017892644135188866,0.18449308603306916,-0.4671968190854871,0,,,,,0.778993865030674,0.930110429447852,0,42,0,0.0,0.08349900596421471,0.0,2.7015679850559273
P15941,0.3437976807474485,0.3335425928036174,0.301227388731777,MUC1_HUMAN,1,1255,single,False,1255,0.10438247011952191,-0.00398406374501992,0.10304451460147097,-0.46693227091633466,74,0.16216216216216217,0.02702702702702703,0.23723752708853382,-0.7716216216216217,0.930159509202453,0.417325153374233,74,23,1135,0.05896414342629482,0.018326693227091632,0.9043824701195219,3.098643725817057
Q15303,0.3478323234283123,0.329499394238383,0.2595603303089908,ERBB4_HUMAN,1,1308,single,True,1308,0.21941896024464833,-0.01452599388379205,0.18531254670814523,-0.38409785932721713,633,0.2575039494470774,-0.014218009478672985,0.2123328077190744,-0.5731437598736178,4.9079754601227e-05,0.213104294478527,633,24,626,0.48394495412844035,0.01834862385321101,0.4785932721712538,3.1166077439882485
O75581,0.3114422245662825,0.3151500562068078,0.1828734892276056,LRP6_HUMAN,1,1613,single,False,1613,0.22566646001239926,-0.03595784252944823,0.15632010121626513,-0.34128952262864226,220,0.15,-0.004545454545454545,0.23192522277267302,-0.7700000000000001,0.579484662576687,0.462576687116564,220,23,1351,0.13639181649101054,0.01425914445133292,0.8375697458152511,3.2076343673889616
P46531,0.3156988315605928,0.302632524903031,0.3297280677360894,NOTC1_HUMAN,1,2555,single,False,2555,0.17886497064579257,-0.04892367906066536,0.20431297845126,-0.4201174168297456,799,0.18648310387984982,-0.026282853566958697,0.2230491759126203,-0.5017521902377973,0.563042944785276,0.577865030674846,799,21,1717,0.312720156555773,0.00821917808219178,0.6720156555772994,3.4073909044707316
O43561,0.3196500801725057,0.3007526710098598,0.2718003616808674,LAT_HUMAN,1,262,single,True,262,0.1984732824427481,-0.09923664122137404,0.3003669168592212,-0.4259541984732825,235,0.2127659574468085,-0.10212765957446808,0.3070492387649309,-0.7357446808510639,0.817914110429447,0.948564417177914,235,23,4,0.8969465648854962,0.08778625954198473,0.015267175572519083,2.4183012913197452
Q9UM73,0.2861044906067054,0.2744962620361646,0.1986347002341116,ALK_HUMAN,1,1620,single,True,1620,0.19444444444444445,-0.004320987654320987,0.18207122353202138,-0.2972222222222223,561,0.21746880570409982,0.0035650623885918,0.17417932930589108,-0.45614973262032094,0.515877300613496,0.651386503067484,561,21,1020,0.34629629629629627,0.012962962962962963,0.6296296296296297,3.2095150145426308
Q7Z434,0.2799206756833876,0.2583491420433667,0.2771424318261371,MAVS_HUMAN,1,540,single,True,540,0.17592592592592593,-0.020370370370370372,0.17838413848800905,-0.40425925925925926,512,0.1796875,-0.02734375,0.16914130655780457,-0.4984375,0.831754601226993,0.817521472392638,512,21,6,0.9481481481481482,0.03888888888888889,0.011111111111111112,2.7323937598229686
P04626,0.2541517125466954,0.2480401250311803,0.1270106738668081,ERBB2_HUMAN,1,1255,single,True,1255,0.200796812749004,-0.02549800796812749,0.2035395229442722,-0.24749003984063747,580,0.2396551724137931,-0.02586206896551724,0.21153935110805064,-0.4379310344827586,0.690748466257668,0.519411042944785,580,23,630,0.46215139442231074,0.018326693227091632,0.50199203187251,3.098643725817057
P00533,0.2298514954506371,0.2115195980925985,0.1938803378270403,EGFR_HUMAN,1,1210,single,True,1210,0.21818181818181817,-0.009917355371900827,0.17929931117563205,-0.3160330578512397,542,0.23985239852398524,-0.01845018450184502,0.18105927636535207,-0.43284132841328404,0.547386503067484,0.525104294478527,542,23,621,0.4479338842975207,0.019008264462809916,0.5132231404958678,3.0827853703164503
Q07065,0.1974285713511774,0.1785313705990495,0.227707474070537,CKAP4_HUMAN,1,602,single,True,602,0.2807308970099668,-0.02823920265780731,0.12612702567555775,-0.7026578073089701,106,0.14150943396226415,0.08490566037735849,0.23854992796838184,-1.1084905660377358,0.735165644171779,0.890453987730061,106,21,475,0.1760797342192691,0.03488372093023256,0.7890365448504983,2.7795964912578244
Q9BR39,0.1633208805030454,0.1599470735905676,0.2276795878247861,JPH2_HUMAN,1,696,single,True,696,0.2413793103448276,0.008620689655172414,0.19595562473206138,-0.7086206896551724,674,0.24925816023738873,0.008902077151335312,0.1958622281485584,-0.8188427299703264,0.853938650306748,0.92240490797546,674,21,0,0.9683908045977011,0.03017241379310345,0.0,2.842609239610562
