UniProt_ID,tool,approach,region,seg_idx,score
O43561,SEG,region_mean,Cytoplasmic,,0.2553191489361702
O43561,SEG,region_mean,Transmembrane,,0.9565217391304348
O43561,SEG,region_mean,Extracellular/Lumenal,,0.0
O43561,ParSe2,whole_db,Whole,,82.61135574673678
O43561,ParSe2,region_mean,Cytoplasmic,,0.3704545100750528
O43561,ParSe2,region_mean,Transmembrane,,0.0
P31431,catGRANULE,whole_db,Whole,,0.435536
P31431,catGRANULE,region_mean,Transmembrane,,-1.7916333333333334
P31431,catGRANULE,region_mean,Extracellular/Lumenal,,-1.80004094488189
P31431,PLAAC,whole_db,Whole,,-0.495
P31431,PLAAC,region_mean,Cytoplasmic,,0.0006464285714285
P31431,PLAAC,region_mean,Transmembrane,,6.8e-05
P31431,PLAAC,region_mean,Extracellular/Lumenal,,0.0005307086614173
P31431,PScore,whole_db,Whole,,1.71
P31431,PScore,region_mean,Cytoplasmic,,0.68404
P31431,PScore,region_mean,Transmembrane,,-0.6624800000000002
P31431,PScore,region_mean,Extracellular/Lumenal,,0.824472440944882
P31431,ESpritz,whole_db,Whole,,0.0
P31431,ESpritz,region_mean,Cytoplasmic,,0.3870071428571428
P31431,ESpritz,region_mean,Transmembrane,,0.228732
P31431,ESpritz,region_mean,Extracellular/Lumenal,,0.3895157480314961
P31431,SEG,whole_db,Whole,,0.1616161616161616
P31431,SEG,region_mean,Cytoplasmic,,0.0
P31431,SEG,region_mean,Transmembrane,,0.0
P31431,SEG,region_mean,Extracellular/Lumenal,,0.1496062992125984
P31431,ParSe2,whole_db,Whole,,2.290867791597526
P31431,ParSe2,region_mean,Cytoplasmic,,0.0
P31431,ParSe2,region_mean,Transmembrane,,0.0
P31431,ParSe2,region_mean,Extracellular/Lumenal,,0.018038329067697
O75445,catGRANULE,whole_db,Whole,,1.29107
O75445,catGRANULE,region_mean,Cytoplasmic,,-4.761484269662922
O75445,catGRANULE,region_mean,Transmembrane,,-7.293766666666667
O75445,catGRANULE,region_mean,Extracellular/Lumenal,,-4.785996447814807
O75445,PLAAC,whole_db,Whole,,-0.024
O75445,PLAAC,region_mean,Cytoplasmic,,0.005010071942446
O75445,PLAAC,region_mean,Transmembrane,,5.2380952380952384e-05
O75445,PLAAC,region_mean,Extracellular/Lumenal,,0.0033002993414488
O75445,PScore,whole_db,Whole,,3.22
O75445,PScore,region_mean,Cytoplasmic,,0.5265367647058823
O75445,PScore,region_mean,Transmembrane,,-1.8884761904761904
O75445,PScore,region_mean,Extracellular/Lumenal,,0.6753027339852324
O75445,ESpritz,whole_db,Whole,,0.0
O75445,ESpritz,region_mean,Cytoplasmic,,0.0990179856115107
O75445,ESpritz,region_mean,Transmembrane,,0.0437095238095238
O75445,ESpritz,region_mean,Extracellular/Lumenal,,0.0481892237078427
O75445,SEG,whole_db,Whole,,0.0103806228373702
O75445,SEG,region_mean,Cytoplasmic,,0.0
O75445,SEG,region_mean,Transmembrane,,0.9523809523809524
O75445,SEG,region_mean,Extracellular/Lumenal,,0.0067850728397525
O75445,ParSe2,whole_db,Whole,,445.6902147517933
O75445,ParSe2,region_mean,Cytoplasmic,,0.1331799949511709
O75445,ParSe2,region_mean,Transmembrane,,0.0
O75445,ParSe2,region_mean,Extracellular/Lumenal,,0.0855670236266203
Q9UM73,catGRANULE,whole_db,Whole,,1.36769
Q9UM73,catGRANULE,region_mean,Cytoplasmic,,-4.0926547945205485
Q9UM73,catGRANULE,region_mean,Transmembrane,,-8.731528571428571
Q9UM73,catGRANULE,region_mean,Extracellular/Lumenal,,-1.6240717647058822
Q9UM73,PLAAC,whole_db,Whole,,-0.1
Q9UM73,PLAAC,region_mean,Cytoplasmic,,0.012175935828877
Q9UM73,PLAAC,region_mean,Transmembrane,,9.047619047619048e-05
Q9UM73,PLAAC,region_mean,Extracellular/Lumenal,,0.0260001960784313
Q9UM73,PScore,whole_db,Whole,,5.28
Q9UM73,PScore,region_mean,Cytoplasmic,,0.5245967741935484
Q9UM73,PScore,region_mean,Transmembrane,,-1.6826666666666663
Q9UM73,PScore,region_mean,Extracellular/Lumenal,,0.9611411764705884
Q9UM73,ESpritz,whole_db,Whole,,0.0018518518518518
Q9UM73,ESpritz,region_mean,Cytoplasmic,,0.1977181818181818
Q9UM73,ESpritz,region_mean,Transmembrane,,0.0433047619047619
Q9UM73,ESpritz,region_mean,Extracellular/Lumenal,,0.0734292156862745
Q9UM73,SEG,whole_db,Whole,,0.1030864197530864
Q9UM73,SEG,region_mean,Cytoplasmic,,0.0588235294117647
Q9UM73,SEG,region_mean,Transmembrane,,0.7142857142857143
Q9UM73,SEG,region_mean,Extracellular/Lumenal,,0.1078431372549019
Q9UM73,ParSe2,whole_db,Whole,,459.5761471170296
Q9UM73,ParSe2,region_mean,Cytoplasmic,,0.1167908009460064
Q9UM73,ParSe2,region_mean,Transmembrane,,0.0
Q9UM73,ParSe2,region_mean,Extracellular/Lumenal,,0.3877039190173256
Q9H461,catGRANULE,whole_db,Whole,,1.27683
Q9H461,catGRANULE,region_mean,Cytoplasmic,,7.132043809523809
Q9H461,catGRANULE,region_mean,Transmembrane,,-2.965308843537415
Q9H461,catGRANULE,region_mean,Extracellular/Lumenal,,-2.344040821917808
Q9H461,PLAAC,whole_db,Whole,,0.073
Q9H461,PLAAC,region_mean,Cytoplasmic,,0.1908116129032258
Q9H461,PLAAC,region_mean,Transmembrane,,0.0001462585034013
Q9H461,PLAAC,region_mean,Extracellular/Lumenal,,0.0297813698630137
Q9H461,PScore,whole_db,Whole,,6.14
Q9H461,PScore,region_mean,Cytoplasmic,,1.9062894736842104
Q9H461,PScore,region_mean,Transmembrane,,0.7349251700680273
Q9H461,PScore,region_mean,Extracellular/Lumenal,,1.250495890410959
Q9H461,ESpritz,whole_db,Whole,,0.0677233429394812
Q9H461,ESpritz,region_mean,Cytoplasmic,,0.2710245161290322
Q9H461,ESpritz,region_mean,Transmembrane,,0.0671721088435374
Q9H461,ESpritz,region_mean,Extracellular/Lumenal,,0.1497312328767123
Q9H461,SEG,whole_db,Whole,,0.2377521613832853
Q9H461,SEG,region_mean,Cytoplasmic,,0.2451612903225806
Q9H461,SEG,region_mean,Transmembrane,,0.0
Q9H461,SEG,region_mean,Extracellular/Lumenal,,0.2876712328767123
Q9H461,ParSe2,whole_db,Whole,,422.04399390970127
Q9H461,ParSe2,region_mean,Cytoplasmic,,1.7603014156292622
Q9H461,ParSe2,region_mean,Transmembrane,,0.0
Q9H461,ParSe2,region_mean,Extracellular/Lumenal,,0.4666325793827856
O14763,catGRANULE,whole_db,Whole,,0.211283
O14763,catGRANULE,region_mean,Cytoplasmic,,-5.015009433962264
O14763,catGRANULE,region_mean,Transmembrane,,-0.4048761904761904
O14763,catGRANULE,region_mean,Extracellular/Lumenal,,-6.109885161290323
O14763,PLAAC,whole_db,Whole,,-0.297
O14763,PLAAC,region_mean,Cytoplasmic,,0.0005177033492822
O14763,PLAAC,region_mean,Transmembrane,,5.714285714285715e-05
O14763,PLAAC,region_mean,Extracellular/Lumenal,,0.0029270967741935
O14763,PScore,whole_db,Whole,,1.28
O14763,PScore,region_mean,Cytoplasmic,,0.1398300970873786
O14763,PScore,region_mean,Transmembrane,,-0.2966666666666667
O14763,PScore,region_mean,Extracellular/Lumenal,,1.079051612903226
O14763,ESpritz,whole_db,Whole,,0.0704545454545454
O14763,ESpritz,region_mean,Cytoplasmic,,0.2324177033492823
O14763,ESpritz,region_mean,Transmembrane,,0.1050666666666666
O14763,ESpritz,region_mean,Extracellular/Lumenal,,0.1598735483870967
O14763,SEG,whole_db,Whole,,0.1886363636363636
O14763,SEG,region_mean,Cytoplasmic,,0.0861244019138756
O14763,SEG,region_mean,Transmembrane,,0.8571428571428571
O14763,SEG,region_mean,Extracellular/Lumenal,,0.0903225806451612
O14763,ParSe2,whole_db,Whole,,36.8714809762212
O14763,ParSe2,region_mean,Cytoplasmic,,0.1072923794581598
O14763,ParSe2,region_mean,Transmembrane,,0.0
O14763,ParSe2,region_mean,Extracellular/Lumenal,,0.101515369180411
P46531,catGRANULE,whole_db,Whole,,1.28985
P46531,catGRANULE,region_mean,Cytoplasmic,,-3.705424566088118
P46531,catGRANULE,region_mean,Transmembrane,,1.4189095238095235
P46531,catGRANULE,region_mean,Extracellular/Lumenal,,-3.443134012813046
P46531,PLAAC,whole_db,Whole,,0.332
P46531,PLAAC,region_mean,Cytoplasmic,,0.0845767209011264
P46531,PLAAC,region_mean,Transmembrane,,0.0002095238095238
P46531,PLAAC,region_mean,Extracellular/Lumenal,,0.0010920792079207
P46531,PScore,whole_db,Whole,,4.19
P46531,PScore,region_mean,Cytoplasmic,,0.413427135678392
P46531,PScore,region_mean,Transmembrane,,0.401904761904762
P46531,PScore,region_mean,Extracellular/Lumenal,,1.9098124635993008
P46531,ESpritz,whole_db,Whole,,0.0254403131115459
P46531,ESpritz,region_mean,Cytoplasmic,,0.2638227784730914
P46531,ESpritz,region_mean,Transmembrane,,0.1227952380952381
P46531,ESpritz,region_mean,Extracellular/Lumenal,,0.0483252766453115
P46531,SEG,whole_db,Whole,,0.084931506849315
P46531,SEG,region_mean,Cytoplasmic,,0.1814768460575719
P46531,SEG,region_mean,Transmembrane,,0.8571428571428571
P46531,SEG,region_mean,Extracellular/Lumenal,,0.0215492137449039
P46531,ParSe2,whole_db,Whole,,594.8523128963775
P46531,ParSe2,region_mean,Cytoplasmic,,0.2469677741260786
P46531,ParSe2,region_mean,Transmembrane,,0.0
P46531,ParSe2,region_mean,Extracellular/Lumenal,,0.2332490825038751
Q8N114,catGRANULE,whole_db,Whole,,-1.43731
Q8N114,catGRANULE,region_mean,Cytoplasmic,,-8.9513828125
Q8N114,catGRANULE,region_mean,Transmembrane,,-16.858557142857144
Q8N114,catGRANULE,region_mean,Extracellular/Lumenal,,-8.600975324675327
Q8N114,PLAAC,whole_db,Whole,,0.232
Q8N114,PLAAC,region_mean,Cytoplasmic,,0.5920833333333334
Q8N114,PLAAC,region_mean,Transmembrane,,0.0004523809523809
Q8N114,PLAAC,region_mean,Extracellular/Lumenal,,0.0006896103896103
Q8N114,PScore,whole_db,Whole,,4.08
Q8N114,PScore,region_mean,Cytoplasmic,,2.8108828828828845
Q8N114,PScore,region_mean,Transmembrane,,-0.0636190476190476
Q8N114,PScore,region_mean,Extracellular/Lumenal,,0.5075194805194805
Q8N114,ESpritz,whole_db,Whole,,0.0125
Q8N114,ESpritz,region_mean,Cytoplasmic,,0.3374035087719298
Q8N114,ESpritz,region_mean,Transmembrane,,0.0788523809523809
Q8N114,ESpritz,region_mean,Extracellular/Lumenal,,0.1155038961038961
Q8N114,SEG,whole_db,Whole,,0.4291666666666666
Q8N114,SEG,region_mean,Cytoplasmic,,0.7456140350877193
Q8N114,SEG,region_mean,Transmembrane,,0.1904761904761904
Q8N114,SEG,region_mean,Extracellular/Lumenal,,0.0
Q8N114,ParSe2,whole_db,Whole,,53.982415488817885
Q8N114,ParSe2,region_mean,Cytoplasmic,,0.4803135843423137
Q8N114,ParSe2,region_mean,Transmembrane,,0.0
Q8N114,ParSe2,region_mean,Extracellular/Lumenal,,0.0648107777389855
Q07065,catGRANULE,whole_db,Whole,,0.831295
Q07065,catGRANULE,region_mean,Cytoplasmic,,1.0514490566037735
Q07065,catGRANULE,region_mean,Transmembrane,,-2.9964285714285714
Q07065,catGRANULE,region_mean,Extracellular/Lumenal,,-4.486953176470588
Q07065,PLAAC,whole_db,Whole,,0.238
Q07065,PLAAC,region_mean,Cytoplasmic,,0.4301358490566038
Q07065,PLAAC,region_mean,Transmembrane,,0.0003238095238095
Q07065,PLAAC,region_mean,Extracellular/Lumenal,,0.0003322105263157
Q07065,PScore,whole_db,Whole,,4.26
Q07065,PScore,region_mean,Cytoplasmic,,2.4874339622641504
Q07065,PScore,region_mean,Transmembrane,,-0.0986190476190476
Q07065,PScore,region_mean,Extracellular/Lumenal,,-0.8063262711864407
Q07065,ESpritz,whole_db,Whole,,0.1146179401993355
Q07065,ESpritz,region_mean,Cytoplasmic,,0.5864424528301886
Q07065,ESpritz,region_mean,Transmembrane,,0.3483285714285714
Q07065,ESpritz,region_mean,Extracellular/Lumenal,,0.3982995789473684
Q07065,SEG,whole_db,Whole,,0.2192691029900332
Q07065,SEG,region_mean,Cytoplasmic,,0.6698113207547169
Q07065,SEG,region_mean,Transmembrane,,0.7619047619047619
Q07065,SEG,region_mean,Extracellular/Lumenal,,0.0947368421052631
Q07065,ParSe2,whole_db,Whole,,77.50956458530037
Q07065,ParSe2,region_mean,Cytoplasmic,,0.7830296129837071
Q07065,ParSe2,region_mean,Transmembrane,,0.0
Q07065,ParSe2,region_mean,Extracellular/Lumenal,,0.0084336521918615
P08172,catGRANULE,whole_db,Whole,,-0.222064
P08172,catGRANULE,region_mean,Cytoplasmic,,-3.868960930232558
P08172,catGRANULE,region_mean,Transmembrane,,-9.91288
P08172,catGRANULE,region_mean,Extracellular/Lumenal,,-8.467603921568628
P08172,PLAAC,whole_db,Whole,,-0.22
P08172,PLAAC,region_mean,Cytoplasmic,,0.0061271966527196
P08172,PLAAC,region_mean,Transmembrane,,0.0003248554913294
P08172,PLAAC,region_mean,Extracellular/Lumenal,,0.1818999999999999
P08172,PScore,whole_db,Whole,,0.23
P08172,PScore,region_mean,Cytoplasmic,,-0.0243093220338983
P08172,PScore,region_mean,Transmembrane,,-0.4259884393063584
P08172,PScore,region_mean,Extracellular/Lumenal,,-0.1739074074074074
P08172,ESpritz,whole_db,Whole,,0.0
P08172,ESpritz,region_mean,Cytoplasmic,,0.2593774058577406
P08172,ESpritz,region_mean,Transmembrane,,0.0974456647398843
P08172,ESpritz,region_mean,Extracellular/Lumenal,,0.1347388888888889
P08172,SEG,whole_db,Whole,,0.0665236051502145
P08172,SEG,region_mean,Cytoplasmic,,0.00836820083682
P08172,SEG,region_mean,Transmembrane,,0.0809248554913294
P08172,SEG,region_mean,Extracellular/Lumenal,,0.2777777777777778
P08172,ParSe2,whole_db,Whole,,86.37155043233906
P08172,ParSe2,region_mean,Cytoplasmic,,0.3804914115962073
P08172,ParSe2,region_mean,Transmembrane,,0.0
P08172,ParSe2,region_mean,Extracellular/Lumenal,,0.0
Q08345,catGRANULE,whole_db,Whole,,0.837634
Q08345,catGRANULE,region_mean,Cytoplasmic,,-4.317765647058824
Q08345,catGRANULE,region_mean,Transmembrane,,-10.497919047619048
Q08345,catGRANULE,region_mean,Extracellular/Lumenal,,-1.791621410579345
Q08345,PLAAC,whole_db,Whole,,-0.08
Q08345,PLAAC,region_mean,Cytoplasmic,,0.0015237894736842
Q08345,PLAAC,region_mean,Transmembrane,,1.4285714285714289e-05
Q08345,PLAAC,region_mean,Extracellular/Lumenal,,0.00092040302267
Q08345,PScore,whole_db,Whole,,2.32
Q08345,PScore,region_mean,Cytoplasmic,,0.3405296610169492
Q08345,PScore,region_mean,Transmembrane,,-2.5028571428571422
Q08345,PScore,region_mean,Extracellular/Lumenal,,1.074984886649874
Q08345,ESpritz,whole_db,Whole,,0.0
Q08345,ESpritz,region_mean,Cytoplasmic,,0.136922947368421
Q08345,ESpritz,region_mean,Transmembrane,,0.0871
Q08345,ESpritz,region_mean,Extracellular/Lumenal,,0.0943244332493702
Q08345,SEG,whole_db,Whole,,0.1610076670317634
Q08345,SEG,region_mean,Cytoplasmic,,0.1557894736842105
Q08345,SEG,region_mean,Transmembrane,,1.0
Q08345,SEG,region_mean,Extracellular/Lumenal,,0.1083123425692695
Q08345,ParSe2,whole_db,Whole,,101.18625284192788
Q08345,ParSe2,region_mean,Cytoplasmic,,0.0766043671748929
Q08345,ParSe2,region_mean,Transmembrane,,0.0
Q08345,ParSe2,region_mean,Extracellular/Lumenal,,0.1655376091686459
O60500,catGRANULE,whole_db,Whole,,0.733511
O60500,catGRANULE,region_mean,Cytoplasmic,,-3.320911206896552
O60500,catGRANULE,region_mean,Transmembrane,,-0.9532238095238096
O60500,catGRANULE,region_mean,Extracellular/Lumenal,,-4.679202616279069
O60500,PLAAC,whole_db,Whole,,-0.172
O60500,PLAAC,region_mean,Cytoplasmic,,0.000267469879518
O60500,PLAAC,region_mean,Transmembrane,,0.0003619047619047
O60500,PLAAC,region_mean,Extracellular/Lumenal,,0.0004463178294573
O60500,PScore,whole_db,Whole,,1.73
O60500,PScore,region_mean,Cytoplasmic,,0.7497300613496933
O60500,PScore,region_mean,Transmembrane,,-0.014095238095238
O60500,PScore,region_mean,Extracellular/Lumenal,,0.35471996124031
O60500,ESpritz,whole_db,Whole,,0.0
O60500,ESpritz,region_mean,Cytoplasmic,,0.3806843373493975
O60500,ESpritz,region_mean,Transmembrane,,0.2268809523809523
O60500,ESpritz,region_mean,Extracellular/Lumenal,,0.0686407945736434
O60500,SEG,whole_db,Whole,,0.0854149879129734
O60500,SEG,region_mean,Cytoplasmic,,0.0
O60500,SEG,region_mean,Transmembrane,,1.0
O60500,SEG,region_mean,Extracellular/Lumenal,,0.0620155038759689
O60500,ParSe2,whole_db,Whole,,60.62506324250795
O60500,ParSe2,region_mean,Cytoplasmic,,0.0639571433312566
O60500,ParSe2,region_mean,Transmembrane,,0.0
O60500,ParSe2,region_mean,Extracellular/Lumenal,,0.049201224001448
P05067,catGRANULE,whole_db,Whole,,0.283878
P05067,catGRANULE,region_mean,Transmembrane,,-5.608631578947367
P05067,catGRANULE,region_mean,Extracellular/Lumenal,,-5.513748099415205
P05067,PLAAC,whole_db,Whole,,-0.331
P05067,PLAAC,region_mean,Cytoplasmic,,0.0749374999999999
P05067,PLAAC,region_mean,Transmembrane,,7.61904761904762e-05
P05067,PLAAC,region_mean,Extracellular/Lumenal,,0.0008402046783625
P05067,PScore,whole_db,Whole,,2.8
P05067,PScore,region_mean,Cytoplasmic,,-0.9555111111111114
P05067,PScore,region_mean,Transmembrane,,-0.9289999999999998
P05067,PScore,region_mean,Extracellular/Lumenal,,-0.0432441520467835
P05067,ESpritz,whole_db,Whole,,0.0
P05067,ESpritz,region_mean,Cytoplasmic,,0.2165270833333333
P05067,ESpritz,region_mean,Transmembrane,,0.0884380952380952
P05067,ESpritz,region_mean,Extracellular/Lumenal,,0.1562267543859649
P05067,SEG,whole_db,Whole,,0.1597402597402597
P05067,SEG,region_mean,Cytoplasmic,,0.0208333333333333
P05067,SEG,region_mean,Transmembrane,,0.8095238095238095
P05067,SEG,region_mean,Extracellular/Lumenal,,0.1301169590643275
P05067,ParSe2,whole_db,Whole,,34.798135208902536
P05067,ParSe2,region_mean,Cytoplasmic,,0.0077609093624386
P05067,ParSe2,region_mean,Transmembrane,,0.0
P05067,ParSe2,region_mean,Extracellular/Lumenal,,0.0504659977658695
Q8WXG9,catGRANULE,whole_db,Whole,,1.55332
Q8WXG9,catGRANULE,region_mean,Cytoplasmic,,-1.9382383561643832
Q8WXG9,catGRANULE,region_mean,Transmembrane,,-10.413406802721086
Q8WXG9,catGRANULE,region_mean,Extracellular/Lumenal,,-3.9530550219076512
Q8WXG9,PLAAC,whole_db,Whole,,-0.102
Q8WXG9,PLAAC,region_mean,Cytoplasmic,,0.0452566326530612
Q8WXG9,PLAAC,region_mean,Transmembrane,,0.0002394557823129
Q8WXG9,PLAAC,region_mean,Extracellular/Lumenal,,0.0006569093360296
Q8WXG9,PScore,whole_db,Whole,,1.66
Q8WXG9,PScore,region_mean,Cytoplasmic,,0.6322746113989638
Q8WXG9,PScore,region_mean,Transmembrane,,-0.654843537414966
Q8WXG9,PScore,region_mean,Extracellular/Lumenal,,0.0918577687900236
Q8WXG9,ESpritz,whole_db,Whole,,0.0
Q8WXG9,ESpritz,region_mean,Cytoplasmic,,0.2653306122448979
Q8WXG9,ESpritz,region_mean,Transmembrane,,0.0442428571428571
Q8WXG9,ESpritz,region_mean,Extracellular/Lumenal,,0.0442955005055611
Q8WXG9,SEG,whole_db,Whole,,0.0220424992071043
Q8WXG9,SEG,region_mean,Cytoplasmic,,0.0
Q8WXG9,SEG,region_mean,Transmembrane,,0.1020408163265306
Q8WXG9,SEG,region_mean,Extracellular/Lumenal,,0.0180316818335018
Q8WXG9,ParSe2,whole_db,Whole,,311.3996861268561
Q8WXG9,ParSe2,region_mean,Cytoplasmic,,0.5442292236285811
Q8WXG9,ParSe2,region_mean,Transmembrane,,0.0
Q8WXG9,ParSe2,region_mean,Extracellular/Lumenal,,0.0356018720895175
P11362,catGRANULE,whole_db,Whole,,0.383312
P11362,catGRANULE,region_mean,Cytoplasmic,,-5.089676266666666
P11362,catGRANULE,region_mean,Transmembrane,,-5.424271428571428
P11362,catGRANULE,region_mean,Extracellular/Lumenal,,-4.377235211267606
P11362,PLAAC,whole_db,Whole,,-0.313
P11362,PLAAC,region_mean,Cytoplasmic,,0.0004849411764705
P11362,PLAAC,region_mean,Transmembrane,,8.095238095238096e-05
P11362,PLAAC,region_mean,Extracellular/Lumenal,,0.000365352112676
P11362,PScore,whole_db,Whole,,1.3
P11362,PScore,region_mean,Cytoplasmic,,0.0741184834123222
P11362,PScore,region_mean,Transmembrane,,-0.4117619047619049
P11362,PScore,region_mean,Extracellular/Lumenal,,0.4348140845070422
P11362,ESpritz,whole_db,Whole,,0.0401459854014598
P11362,ESpritz,region_mean,Cytoplasmic,,0.128167294117647
P11362,ESpritz,region_mean,Transmembrane,,0.0444523809523809
P11362,ESpritz,region_mean,Extracellular/Lumenal,,0.165636338028169
P11362,SEG,whole_db,Whole,,0.0510948905109489
P11362,SEG,region_mean,Cytoplasmic,,0.0352941176470588
P11362,SEG,region_mean,Transmembrane,,0.0
P11362,SEG,region_mean,Extracellular/Lumenal,,0.076056338028169
P11362,ParSe2,whole_db,Whole,,44.94198856479632
P11362,ParSe2,region_mean,Cytoplasmic,,0.0610335142634588
P11362,ParSe2,region_mean,Transmembrane,,0.0
P11362,ParSe2,region_mean,Extracellular/Lumenal,,0.0555919638703882
Q8NC56,catGRANULE,whole_db,Whole,,0.00266268
Q8NC56,catGRANULE,region_mean,Transmembrane,,-8.127892857142857
Q8NC56,PLAAC,whole_db,Whole,,-0.184
Q8NC56,PLAAC,region_mean,Transmembrane,,4.047619047619048e-05
Q8NC56,PScore,whole_db,Whole,,1.42
Q8NC56,PScore,region_mean,Transmembrane,,-1.353142857142857
Q8NC56,ESpritz,whole_db,Whole,,0.1530815109343936
Q8NC56,ESpritz,region_mean,Transmembrane,,0.103697619047619
Q8NC56,SEG,whole_db,Whole,,0.2743538767395626
Q8NC56,SEG,region_mean,Transmembrane,,0.4285714285714285
Q8NC56,ParSe2,whole_db,Whole,,28.2641428731298
Q8NC56,ParSe2,region_mean,Transmembrane,,0.0
P40967,catGRANULE,whole_db,Whole,,0.191697
