UniProt_ID,length,n_annotated,frac_annotated,n_Cytoplasmic,n_Transmembrane,n_Extracellular/Lumenal,n_segs_Cytoplasmic,n_segs_Transmembrane,n_segs_Extracellular/Lumenal,catGRANULE_whole_official,catGRANULE_whole,catGRANULE_Cytoplasmic,catGRANULE_Cytoplasmic_mean_seg_score,catGRANULE_Cytoplasmic_longest_seg_score,catGRANULE_Cytoplasmic_max_seg_score,catGRANULE_Cytoplasmic_seg_lengths,catGRANULE_Cytoplasmic_seg_scores,catGRANULE_Transmembrane,catGRANULE_Transmembrane_mean_seg_score,catGRANULE_Transmembrane_longest_seg_score,catGRANULE_Transmembrane_max_seg_score,catGRANULE_Transmembrane_seg_lengths,catGRANULE_Transmembrane_seg_scores,catGRANULE_Extracellular/Lumenal,catGRANULE_Extracellular/Lumenal_mean_seg_score,catGRANULE_Extracellular/Lumenal_longest_seg_score,catGRANULE_Extracellular/Lumenal_max_seg_score,catGRANULE_Extracellular/Lumenal_seg_lengths,catGRANULE_Extracellular/Lumenal_seg_scores,PLAAC_whole_official,PLAAC_whole,PLAAC_Cytoplasmic,PLAAC_Cytoplasmic_mean_seg_score,PLAAC_Cytoplasmic_longest_seg_score,PLAAC_Cytoplasmic_max_seg_score,PLAAC_Cytoplasmic_seg_lengths,PLAAC_Cytoplasmic_seg_scores,PLAAC_Transmembrane,PLAAC_Transmembrane_mean_seg_score,PLAAC_Transmembrane_longest_seg_score,PLAAC_Transmembrane_max_seg_score,PLAAC_Transmembrane_seg_lengths,PLAAC_Transmembrane_seg_scores,PLAAC_Extracellular/Lumenal,PLAAC_Extracellular/Lumenal_mean_seg_score,PLAAC_Extracellular/Lumenal_longest_seg_score,PLAAC_Extracellular/Lumenal_max_seg_score,PLAAC_Extracellular/Lumenal_seg_lengths,PLAAC_Extracellular/Lumenal_seg_scores,PScore_whole_official,PScore_whole,PScore_Cytoplasmic,PScore_Cytoplasmic_mean_seg_score,PScore_Cytoplasmic_longest_seg_score,PScore_Cytoplasmic_max_seg_score,PScore_Cytoplasmic_seg_lengths,PScore_Cytoplasmic_seg_scores,PScore_Transmembrane,PScore_Transmembrane_mean_seg_score,PScore_Transmembrane_longest_seg_score,PScore_Transmembrane_max_seg_score,PScore_Transmembrane_seg_lengths,PScore_Transmembrane_seg_scores,PScore_Extracellular/Lumenal,PScore_Extracellular/Lumenal_mean_seg_score,PScore_Extracellular/Lumenal_longest_seg_score,PScore_Extracellular/Lumenal_max_seg_score,PScore_Extracellular/Lumenal_seg_lengths,PScore_Extracellular/Lumenal_seg_scores,ESpritz_whole_official,ESpritz_whole,ESpritz_Cytoplasmic,ESpritz_Cytoplasmic_mean_seg_score,ESpritz_Cytoplasmic_longest_seg_score,ESpritz_Cytoplasmic_max_seg_score,ESpritz_Cytoplasmic_seg_lengths,ESpritz_Cytoplasmic_seg_scores,ESpritz_Transmembrane,ESpritz_Transmembrane_mean_seg_score,ESpritz_Transmembrane_longest_seg_score,ESpritz_Transmembrane_max_seg_score,ESpritz_Transmembrane_seg_lengths,ESpritz_Transmembrane_seg_scores,ESpritz_Extracellular/Lumenal,ESpritz_Extracellular/Lumenal_mean_seg_score,ESpritz_Extracellular/Lumenal_longest_seg_score,ESpritz_Extracellular/Lumenal_max_seg_score,ESpritz_Extracellular/Lumenal_seg_lengths,ESpritz_Extracellular/Lumenal_seg_scores,SEG_whole_official,SEG_whole,SEG_Cytoplasmic,SEG_Cytoplasmic_mean_seg_score,SEG_Cytoplasmic_longest_seg_score,SEG_Cytoplasmic_max_seg_score,SEG_Cytoplasmic_seg_lengths,SEG_Cytoplasmic_seg_scores,SEG_Transmembrane,SEG_Transmembrane_mean_seg_score,SEG_Transmembrane_longest_seg_score,SEG_Transmembrane_max_seg_score,SEG_Transmembrane_seg_lengths,SEG_Transmembrane_seg_scores,SEG_Extracellular/Lumenal,SEG_Extracellular/Lumenal_mean_seg_score,SEG_Extracellular/Lumenal_longest_seg_score,SEG_Extracellular/Lumenal_max_seg_score,SEG_Extracellular/Lumenal_seg_lengths,SEG_Extracellular/Lumenal_seg_scores,ParSe2_whole_official,ParSe2_whole,ParSe2_Cytoplasmic,ParSe2_Cytoplasmic_mean_seg_score,ParSe2_Cytoplasmic_longest_seg_score,ParSe2_Cytoplasmic_max_seg_score,ParSe2_Cytoplasmic_seg_lengths,ParSe2_Cytoplasmic_seg_scores,ParSe2_Transmembrane,ParSe2_Transmembrane_mean_seg_score,ParSe2_Transmembrane_longest_seg_score,ParSe2_Transmembrane_max_seg_score,ParSe2_Transmembrane_seg_lengths,ParSe2_Transmembrane_seg_scores,ParSe2_Extracellular/Lumenal,ParSe2_Extracellular/Lumenal_mean_seg_score,ParSe2_Extracellular/Lumenal_longest_seg_score,ParSe2_Extracellular/Lumenal_max_seg_score,ParSe2_Extracellular/Lumenal_seg_lengths,ParSe2_Extracellular/Lumenal_seg_scores
Q8N114,240,212,0.8833,114,21,77,1,1,1,-1.43731,-9.894756842105263,-8.9513828125,-8.9513828125,-8.9513828125,-8.9513828125,114,-8.9514,-16.858557142857144,-16.858557142857144,-16.858557142857144,-16.858557142857144,21,-16.8586,-8.600975324675327,-8.600975324675327,-8.600975324675327,-8.600975324675327,77,-8.6010,0.232,0.28160708333333334,0.5920833333333334,0.5920833333333334,0.5920833333333334,0.5920833333333334,114,0.5921,0.00045238095238095237,0.00045238095238095237,0.00045238095238095237,0.00045238095238095237,21,0.0005,0.0006896103896103897,0.0006896103896103897,0.0006896103896103897,0.0006896103896103897,77,0.0007,4.08,1.4796033755274265,2.8108828828828845,2.8108828828828845,2.8108828828828845,2.8108828828828845,114,2.8109,-0.06361904761904762,-0.06361904761904762,-0.06361904761904762,-0.06361904761904762,21,-0.0636,0.5075194805194805,0.5075194805194805,0.5075194805194805,0.5075194805194805,77,0.5075,0.0125,0.22582291666666665,0.3374035087719298,0.3374035087719298,0.3374035087719298,0.3374035087719298,114,0.3374,0.07885238095238095,0.07885238095238095,0.07885238095238095,0.07885238095238095,21,0.0789,0.11550389610389614,0.11550389610389614,0.11550389610389614,0.11550389610389614,77,0.1155,0.42916666666666664,0.42916666666666664,0.7456140350877193,0.7456140350877193,0.7456140350877193,0.7456140350877193,114,0.7456,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,21,0.1905,0.0,0.0,0.0,0.0,77,0.0000,53.982415488817885,0.24991859022600874,0.48031358434231375,0.48031358434231375,0.48031358434231375,0.48031358434231375,114,0.4803,0.0,0.0,0.0,0.0,21,0.0000,0.06481077773898551,0.06481077773898551,0.06481077773898551,0.06481077773898551,77,0.0648
Q07065,602,602,1.0,106,21,475,1,1,1,0.831295,-3.366714673913043,1.0514490566037737,1.0514490566037737,1.0514490566037737,1.0514490566037737,106,1.0514,-2.9964285714285714,-2.9964285714285714,-2.9964285714285714,-2.9964285714285714,21,-2.9964,-4.486953176470588,-4.486953176470588,-4.486953176470588,-4.486953176470588,475,-4.4870,0.238,0.07601162790697674,0.4301358490566038,0.4301358490566038,0.4301358490566038,0.4301358490566038,106,0.4301,0.0003238095238095238,0.0003238095238095238,0.0003238095238095238,0.0003238095238095238,21,0.0003,0.00033221052631578945,0.00033221052631578945,0.00033221052631578945,0.00033221052631578945,475,0.0003,4.26,-0.19864607679465773,2.4874339622641504,2.4874339622641504,2.4874339622641504,2.4874339622641504,106,2.4874,-0.0986190476190476,-0.0986190476190476,-0.0986190476190476,-0.0986190476190476,21,-0.0986,-0.8063262711864407,-0.8063262711864407,-0.8063262711864407,-0.8063262711864407,475,-0.8063,0.11461794019933555,0.42968455149501666,0.5864424528301886,0.5864424528301886,0.5864424528301886,0.5864424528301886,106,0.5864,0.3483285714285714,0.3483285714285714,0.3483285714285714,0.3483285714285714,21,0.3483,0.3982995789473684,0.3982995789473684,0.3982995789473684,0.3982995789473684,475,0.3983,0.21926910299003322,0.21926910299003322,0.6698113207547169,0.6698113207547169,0.6698113207547169,0.6698113207547169,106,0.6698,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,21,0.7619,0.09473684210526316,0.09473684210526316,0.09473684210526316,0.09473684210526316,475,0.0947,77.50956458530037,0.13409959270813213,0.7830296129837071,0.7830296129837071,0.7830296129837071,0.7830296129837071,106,0.7830,0.0,0.0,0.0,0.0,21,0.0000,0.008433652191861584,0.008433652191861584,0.008433652191861584,0.008433652191861584,475,0.0084
P08172,466,466,1.0,239,173,54,4,7,4,-0.222064,-6.612034615384615,-3.868960930232558,-7.570121322751323,-2.6258877777777783,-2.6258877777777783,"14,21,180,24","-8.9439,-11.1406,-2.6259,nan",-9.91288,-9.894890441768109,-12.661829629629631,-5.078352,"26,25,27,22,25,25,23","-7.7006,-10.1298,-12.6618,-10.1086,-5.0784,-13.6901,nan",-8.467603921568628,-9.312796964285717,-7.38117,-7.38117,"20,7,20,7","-7.3812,-10.7466,-8.2815,-10.8419",-0.22,0.024341630901287548,0.006127196652719665,0.0027678670634920634,0.007841111111111111,0.007841111111111111,"14,21,180,24","0.0024,0.0001,0.0078,0.0007",0.0003248554913294798,0.0003221597211162428,0.000448148148148148,0.000452,"26,25,27,22,25,25,23","0.0002,0.0005,0.0004,0.0001,0.0003,0.0003,0.0004",0.18189999999999998,0.12283357142857143,0.490665,0.490665,"20,7,20,7","0.4907,0.0001,0.0004,0.0002",0.23,-0.19184449244060472,-0.024309322033898344,-0.4266158730158731,0.12298888888888891,0.9089999999999999,"14,21,180,24","-1.5062,-1.2322,0.1230,0.9090",-0.4259884393063584,-0.417466857908597,-0.316074074074074,0.8158695652173915,"26,25,27,22,25,25,23","-1.7077,-0.2216,-0.3161,-1.1108,-0.5540,0.1721,0.8159",-0.1739074074074074,-0.0770178571428572,-1.4370000000000003,1.1795714285714285,"20,7,20,7","-1.4370,-0.9311,0.8805,1.1796",0.0,0.18481802575107295,0.2593774058577406,0.15086445436507934,0.31084888888888884,0.31084888888888884,"14,21,180,24","0.0854,0.0433,0.3108,0.1639",0.09744566473988439,0.09721565530443792,0.04678518518518519,0.187856,"26,25,27,22,25,25,23","0.1185,0.0712,0.0468,0.0488,0.0972,0.1879,0.1102",0.1347388888888889,0.12072107142857143,0.239685,0.239685,"20,7,20,7","0.2397,0.0588,0.0600,0.1244",0.06652360515021459,0.06652360515021459,0.008368200836820083,0.002777777777777778,0.011111111111111112,0.011111111111111112,"14,21,180,24","0.0000,0.0000,0.0111,0.0000",0.08092485549132948,0.08,0.0,0.56,"26,25,27,22,25,25,23","0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,0.0000",0.2777777777777778,0.1875,0.75,0.75,"20,7,20,7","0.7500,0.0000,0.0000,0.0000",86.37155043233906,0.19541074758447752,0.3804914115962073,0.11996048671158203,0.47984194684632814,0.47984194684632814,"14,21,180,24","0.0000,0.0000,0.4798,0.0000",0.0,0.0,0.0,0.0,"26,25,27,22,25,25,23","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0.0,0.0,"20,7,20,7","0.0000,0.0000,0.0000,0.0000"
Q08345,913,893,0.9781,475,21,397,1,1,1,0.837634,-3.3373027809965237,-4.317765647058824,-4.317765647058824,-4.317765647058824,-4.317765647058824,475,-4.3178,-10.497919047619048,-10.497919047619048,-10.497919047619048,-10.497919047619048,21,-10.4979,-1.791621410579345,-1.791621410579345,-1.791621410579345,-1.791621410579345,397,-1.7916,-0.08,0.0012139101861993427,0.0015237894736842106,0.0015237894736842106,0.0015237894736842106,0.0015237894736842106,475,0.0015,1.4285714285714287e-05,1.4285714285714287e-05,1.4285714285714287e-05,1.4285714285714287e-05,21,0.0000,0.0009204030226700252,0.0009204030226700252,0.0009204030226700252,0.0009204030226700252,397,0.0009,2.32,0.5876252747252746,0.3405296610169492,0.3405296610169492,0.3405296610169492,0.3405296610169492,475,0.3405,-2.5028571428571422,-2.5028571428571422,-2.5028571428571422,-2.5028571428571422,21,-2.5029,1.0749848866498741,1.0749848866498741,1.0749848866498741,1.0749848866498741,397,1.0750,0.0,0.12047546549835707,0.13692294736842103,0.13692294736842103,0.13692294736842103,0.13692294736842103,475,0.1369,0.0871,0.0871,0.0871,0.0871,21,0.0871,0.09432443324937029,0.09432443324937029,0.09432443324937029,0.09432443324937029,397,0.0943,0.16100766703176342,0.16100766703176342,0.15578947368421053,0.15578947368421053,0.15578947368421053,0.15578947368421053,475,0.1558,1.0,1.0,1.0,1.0,21,1.0000,0.10831234256926953,0.10831234256926953,0.10831234256926953,0.10831234256926953,397,0.1083,101.18625284192787,0.11382030690880525,0.07660436717489291,0.07660436717489291,0.07660436717489291,0.07660436717489291,475,0.0766,0.0,0.0,0.0,0.0,21,0.0000,0.16553760916864596,0.16553760916864596,0.16553760916864596,0.16553760916864596,397,0.1655
O60500,1241,1219,0.9823,166,21,1032,1,1,1,0.733511,-4.510674811083124,-3.320911206896552,-3.320911206896552,-3.320911206896552,-3.320911206896552,166,-3.3209,-0.9532238095238096,-0.9532238095238096,-0.9532238095238096,-0.9532238095238096,21,-0.9532,-4.679202616279069,-4.679202616279069,-4.679202616279069,-4.679202616279069,1032,-4.6792,-0.172,0.0004230459307010476,0.0002674698795180723,0.0002674698795180723,0.0002674698795180723,0.0002674698795180723,166,0.0003,0.0003619047619047619,0.0003619047619047619,0.0003619047619047619,0.0003619047619047619,21,0.0004,0.0004463178294573643,0.0004463178294573643,0.0004463178294573643,0.0004463178294573643,1032,0.0004,1.73,0.3782043618739903,0.7497300613496933,0.7497300613496933,0.7497300613496933,0.7497300613496933,166,0.7497,-0.01409523809523808,-0.01409523809523808,-0.01409523809523808,-0.01409523809523808,21,-0.0141,0.35471996124031,0.35471996124031,0.35471996124031,0.35471996124031,1032,0.3547,0.0,0.11488275584206285,0.38068433734939755,0.38068433734939755,0.38068433734939755,0.38068433734939755,166,0.3807,0.22688095238095238,0.22688095238095238,0.22688095238095238,0.22688095238095238,21,0.2269,0.06864079457364342,0.06864079457364342,0.06864079457364342,0.06864079457364342,1032,0.0686,0.0854149879129734,0.0854149879129734,0.0,0.0,0.0,0.0,166,0.0000,1.0,1.0,1.0,1.0,21,1.0000,0.06201550387596899,0.06201550387596899,0.06201550387596899,0.06201550387596899,1032,0.0620,60.62506324250795,0.04981517111134589,0.06395714333125663,0.06395714333125663,0.06395714333125663,0.06395714333125663,166,0.0640,0.0,0.0,0.0,0.0,21,0.0000,0.049201224001448086,0.049201224001448086,0.049201224001448086,0.049201224001448086,1032,0.0492
P05067,770,753,0.9779,48,21,684,1,1,1,0.283878,-5.495004166666667,,,,,48,nan,-5.608631578947367,-5.608631578947367,-5.608631578947367,-5.608631578947367,21,-5.6086,-5.513748099415205,-5.513748099415205,-5.513748099415205,-5.513748099415205,684,-5.5137,-0.331,0.005432207792207793,0.07493749999999999,0.07493749999999999,0.07493749999999999,0.07493749999999999,48,0.0749,7.61904761904762e-05,7.61904761904762e-05,7.61904761904762e-05,7.61904761904762e-05,21,0.0001,0.000840204678362573,0.000840204678362573,0.000840204678362573,0.000840204678362573,684,0.0008,2.8,-0.14820860495436772,-0.9555111111111114,-0.9555111111111114,-0.9555111111111114,-0.9555111111111114,48,-0.9555,-0.9289999999999998,-0.9289999999999998,-0.9289999999999998,-0.9289999999999998,21,-0.9290,-0.04324415204678356,-0.04324415204678356,-0.04324415204678356,-0.04324415204678356,684,-0.0432,0.0,0.15863415584415586,0.21652708333333334,0.21652708333333334,0.21652708333333334,0.21652708333333334,48,0.2165,0.08843809523809525,0.08843809523809525,0.08843809523809525,0.08843809523809525,21,0.0884,0.15622675438596492,0.15622675438596492,0.15622675438596492,0.15622675438596492,684,0.1562,0.15974025974025974,0.15974025974025974,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,48,0.0208,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,21,0.8095,0.1301169590643275,0.1301169590643275,0.1301169590643275,0.1301169590643275,684,0.1301,34.798135208902536,0.04664629384571386,0.0077609093624386805,0.0077609093624386805,0.0077609093624386805,0.0077609093624386805,48,0.0078,0.0,0.0,0.0,0.0,21,0.0000,0.050465997765869505,0.050465997765869505,0.050465997765869505,0.050465997765869505,684,0.0505
Q8WXG9,6306,6277,0.9954,196,147,5934,4,7,4,1.55332,-4.07303716432225,-1.9382383561643832,-7.438845772058823,1.5179627450980395,1.5179627450980395,"10,10,24,152","-15.2399,-7.0990,-8.9344,1.5180",-10.413406802721086,-10.413406802721088,-14.10097142857143,-4.5690285714285706,"21,21,21,21,21,21,21","-14.1010,-14.7886,-9.6554,-9.5269,-9.8649,-10.3880,-4.5690",-3.9530550219076512,-9.206935868879707,-3.8835307875489025,-3.8835307875489025,"5879,19,28,8","-3.8835,-12.8922,-11.0392,-9.0129",-0.102,0.0020384712971772915,0.045256632653061214,0.01475202850877193,0.05827894736842105,0.05827894736842105,"10,10,24,152","0.0003,0.0001,0.0003,0.0583",0.00023945578231292512,0.00023945578231292515,0.00010476190476190473,0.0006047619047619047,"21,21,21,21,21,21,21","0.0001,0.0006,0.0003,0.0000,0.0001,0.0001,0.0005",0.0006569093360296595,0.001121712500655449,0.0006464364687872087,0.003053571428571429,"5879,19,28,8","0.0006,0.0005,0.0031,0.0003",1.66,0.09250769474853243,0.6322746113989638,-0.2266751677852349,1.0218993288590605,1.0218993288590605,"10,10,24,152","-0.7609,-0.3857,-0.7820,1.0219",-0.654843537414966,-0.654843537414966,0.29347619047619056,0.3753809523809523,"21,21,21,21,21,21,21","0.2935,-2.3027,0.3754,-1.4732,-0.0542,-1.3398,-0.0829",0.09185776879002361,-0.7078920112542156,0.10221109032148326,0.10221109032148326,"5879,19,28,8","0.1022,-0.9604,-1.0890,-0.8844",0.0,0.05165746907706946,0.26533061224489796,0.11257754385964912,0.3303243421052631,0.3303243421052631,"10,10,24,152","0.0388,0.0387,0.0425,0.3303",0.044242857142857146,0.04424285714285714,0.03876190476190475,0.06844761904761905,"21,21,21,21,21,21,21","0.0388,0.0389,0.0385,0.0383,0.0392,0.0476,0.0684",0.04429550050556118,0.04392642122081015,0.044327113454669165,0.053725,"5879,19,28,8","0.0443,0.0393,0.0384,0.0537",0.022042499207104344,0.022042499207104344,0.0,0.0,0.0,0.0,"10,10,24,152","0.0000,0.0000,0.0000,0.0000",0.10204081632653061,0.1020408163265306,0.0,0.38095238095238093,"21,21,21,21,21,21,21","0.0000,0.0000,0.0000,0.3810,0.3333,0.0000,0.0000",0.018031681833501855,0.013436140743080699,0.018030277258037082,0.03571428571428571,"5879,19,28,8","0.0180,0.0000,0.0357,0.0000",311.3996861268561,0.049570150609177986,0.5442292236285811,0.17881817347796236,0.7152726939118494,0.7152726939118494,"10,10,24,152","0.0000,0.0000,0.0000,0.7153",0.0,0.0,0.0,0.0,"21,21,21,21,21,21,21","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.03560187208951757,0.00898373486048636,0.03593493944194544,0.03593493944194544,"5879,19,28,8","0.0359,0.0000,0.0000,0.0000"
P11362,822,801,0.9745,425,21,355,1,1,1,0.383312,-4.946230051813472,-5.089676266666666,-5.089676266666666,-5.089676266666666,-5.089676266666666,425,-5.0897,-5.424271428571428,-5.424271428571428,-5.424271428571428,-5.424271428571428,21,-5.4243,-4.377235211267606,-4.377235211267606,-4.377235211267606,-4.377235211267606,355,-4.3772,-0.313,0.00041484184914841846,0.00048494117647058827,0.00048494117647058827,0.00048494117647058827,0.00048494117647058827,425,0.0005,8.095238095238096e-05,8.095238095238096e-05,8.095238095238096e-05,8.095238095238096e-05,21,0.0001,0.0003653521126760563,0.0003653521126760563,0.0003653521126760563,0.0003653521126760563,355,0.0004,1.3,0.19720757020757018,0.07411848341232224,0.07411848341232224,0.07411848341232224,0.07411848341232224,425,0.0741,-0.4117619047619049,-0.4117619047619049,-0.4117619047619049,-0.4117619047619049,21,-0.4118,0.4348140845070422,0.4348140845070422,0.4348140845070422,0.4348140845070422,355,0.4348,0.040145985401459854,0.14430377128953772,0.12816729411764707,0.12816729411764707,0.12816729411764707,0.12816729411764707,425,0.1282,0.04445238095238095,0.04445238095238095,0.04445238095238095,0.04445238095238095,21,0.0445,0.16563633802816902,0.16563633802816902,0.16563633802816902,0.16563633802816902,355,0.1656,0.051094890510948905,0.051094890510948905,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.03529411764705882,425,0.0353,0.0,0.0,0.0,0.0,21,0.0000,0.07605633802816901,0.07605633802816901,0.07605633802816901,0.07605633802816901,355,0.0761,44.94198856479632,0.056318281409519194,0.0610335142634588,0.0610335142634588,0.0610335142634588,0.0610335142634588,425,0.0610,0.0,0.0,0.0,0.0,21,0.0000,0.05559196387038826,0.05559196387038826,0.05559196387038826,0.05559196387038826,355,0.0556
Q8NC56,503,42,0.0835,0,42,0,0,2,0,0.00266268,-5.979034657836644,,,,,,,-8.127892857142857,-8.127892857142857,-7.520052380952382,-7.520052380952382,"21,21","-7.5201,-8.7357",,,,,,,-0.184,0.0005411530815109343,,,,,,,4.047619047619048e-05,4.047619047619048e-05,4.2857142857142856e-05,4.2857142857142856e-05,"21,21","0.0000,0.0000",,,,,,,1.42,-0.41107000000000005,,,,,,,-1.353142857142857,-1.3531428571428572,-1.251095238095238,-1.251095238095238,"21,21","-1.2511,-1.4552",,,,,,,0.15308151093439365,0.25927415506958246,,,,,,,0.10369761904761904,0.10369761904761905,0.1568857142857143,0.1568857142857143,"21,21","0.1569,0.0505",,,,,,,0.27435387673956263,0.27435387673956263,,,,,,,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.8571428571428571,"21,21","0.8571,0.0000",,,,,,,28.2641428731298,0.05900656132177411,,,,,,,0.0,0.0,0.0,0.0,"21,21","0.0000,0.0000",,,,,,
P40967,661,192,0.2905,45,21,126,1,1,1,0.191697,-5.457015057283143,,,,,45,nan,-11.1156875,-11.1156875,-11.1156875,-11.1156875,21,-11.1157,-6.748561111111111,-6.748561111111111,-6.748561111111111,-6.748561111111111,126,-6.7486,-0.13,0.0009387291981845689,0.00448,0.00448,0.00448,0.00448,45,0.0045,9.047619047619048e-05,9.047619047619048e-05,9.047619047619048e-05,9.047619047619048e-05,21,0.0001,0.0004841269841269841,0.0004841269841269841,0.0004841269841269841,0.0004841269841269841,126,0.0005,1.66,0.4412294832826748,1.6144761904761904,1.6144761904761904,1.6144761904761904,1.6144761904761904,45,1.6145,-0.9838571428571429,-0.9838571428571429,-0.9838571428571429,-0.9838571428571429,21,-0.9839,0.31447619047619046,0.31447619047619046,0.31447619047619046,0.31447619047619046,126,0.3145,0.0,0.09754508320726173,0.1633977777777778,0.1633977777777778,0.1633977777777778,0.1633977777777778,45,0.1634,0.06636190476190475,0.06636190476190475,0.06636190476190475,0.06636190476190475,21,0.0664,0.06215555555555556,0.06215555555555556,0.06215555555555556,0.06215555555555556,126,0.0622,0.07261724659606657,0.07261724659606657,0.0,0.0,0.0,0.0,45,0.0000,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,21,0.8571,0.0,0.0,0.0,0.0,126,0.0000,52.899973475701145,0.08304548426326712,0.0,0.0,0.0,0.0,45,0.0000,0.0,0.0,0.0,0.0,21,0.0000,0.014122901938920495,0.014122901938920495,0.014122901938920495,0.014122901938920495,126,0.0141
P07766,207,185,0.8937,55,26,104,1,1,1,0.909493,-1.010907006369427,6.743640000000001,6.743640000000001,6.743640000000001,6.743640000000001,55,6.7436,3.8375615384615385,3.8375615384615385,3.8375615384615385,3.8375615384615385,26,3.8376,-2.7536086538461535,-2.7536086538461535,-2.7536086538461535,-2.7536086538461535,104,-2.7536,-0.236,0.0024893719806763277,0.0059,0.0059,0.0059,0.0059,55,0.0059,8.076923076923076e-05,8.076923076923076e-05,8.076923076923076e-05,8.076923076923076e-05,26,0.0001,0.0004461538461538462,0.0004461538461538462,0.0004461538461538462,0.0004461538461538462,104,0.0004,0.28,0.6244656862745098,0.919,0.919,0.919,0.919,55,0.9190,-0.014230769230769233,-0.014230769230769233,-0.014230769230769233,-0.014230769230769233,26,-0.0142,0.7128269230769231,0.7128269230769231,0.7128269230769231,0.7128269230769231,104,0.7128,0.20772946859903382,0.27846859903381643,0.5528145454545454,0.5528145454545454,0.5528145454545454,0.5528145454545454,55,0.5528,0.1717192307692308,0.1717192307692308,0.1717192307692308,0.1717192307692308,26,0.1717,0.17978749999999996,0.17978749999999996,0.17978749999999996,0.17978749999999996,104,0.1798,0.057971014492753624,0.057971014492753624,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.21818181818181817,55,0.2182,0.0,0.0,0.0,0.0,26,0.0000,0.0,0.0,0.0,0.0,104,0.0000,15.711341143293433,0.0858543231873958,0.09845865142088162,0.09845865142088162,0.09845865142088162,0.09845865142088162,55,0.0985,0.0,0.0,0.0,0.0,26,0.0000,0.11036172242495698,0.11036172242495698,0.11036172242495698,0.11036172242495698,104,0.1104
P20963,164,143,0.872,113,21,9,1,1,1,0.55258,1.2240219298245614,5.914955555555555,5.914955555555555,5.914955555555555,5.914955555555555,113,5.9150,-0.8481476190476192,-0.8481476190476192,-0.8481476190476192,-0.8481476190476192,21,-0.8481,-4.370988888888888,-4.370988888888888,-4.370988888888888,-4.370988888888888,9,-4.3710,-0.224,0.03660853658536586,0.053024778761061944,0.053024778761061944,0.053024778761061944,0.053024778761061944,113,0.0530,7.142857142857143e-05,7.142857142857143e-05,7.142857142857143e-05,7.142857142857143e-05,21,0.0001,0.00023333333333333333,0.00023333333333333333,0.00023333333333333333,0.00023333333333333333,9,0.0002,-1.35,-0.11700000000000002,-0.1788454545454545,-0.1788454545454545,-0.1788454545454545,-0.1788454545454545,113,-0.1788,0.4507142857142856,0.4507142857142856,0.4507142857142856,0.4507142857142856,21,0.4507,-0.22844444444444445,-0.22844444444444445,-0.22844444444444445,-0.22844444444444445,9,-0.2284,0.5365853658536586,0.4416445121951219,0.5368814159292036,0.5368814159292036,0.5368814159292036,0.5368814159292036,113,0.5369,0.23314285714285715,0.23314285714285715,0.23314285714285715,0.23314285714285715,21,0.2331,0.21984444444444445,0.21984444444444445,0.21984444444444445,0.21984444444444445,9,0.2198,0.0,0.0,0.0,0.0,0.0,0.0,113,0.0000,0.0,0.0,0.0,0.0,21,0.0000,0.0,0.0,0.0,0.0,9,0.0000,18.487774328540205,0.13205553091814431,0.18304727057960596,0.18304727057960596,0.18304727057960596,0.18304727057960596,113,0.1830,0.0,0.0,0.0,0.0,21,0.0000,0.0,0.0,0.0,0.0,9,0.0000
