UniProt_ID,ParSe2_score
A6NK58,1.563484318897729
A6NK89,64.32249161523119
A6NKB5,415.2092284043475
A6NL88,318.2705121188595
A6NMY6,4.519012851471202
A6NMZ7,560.2030024903029
A6NNB3,0.18987066056403104
A6NNM8,12.032654025046723
A6NNY8,52.570206985068324
A6NNZ2,30.5476806184398
A6PVC2,47.468683946248326
A7E2V4,562.0690627098436
A7E2Y1,28.124296345290023
A7KAX9,379.81719495118296
A7MCY6,23.347421037415774
A7MD48,322.5565146093752
A7XYQ1,336.4622833815214
A8CG34,973.3398435317832
A8K0Z3,60.77694129776909
A8K2U0,104.08888024104131
A8K4G0,27.6493487974389
A8K7I4,71.94195584986804
A8K8P3,14.08158346954324
A8K8V0,2.942871262829243
A8MPY1,6.802623845161747
A8MQ03,38.308523828488326
A8MQ27,65.39351460476071
A8MT69,0.0
A8MTA8,5.8319446871202025
A8MTJ3,0.7022596793951241
A8MTQ0,3.8307016867902512
A8MTZ0,1.2136517906182493
A8MU46,23.75726535323378
A8MUP2,10.018172387290953
A8MV65,59.280086859448495
A8MVW5,30.81902127319028
A8MW95,26.072478163871676
A8MW99,10.378498733938116
A8MWX3,66.2314061151408
A8MXD5,8.493241181959
A8MXV4,16.04364970954226
A8MYU2,62.26794843465436
A8MZ59,35.200236328732494
A8TX70,630.7322182228727
A9UHW6,0.0
A9YTQ3,97.00055082263219
B0I1T2,33.13502620405807
B0L3A2,1.3003311773930015
B0YJ81,18.906147270252724
B1AK53,177.65101922761508
B1AL88,109.69031073194373
B2RTY4,133.61131663102742
B2RUY7,2.083234610144742
B2RUZ4,14.469540911672073
B2RXF5,7.6010469424269225
B2RXH2,133.54172894743948
B3KU38,227.55621367213251
B6A8C7,27.836562569062394
B7U540,16.788024520920278
B7Z8K6,23.578245562328362
B7ZAQ6,9.569950298211257
C4AMC7,59.47029581409232
C9JE40,7.488701174647981
C9JLW8,13.513380571147163
C9JR72,6.925653128478777
C9JRZ8,15.738762664706021
D3W0D1,0.0
D6RGH6,29.04851217721929
E0CX11,0.0
G2XKQ0,0.0
H0YL14,0.0
K7EJ46,0.25389781963366076
K9M1U5,0.0842312062530705
M0R2J8,75.52649361918508
O00115,99.87716697011723
O00116,46.848739927054034
O00124,23.478972074958534
O00139,94.36431097515052
O00141,18.622073370278834
O00142,2.1725588359033994
O00144,54.161717141281265
O00148,5.323864289720744
O00151,41.03405475283052
O00154,8.28664873369284
O00155,14.470370740651898
O00159,51.977724287587264
O00160,80.84942765555228
O00161,81.45022144629112
O00165,29.02417768313785
O00167,255.71515430232606
O00168,3.97760104227586
O00170,7.764134738443803
O00175,0.0
O00180,0.0
O00182,28.772530580607622
O00186,0.8393177397191958
O00187,97.6364654975344
O00189,55.29811478776565
O00192,204.6486390357892
O00194,18.548755417084077
O00198,0.0
O00203,9.23166239702037
O00204,3.578288126810421
O00206,3.404034642866797
O00212,6.147950904859702
O00213,82.93899491317299
O00214,6.972241855211639
O00217,7.1447331428166025
O00219,0.0
O00220,86.67136709500059
O00221,95.49566732086097
O00222,31.88311881818411
O00230,2.4276691442507405
O00231,0.0
O00232,0.9575216390244912
O00233,10.638166909489138
O00237,25.857390526871033
O00238,12.270990393230457
O00241,20.75547108289536
O00244,0.0
O00253,0.0
O00254,3.1898290837044163
O00255,48.63701482813913
O00257,52.59205189535216
O00258,0.0
O00264,4.174715488064877
O00267,484.1382163572501
O00268,207.50198081421723
O00270,0.4805876643089512
O00273,5.730661477216016
O00287,95.20687287850232
O00291,22.008366338978867
O00292,4.227873117496587
O00294,21.530361082007218
O00299,0.0
O00300,28.954904450128055
O00303,2.937197276946728
O00305,143.8559104462381
O00308,183.33104113696072
O00311,63.317109046862726
O00322,0.0
O00327,205.3562965956402
O00329,9.174683325892797
O00330,22.036853034327216
O00337,1.957998892316438
O00338,4.816281464196505
O00339,14.989239750355937
O00341,1.8337274804392312
O00358,178.68234936459015
O00370,10.3073549521859
O00391,6.318791895670322
O00400,22.097415336870927
O00401,28.461194539084566
O00408,3.435546355480774
O00409,161.02844827108703
O00410,7.922158803847635
O00411,58.960102539932834
O00418,75.09559334880817
O00421,5.075992283833241
O00422,38.804667822298356
O00423,95.24059966968771
O00425,35.16175816548416
O00429,68.43381206173866
O00442,5.724843552828604
O00443,120.88868460736904
O00444,361.0943954497645
O00445,8.952214712187388
O00451,37.69094180243044
O00453,5.891603493358307
O00459,27.605573172874244
O00461,10.6908161106074
O00462,22.24756393479448
O00463,15.474481160408141
O00468,341.67305429066664
O00469,54.21766586549888
O00470,223.81618305851427
O00471,12.75329215327075
O00472,108.3284749139702
O00476,12.343447050570834
O00478,22.359548308389503
O00481,22.87944975212541
O00482,65.92107184357148
O00483,2.829310657157577
O00487,10.90352395748251
O00488,0.821687857992984
O00499,30.52030778700931
O00501,3.5833490204702847
O00505,1.2851504589345215
O00506,3.6923643412073774
O00507,208.53225715204434
O00512,999.3775788113323
O00519,96.78537785701685
O00522,13.647104524303511
O00526,4.150767788279401
O00533,96.38392153873188
O00541,2.817029757294611
O00548,245.57556780805578
O00555,418.3710147979512
O00559,11.003979324051112
O00560,0.20087836708557372
O00562,225.01410282024943
O00566,5.727144760962111
O00567,0.6691740939282926
O00571,461.42641975890683
O00574,8.35444116712216
O00584,0.4937019253466094
O00585,2.8741546782774745
O00587,7.2217015117914
O00590,0.941299706460498
O00591,0.5541779484128526
O00592,338.960174350959
O00602,103.95630674356941
O00622,31.989057687204973
O00623,0.0886021721875179
O00625,19.066601285855658
O00626,0.0
O00628,0.5083641699996294
O00629,6.066553456734184
O00631,0.0
O00635,12.858265845209267
O00712,102.18974628488874
O00716,141.89965934478414
O00743,0.4132601987385882
O00744,56.52574158629745
O00746,18.02205485149244
O00748,32.61154119470802
O00750,170.07349982209757
O00754,64.31033988236928
O00755,43.11252559628757
O00757,6.526586383514127
O00762,0.9427335765202741
O00763,117.94348499324263
O00764,8.892718201716086
O00767,22.04848527297266
O14490,208.0724303764962
O14492,46.74973320357035
O14493,0.0
O14494,0.16483207971317634
O14495,9.613132161497965
O14497,1872.952636375633
O14503,48.48743699330764
O14508,16.646696557613083
O14511,376.95912281153085
O14512,127.0026472321756
O14514,238.76041613926898
O14519,81.41548486844498
O14520,11.256271388572289
O14521,0.0
O14522,161.3976053261004
O14523,120.67669896652134
O14524,18.014615883358534
O14525,114.12094967544482
O14526,131.93438464702737
O14529,258.92968594538434
O14530,5.393299111518749
O14531,26.146074655562018
O14543,21.387273469469857
O14544,71.92813447058104
O14556,15.51991574873836
O14558,0.2602499801710338
O14559,341.11226876198293
O14561,0.0
O14569,0.0
O14576,44.26889887025957
O14578,49.84559104835938
O14579,0.6985540854661627
O14593,18.416931013181596
O14594,185.98630540361205
O14595,0.0
O14607,342.85758411763936
O14610,1.832039078447944
O14613,20.493830289988935
O14617,22.044462281397077
O14618,79.01096002595425
O14625,0.0
O14627,273.8145020429271
O14628,44.44661088206364
O14633,45.08182737603988
O14638,43.47117585339315
O14639,238.75765497675485
O14640,293.83838818225894
O14641,383.2767925406104
O14645,1.1016428362326396
O14646,358.6144583549144
O14647,250.833735554849
O14649,151.17166450263693
O14653,1.9793359614242054
O14654,787.1339944936994
O14656,0.31757806258557386
O14657,0.0009210431097589589
O14662,1.4181783559148098
O14669,3.0869099186987143
O14672,88.05329576429729
O14678,3.9406638837764296
O14681,1.7460891397989498
O14682,3.8407135653985756
O14684,3.844294686083599
O14686,1293.4339061343494
O14713,100.00605485147477
O14717,8.833760774210717
O14727,19.9074453134466
O14730,7.669158051147683
O14732,3.1128076604718222
O14733,27.515516652258057
O14734,7.996966705643931
O14735,0.0
O14737,0.0
O14744,19.316941655692084
O14745,27.305409895517016
O14746,55.87180593103063
O14756,0.10688136240596877
O14757,44.87805887660898
O14763,36.8714809762212
O14764,21.335270147114915
O14770,210.51128235387012
O14771,33.83293435375494
O14772,0.0
O14773,73.85869452838071
O14775,11.715528817206081
O14776,149.70769563444742
O14777,25.237685354083986
O14782,161.42770772306847
O14786,148.30818049662685
O14787,0.8692706796153262
O14788,12.29219420409239
O14791,17.357453356536496
O14792,8.489249354241924
O14793,17.939390411731626
O14795,134.2976438316927
O14796,0.0
O14798,52.022171227497196
O14802,74.80373929604292
O14807,0.0
O14810,0.19098022157964212
O14813,95.72057866963516
O14815,11.960337214858209
O14817,0.0
O14818,3.6257057753633344
O14827,103.60852839227158
O14828,4.270842182539306
O14829,46.16916162327263
O14830,31.926147757720656
O14832,15.577364072028228
O14836,50.32395699895187
O14841,224.76256150258118
O14842,10.058706496701795
O14843,7.399512977108063
O14862,0.37755417136147085
O14863,46.57006074415851
O14867,38.097196190535016
O14874,20.09759336799869
O14879,13.418566782005227
O14880,0.0
O14893,2.509459456812261
O14894,0.0
O14896,22.377294943228733
O14901,47.95482346225221
O14904,29.459897187078536
O14905,32.509905886902814
O14907,10.916701479588621
O14908,78.75536439459066
O14910,17.608996693163274
O14917,276.9091279488329
O14920,37.01205092781091
O14924,441.13201074198366
O14925,41.27183268808406
O14926,19.6507173222859
O14929,0.004180731862042535
O14931,4.932588660455316
O14933,0.0
O14936,102.07662810656234
O14939,18.96039840351342
O14944,0.6169135027308474
O14948,34.10504714598129
O14949,0.0
O14950,0.0
O14957,0.0
O14958,0.16586998152378965
O14960,17.977276432735874
O14964,163.4257151146748
O14965,2.502142945591408
O14966,22.578190076619457
O14967,1.1758562752826172
O14972,2.734235196371186
O14974,353.79948560374476
O14975,1.7692955493859195
O14976,232.23889320599704
O14977,4.493520140411169
O14978,61.66444680318686
O14979,267.6998059392846
O14980,3.327270315824949
O14981,52.214232603874066
O14983,11.931047403573327
O14986,46.72342368535638
O14994,112.61581402314029
O15013,76.02522811167236
O15014,570.3385375937415
O15015,307.3710626893984
O15018,771.2199164833332
O15020,89.52632094457341
O15021,696.2169587092376
O15027,791.1237096045804
O15031,157.87884954065873
O15033,23.06061177685112
O15040,129.0878018112725
O15041,50.35199226221319
O15042,99.81915162579466
O15047,519.6944597268217
O15049,118.76476847070133
O15054,451.1694749053705
O15055,295.8822406256731
O15056,120.28795121863413
O15060,103.89688614898101
O15061,373.9110472905609
O15062,119.4318834525431
O15066,67.1341794693239
O15067,171.02704741459337
O15068,62.57165036949814
O15072,130.27901943805796
O15075,96.5992986647899
O15078,19.316681379288312
O15079,172.7455715347403
O15083,161.4430142539629
O15084,41.59925973014925
O15085,212.97235942186504
O15091,5.453600233484627
O15105,86.08379666466175
O15111,22.383059965662323
O15116,0.0
O15117,142.82284638436738
O15118,50.46640981182615
O15119,91.97114551286212
O15120,4.32739036485486
O15121,0.0
O15123,60.67297105217104
O15126,39.12439952696845
O15127,6.205037782208814
O15130,8.351120851200776
O15131,0.0
O15143,35.325593485813926
O15144,0.0
O15145,4.729626651644893
O15146,56.60246850519279
O15151,45.20827123917373
O15155,26.085134773150866
O15156,102.30097798350236
O15160,8.823200380805815
O15162,104.1527788403737
O15164,264.39043879828887
O15165,93.01023273530635
O15169,189.12321650990717
O15173,27.80215242052495
O15178,178.53855931848102
O15182,0.6758112289643627
O15194,3.0130544466750595
O15195,97.76851240959523
O15197,132.06047912000048
O15198,40.533373077134556
O15204,11.057887674736971
O15205,0.5284873748429533
O15209,440.21519217661194
O15211,206.06719822973986
O15212,0.0
O15217,0.0
O15226,87.21698021123946
O15228,0.1876030039372668
O15229,0.0
O15230,443.724580657716
O15231,204.03341326744393
O15232,36.23301616836264
O15234,253.00223803503346
O15239,0.0
O15240,10.845722316006963
O15243,0.0
O15244,13.605559473704618
O15245,0.21524500614390432
O15247,0.3207306256651004
O15254,9.188750215171156
O15258,0.0
O15259,12.386160134726515
O15260,1.4914376244072756
O15263,0.0
O15264,8.355041228571594
O15265,337.62276742346876
O15266,79.0635676093989
O15269,5.946310321590469
O15270,10.974235207051061
O15273,0.0
O15287,0.5097417192441811
O15294,32.53167449539746
O15296,11.794514513230766
O15297,23.806801265213664
O15303,97.00601046396874
O15304,9.722937581820586
O15305,9.064723137485636
O15315,6.447847359002288
O15318,0.28212802083699506
O15327,22.438909654983892
O15342,0.0
O15344,35.97456542732145
O15347,5.09774613141428
O15350,184.27560784409872
O15353,220.04757331651393
O15354,48.96381577084777
O15355,100.58279939131567
O15357,83.35167923222016
O15360,28.46564208107109
O15370,23.066145985282333
O15371,40.345548268948136
O15372,37.09318845723223
O15374,28.036183657332277
O15379,3.2375095682598722
O15381,50.334218069072946
O15382,0.0
O15389,66.49283939734367
O15391,21.621005368877412
O15392,0.0
O15393,82.23224626395037
O15394,74.77269257986251
O15397,0.0
O15399,204.04535032617866
O15400,13.496298849816139
O15405,99.24450412552915
O15409,215.4794605939193
O15427,0.32088288802587417
O15431,54.681491572036826
O15438,35.01927028274681
O15439,47.07903726438871
O15440,60.54198562498861
O15444,5.660263078199742
O15446,29.460877259179846
O15455,0.0
O15457,207.33260385916896
O15460,10.709362346521731
O15466,0.0
O15467,0.4083076221182959
O15479,27.084424049983028
O15481,13.942238707384316
O15484,22.856538136058706
O15488,92.66721262646826
O15492,21.822786754529336
O15496,0.0
O15498,2.6296764083259543
O15499,18.092170486972716
O15503,16.128999343312227
O15504,410.43866556989644
O15511,0.7484163474805539
O15514,0.0
O15516,262.4347521124356
O15519,3.1685905168142092
O15520,46.795103776679376
O15522,33.05621176551422
O15523,422.41613635613646
O15524,3.043737257171383
O15525,0.5053607347540916
O15527,14.728401361777852
O15528,5.7304615490629
O15529,7.387761600272695
O15530,88.03320763108127
O15533,31.049990035280807
O15534,573.382358837762
O15535,13.781625745832528
O15537,10.981898257283293
O15540,0.0
O15541,26.259308734846222
O15547,48.509535804966404
O15550,562.0556579760049
O15551,12.29299106258449
O15552,26.508856116828746
O15553,145.46062355359805
O15554,1.798146734202919
O42043,11.23295524143602
O43143,56.4599827826339
O43147,68.15599077446689
O43148,23.024278937410973
O43149,94.43459162807602
O43150,94.85470360677971
O43151,412.4856822182991
O43155,77.87128011894814
O43156,13.132391627223484
O43157,210.66547755136716
O43159,24.44803522861205
O43164,49.082186647520025
O43166,717.1509367380279
O43167,30.63624771356313
O43169,15.842443690461677
O43172,12.020077023949863
O43173,2.2772075939288126
O43174,0.8127674343119088
O43175,11.643093178882717
O43181,1.4006971466252682
O43182,328.10690566294784
O43184,63.26202570418843
O43186,136.24094719208512
O43187,41.1629339018634
O43189,205.72168860946434
O43193,31.658656771368285
O43194,27.332016286522485
O43196,23.787126872067297
O43236,9.326882174117584
O43237,99.03118702568528
O43240,18.964935430875737
O43242,0.10400858560567433
O43248,57.53070585220456
O43251,100.15079856586539
O43252,9.37499377286628
O43255,47.58882157506395
O43257,2.276290155855624
O43264,0.753279313311434
O43272,16.599281202314536
O43278,45.66808422137514
O43280,41.05623875128562
O43281,22.084848541491034
O43283,102.21725901167457
O43286,25.80224494290418
O43290,31.86934125671299
O43291,19.642689249714515
O43292,15.63797015918278
O43293,2.2026426866557745
O43294,94.32005463505809
O43295,121.03400929576853
O43296,76.63739844288713
O43298,41.59213024902281
O43299,22.257141817407316
O43300,37.28019515459156
O43303,89.90560345958723
O43306,50.50809513288357
O43307,12.647862842595156
O43309,3.6843116004031473
O43310,88.59843552520528
O43312,264.2530586469563
O43313,96.0924754004514
O43314,116.66005888082978
O43315,0.0
O43316,38.43056447165069
O43318,139.0960391565872
O43320,11.298573220942725
O43323,11.20991944988679
O43324,13.158094294101932
O43353,52.553819268375754
O43364,90.49024076924917
O43365,277.68485859088696
O43374,21.922023214687123
O43379,155.58986216850275
O43390,257.6168130483682
O43395,8.76079252931579
O43396,4.426952859239667
O43399,49.899579388447165
O43402,0.0
O43405,47.95901104250462
O43422,1.5133320073972512
O43424,104.52063814353805
O43426,235.805230147759
O43427,0.0
O43432,234.70198488572464
O43435,37.84671180019898
O43439,178.71724332102625
O43447,14.84966789842594
O43451,347.5758710490695
O43462,115.353326872162
O43463,3.9239461840112995
O43464,31.883715362083215
O43474,253.53278377587023
O43482,15.943479525505687
O43488,11.560381801541867
O43490,43.91567359493615
O43491,74.30957532482279
O43493,126.49479604060886
O43497,445.43653102208606
O43502,6.190446147515818
O43504,0.0
O43505,2.113897939067599
O43506,54.588451824247535
O43508,16.912714974999936
O43511,18.813918731805856
O43513,5.341769311565999
O43516,434.1851601899087
O43520,10.033755525827956
O43521,65.42768455405194
O43524,408.4865946834019
O43525,172.16312899684988
O43526,150.8212188469488
O43529,0.2924113393757633
O43541,70.01334179633609
O43542,11.267463166753881
O43543,3.6189619817745444
O43548,45.29478244910714
O43556,40.16349827726138
O43557,14.140497918582266
O43559,82.6962134156127
O43561,82.61135574673678
O43566,115.73169502571929
O43567,11.160369925546764
O43570,46.614919532232676
O43572,58.33244013563855
O43581,14.738377799174426
O43583,2.592708817228084
O43586,15.183913615683721
O43592,1.200734555500795
O43593,223.53216400825048
O43597,95.1191978259312
O43598,10.66124692412778
O43602,74.54903298571783
O43603,23.189442576007544
O43609,97.19017363171376
O43610,43.70574745375532
O43612,2.3668740513877617
O43613,15.835077023118755
O43614,9.498524296263039
O43615,28.900994402853037
O43617,0.12277351612368681
O43623,46.09201573431324
O43633,9.862518468823959
O43639,35.327941978257414
O43653,0.0
O43660,40.12995785331299
O43663,65.6565644901095
O43665,32.45445099565539
O43670,195.99957950564968
O43674,0.3993976866006398
O43676,0.0
O43678,0.0
O43679,34.17466797931873
O43680,11.769015086894207
O43681,3.9196895555539024
O43683,90.46515805527642
O43684,11.052547779706757
O43687,17.45079797027911
O43688,1.4851264515062454
O43699,50.962853724214696
O43704,4.081300966551137
O43707,49.857102370108066
O43708,0.0
O43709,1.4962443016211382
O43711,59.098910932492515
O43715,0.0
O43716,9.208079222503182
O43719,25.85252507907599
O43731,0.0
O43734,64.9704512936786
O43739,3.7860098366837978
O43741,27.70885939668164
O43745,5.7926757430055
O43747,16.488629826249387
O43749,0.0
O43752,40.23172176273028
O43759,22.144047197437796
O43760,12.4354848663846
O43761,22.142897204347758
O43763,208.62906512787055
O43765,74.51840221589799
O43766,8.126109306849285
O43768,15.525396508875248
O43772,3.4252841102084064
O43776,12.090797619452816
O43781,114.9175339532849
O43790,43.636759370874785
O43791,2.1213003149891
O43795,18.24331314161509
O43805,0.014562905031972391
O43808,0.0
O43809,1.5807594168103656
O43813,8.948935057361311
O43815,75.15066052668219
O43818,17.873930596007565
O43819,34.236412447203755
O43820,1.314901818615027
O43822,27.073740759043588
O43823,334.0866059198633
O43825,70.57282499050373
O43826,3.68467232375571
O43827,18.1579524812969
O43829,20.51905308686375
O43837,4.326882914435266
O43847,46.16632778111736
O43852,0.5152183731944509
O43854,33.94045955675972
O43861,39.92990819698826
O43865,37.032008656289584
O43866,23.074378555361708
O43868,29.590737066385095
O43889,2.446131701876202
O43895,22.2469855855447
O43896,88.86931271777291
O43897,101.52114480698746
O43900,91.0469049741617
O43903,31.470422915322448
O43909,57.40369396215933
O43913,1.4116839411320474
O43914,3.9996734134234844
O43915,9.539457674555496
O43916,4.682366748042739
O43918,75.50290876533109
O43920,0.0
O43921,33.745193574411154
O43924,0.0
O43927,0.0
O43929,0.0
O43933,94.58559378713048
O60216,3.7852065558712624
O60218,14.016799078101618
O60220,0.0
O60229,210.99608837334392
O60231,9.181548887722451
O60232,0.15679729220014993
O60235,29.378710725331324
O60237,124.94953401902734
O60238,85.32169077644565
O60239,121.15202869717191
O60240,13.056150787451111
O60241,230.75287935439394
O60242,128.39825258839414
O60243,5.242790833025829
O60244,268.75149126907786
O60248,105.48758199563856
O60256,2.299204759945848
O60258,12.24166624768955
O60259,101.95103521297052
O60260,59.791422935751
O60264,43.36423087276867
O60266,83.98736388745148
O60269,78.14395525210668
O60271,203.68705317213966
O60281,381.2372483786379
O60282,55.45088054946721
O60284,207.13817308464067
O60285,50.618091015340745
O60291,12.136647428868262
O60292,462.65615955014124
O60293,271.98255166807746
O60294,27.566493989918424
O60296,161.52625630493563
O60303,155.8562890380444
O60304,47.153616903829246
O60306,24.074491173446056
O60307,378.5801701792014
O60308,7.362768864550117
O60312,122.13023359639121
O60313,16.312930843216783
O60315,231.4482099386648
O60318,381.4831318488922
O60331,42.47589440343829
O60333,252.86283806238458
O60336,137.02601793793764
O60337,13.7557913448552
O60341,49.315452651333416
O60343,164.54019464360874
O60346,224.34588192762834
O60353,110.95173191050299
O60356,12.261383599126113
O60359,33.43156989402849
O60381,102.26996416417128
O60383,7.386539068696765
O60391,23.649105264002642
O60393,152.31566169515833
O60423,67.34643579308779
O60427,7.418607441881672
O60437,24.10818723198239
O60443,19.52246128983059
O60447,108.15152873920401
O60449,51.26013188460059
O60462,163.18374697501213
O60469,213.6530924049757
O60476,28.41681614334873
O60477,23.750100870442147
O60478,27.208478044087787
O60479,95.88017808936254
O60481,212.93949277237397
O60486,34.00510312751982
O60487,7.6348462258906995
O60488,71.19556299916462
O60493,11.705308447466784
O60494,906.7192438129553
O60496,20.435069082832467
O60499,0.4654604833578618
O60500,60.62506324250795
O60502,24.30037005763973
O60503,245.8904217107482
O60504,265.65642206151426
O60506,225.36558917598506
O60507,7.549614405337726
O60508,11.680019866537826
O60512,76.99282005464927
O60513,3.963451753082782
O60519,4.209675679192649
O60524,6.930227267833442
O60543,1.0902566101119087
O60547,25.156731805085116
O60548,213.1264267078025
O60551,9.772787950027894
O60563,232.66579404312918
O60565,26.48782786192745
O60566,42.95162940868959
O60568,52.481913917405386
O60573,14.32223073153968
O60583,306.23083376819255
O60602,5.706952755728536
O60603,55.11487049852113
O60609,1.9145891728495466
O60610,83.64189387486272
O60613,0.0
O60635,8.246580899911653
O60636,7.621210707872349
O60641,173.09408692101024
O60645,8.580477303882303
O60656,2.560237575326407
O60658,21.681509616168213
O60662,1.7494134485868735
O60663,26.253063011258227
O60664,31.637079842346466
O60667,42.31432408252177
O60669,7.919640706380045
O60671,5.70418711392073
O60673,414.260111807717
O60674,39.15497285021969
O60675,0.0
O60678,1.706732175820071
O60682,24.543838210394078
O60683,26.967935347645273
O60684,12.009185273312019
O60687,85.82316170343881
O60701,2.2928307533743673
O60704,31.48720127736551
O60706,41.39055177393519
O60711,0.1732483675753071
O60716,307.36337306875333
O60721,79.91195659256567
O60725,3.638846884613951
O60729,16.484645214411945
O60733,13.626141287216576
O60741,252.97562103066554
O60749,8.90564424510213
O60755,37.50457857939037
O60759,82.5117854969169
O60760,0.0
O60762,6.24087145675162
O60763,32.59896239507915
O60779,7.1358256726668365
O60783,0.0
O60784,43.04566344865643
O60806,173.68895797584383
O60812,12.379873461937228
O60814,0.0
O60825,13.911371518927648
O60826,5.497258715001857
O60828,45.93200071209791
O60829,4.119681560688088
O60830,2.6232078869383306
O60831,0.0
O60832,6.649007071526776
O60840,236.97384965473856
O60841,26.824200410511843
O60844,79.41891229898444
O60858,0.07463628210573343
O60861,118.37996843986849
O60869,0.34113121376067085
O60870,37.74045001871935
O60879,55.04395493736477
O60880,7.968037479408167
O60882,20.408154552391753
O60883,62.24106276177709
O60884,63.29213925656181
O60885,74.08592251145224
O60888,48.92677404583765
O60890,24.139209226001547
O60894,0.0
O60895,14.350734156229606
O60896,0.0
O60902,242.6341043512083
O60906,8.601651417698083
O60907,101.48811003971855
O60909,62.6526051015539
O60911,46.40310727224898
O60921,0.11178898276477957
O60925,0.0
O60927,5.617157904015073
O60928,5.963656619370552
O60930,6.530626223584414
O60931,3.956442359068764
O60934,99.00263853479291
O60936,43.65567365061548
O60938,0.0
O60939,6.273480161311149
O60941,97.58589173200059
O60942,6.467566108928098
O75015,5.669792813034022
O75019,45.53048243902161
O75022,106.90729576905316
O75023,73.30072785641185
O75027,28.186530208081145
O75030,83.9576489152858
O75031,0.0
O75037,127.32907394716918
O75038,235.75097091145477
O75044,139.9857897962785
O75051,121.0211881826927
O75052,54.765615354048016
O75054,58.223608312981185
O75056,46.95284895763615
O75061,396.21483461587826
O75063,1.548130757410529
O75069,194.90387279948916
O75072,5.076755337566228
O75074,176.82594115322965
O75077,127.36366504906962
O75078,160.5896393718099
O75081,157.58233144778117
O75083,62.43096495686093
O75084,80.18538075705708
O75093,107.0237235640781
O75094,45.22251307809546
O75096,220.78700158249788
O75106,47.875429304757205
O75110,14.717725550699466
O75112,166.8964694302361
O75113,95.33736196589507
O75116,14.062084340511294
O75121,1.8490823326845316
O75122,408.8220320433722
O75127,28.41114080648463
O75128,265.008797247407
O75129,105.018879240913
O75131,39.26506527140055
O75132,107.67784908017626
O75140,255.23588889023085
O75143,97.39025687323716
O75144,16.61713910547412
O75145,161.2557677479158
O75146,12.242714471750105
O75147,69.37836202762696
O75150,30.878848988324826
