UniProt_ID,region,unspliced_score,spliced_score,n_segments,tool,tool_type,whole_score,splice_delta
P08908,Extracellular/Lumenal,0.4313353981696646,0.3627117392143161,2,DeePhase,sequence,0.5755573841337309,-0.0686236589553485
P08908,Transmembrane,0.42785769722744194,0.472778515787335,7,DeePhase,sequence,0.5755573841337309,0.04492081855989305
P10747,Cytoplasmic,0.4648561912856745,0.4648561912856745,1,DeePhase,sequence,0.2813151568820208,0.0
P10747,Extracellular/Lumenal,0.213633939998678,0.213633939998678,1,DeePhase,sequence,0.2813151568820208,0.0
P10747,Transmembrane,0.4730025455903851,0.4730025455903851,1,DeePhase,sequence,0.2813151568820208,0.0
P11362,Cytoplasmic,0.3738548160746867,0.3738548160746867,1,DeePhase,sequence,0.7475201863033696,0.0
P11362,Extracellular/Lumenal,0.6714096776654154,0.6714096776654154,1,DeePhase,sequence,0.7475201863033696,0.0
P11362,Transmembrane,0.4643145933550472,0.4643145933550472,1,DeePhase,sequence,0.7475201863033696,0.0
P13569,Cytoplasmic,0.19898491927343048,0.4880795021601903,7,DeePhase,sequence,0.319666687562136,0.2890945828867598
P13569,Extracellular/Lumenal,0.3868552816081259,0.1214320821361263,4,DeePhase,sequence,0.319666687562136,-0.26542319947199955
P13569,Transmembrane,0.4541140060783595,0.5181608113187434,12,DeePhase,sequence,0.319666687562136,0.06404680524038386
P15529,Cytoplasmic,0.4015803161524126,0.4015803161524126,1,DeePhase,sequence,0.4297136769581865,0.0
P15529,Extracellular/Lumenal,0.6511131984232761,0.6511131984232761,1,DeePhase,sequence,0.4297136769581865,0.0
P15529,Transmembrane,0.5180209818568984,0.5180209818568984,1,DeePhase,sequence,0.4297136769581865,0.0
P15941,Cytoplasmic,0.3955669847208679,0.3955669847208679,1,DeePhase,sequence,0.8098321704265643,0.0
P15941,Extracellular/Lumenal,0.8226779566841024,0.8226779566841024,1,DeePhase,sequence,0.8098321704265643,0.0
P15941,Transmembrane,0.525997358332251,0.525997358332251,1,DeePhase,sequence,0.8098321704265643,0.0
P15954,Extracellular/Lumenal,0.4230292290455665,0.3625697507204373,1,DeePhase,sequence,0.1451981439729742,-0.06045947832512921
P15954,Transmembrane,0.3247205691560227,0.3247205691560227,1,DeePhase,sequence,0.1451981439729742,0.0
P17948,Cytoplasmic,0.4209576044728785,0.4209576044728785,1,DeePhase,sequence,0.5983249120777914,0.0
P17948,Extracellular/Lumenal,0.4187150975400128,0.4187150975400128,1,DeePhase,sequence,0.5983249120777914,0.0
P17948,Transmembrane,0.5506112223448828,0.5506112223448828,1,DeePhase,sequence,0.5983249120777914,0.0
P20963,Cytoplasmic,0.3724182603090155,0.3724182603090155,1,DeePhase,sequence,0.31857331715825,0.0
P20963,Transmembrane,0.472206197565668,0.472206197565668,1,DeePhase,sequence,0.31857331715825,0.0
P21802,Cytoplasmic,0.6025417216814728,0.6025417216814728,1,DeePhase,sequence,0.6792178467362027,0.0
P21802,Extracellular/Lumenal,0.5698252106351545,0.5698252106351545,1,DeePhase,sequence,0.6792178467362027,0.0
P21802,Transmembrane,0.4022632249878636,0.4022632249878636,1,DeePhase,sequence,0.6792178467362027,0.0
P29317,Cytoplasmic,0.2815307031117362,0.2815307031117362,1,DeePhase,sequence,0.5090752430571824,0.0
P29317,Extracellular/Lumenal,0.4888416758968784,0.4888416758968784,1,DeePhase,sequence,0.5090752430571824,0.0
P29317,Transmembrane,0.5346749605232195,0.5346749605232195,1,DeePhase,sequence,0.5090752430571824,0.0
P31431,Cytoplasmic,0.3757598703438677,0.3757598703438677,1,DeePhase,sequence,0.3751220971985444,0.0
P31431,Extracellular/Lumenal,0.4014079159511514,0.4014079159511514,1,DeePhase,sequence,0.3751220971985444,0.0
P31431,Transmembrane,0.4623102339986007,0.4623102339986007,1,DeePhase,sequence,0.3751220971985444,0.0
P31645,Cytoplasmic,0.3617528949011288,0.3510724395542263,6,DeePhase,sequence,0.4511420928032439,-0.010680455346902484
P31645,Extracellular/Lumenal,0.3299794261882009,0.1850157446835826,5,DeePhase,sequence,0.4511420928032439,-0.14496368150461833
P31645,Transmembrane,0.4650157048408803,0.4867277869947671,12,DeePhase,sequence,0.4511420928032439,0.021712082153886814
P35968,Cytoplasmic,0.7090396731281602,0.7090396731281602,1,DeePhase,sequence,0.7475981455724243,0.0
P35968,Extracellular/Lumenal,0.433320467243543,0.433320467243543,1,DeePhase,sequence,0.7475981455724243,0.0
P35968,Transmembrane,0.475116716136708,0.475116716136708,1,DeePhase,sequence,0.7475981455724243,0.0
P40967,Cytoplasmic,0.2438890616560962,0.2438890616560962,1,DeePhase,sequence,0.6474275875058453,0.0
P40967,Extracellular/Lumenal,0.2586691198938909,0.2586691198938909,1,DeePhase,sequence,0.6474275875058453,0.0
P40967,Transmembrane,0.5313215514215253,0.5313215514215253,1,DeePhase,sequence,0.6474275875058453,0.0
P46531,Cytoplasmic,0.9096430344347542,0.9096430344347542,1,DeePhase,sequence,0.8347137030915559,0.0
P46531,Extracellular/Lumenal,0.465471671438559,0.465471671438559,1,DeePhase,sequence,0.8347137030915559,0.0
P46531,Transmembrane,0.5899659477689763,0.5899659477689763,1,DeePhase,sequence,0.8347137030915559,0.0
P49146,Cytoplasmic,0.3447344186006316,0.125507010784975,4,DeePhase,sequence,0.2850098495429285,-0.21922740781565658
P49146,Extracellular/Lumenal,0.4026876291629463,0.3007443901561228,2,DeePhase,sequence,0.2850098495429285,-0.1019432390068235
P49146,Transmembrane,0.438863571029414,0.3913577942561121,7,DeePhase,sequence,0.2850098495429285,-0.04750577677330187
P61073,Cytoplasmic,0.4031635809650106,0.2165526411857782,4,DeePhase,sequence,0.3375601145195614,-0.1866109397792324
P61073,Extracellular/Lumenal,0.36240277496530665,0.1760516209417069,4,DeePhase,sequence,0.3375601145195614,-0.18635115402359975
P61073,Transmembrane,0.4545395105621232,0.3942540281387774,7,DeePhase,sequence,0.3375601145195614,-0.060285482423345804
P63027,Cytoplasmic,0.4324441630410182,0.4324441630410182,1,DeePhase,sequence,0.410769406799761,0.0
P63027,Transmembrane,0.5547250680027838,0.5547250680027838,1,DeePhase,sequence,0.410769406799761,0.0
Q03135,Cytoplasmic,0.12933941561816406,0.0939413384601818,2,DeePhase,sequence,0.099441732848538,-0.035398077157982266
Q04671,Cytoplasmic,0.35212358368137686,0.5971122463692973,5,DeePhase,sequence,0.5728288917641494,0.2449886626879204
Q04671,Extracellular/Lumenal,0.28205894645825175,0.1396679040976113,6,DeePhase,sequence,0.5728288917641494,-0.14239104236064046
Q04671,Transmembrane,0.4908540565544814,0.6111934021203556,12,DeePhase,sequence,0.5728288917641494,0.12033934556587417
Q07065,Cytoplasmic,0.6449927775108675,0.6449927775108675,1,DeePhase,sequence,0.824053519508696,0.0
Q07065,Extracellular/Lumenal,0.68048123625187,0.68048123625187,1,DeePhase,sequence,0.824053519508696,0.0
Q07065,Transmembrane,0.5916048218273569,0.5916048218273569,1,DeePhase,sequence,0.824053519508696,0.0
Q08345,Cytoplasmic,0.6803259123755538,0.6803259123755538,1,DeePhase,sequence,0.7904547668784648,0.0
Q08345,Extracellular/Lumenal,0.6212699861731961,0.6212699861731961,1,DeePhase,sequence,0.7904547668784648,0.0
Q08345,Transmembrane,0.5254617299743511,0.5254617299743511,1,DeePhase,sequence,0.7904547668784648,0.0
Q12879,Cytoplasmic,0.5034538020243223,0.7580414618027969,3,DeePhase,sequence,0.7444131631049393,0.25458765977847453
Q12879,Extracellular/Lumenal,0.2005535928424081,0.3088448748638799,2,DeePhase,sequence,0.7444131631049393,0.10829128202147181
Q12879,Transmembrane,0.4632811129892267,0.4383021725636657,3,DeePhase,sequence,0.7444131631049393,-0.02497894042556098
Q13021,Transmembrane,0.456002067859686,0.4112033947004316,4,DeePhase,sequence,0.356358347216439,-0.0447986731592544
Q14739,Extracellular/Lumenal,0.6145968140295306,0.6145968140295306,1,DeePhase,sequence,0.4318260637083343,0.0
Q14739,Transmembrane,0.4565813214584139,0.4267726828409528,8,DeePhase,sequence,0.4318260637083343,-0.02980863861746108
Q14BN4,Cytoplasmic,0.7439250601212538,0.7439250601212538,1,DeePhase,sequence,0.7615433156494418,0.0
Q14BN4,Transmembrane,0.5379356885578265,0.5379356885578265,1,DeePhase,sequence,0.7615433156494418,0.0
Q15303,Cytoplasmic,0.7707305070670378,0.7707305070670378,1,DeePhase,sequence,0.7417623343955715,0.0
Q15303,Extracellular/Lumenal,0.458293112797872,0.458293112797872,1,DeePhase,sequence,0.7417623343955715,0.0
Q15303,Transmembrane,0.4728661786117479,0.4728661786117479,1,DeePhase,sequence,0.7417623343955715,0.0
Q16635,Extracellular/Lumenal,0.2987932482807397,0.1604462911345545,2,DeePhase,sequence,0.186118419781549,-0.13834695714618522
Q7Z3C6,Cytoplasmic,0.30742217774331543,0.7922406558617741,6,DeePhase,sequence,0.570137646524983,0.48481847811845863
Q7Z3C6,Extracellular/Lumenal,0.2123924830326571,0.1738177955554495,1,DeePhase,sequence,0.570137646524983,-0.0385746874772076
Q7Z3C6,Transmembrane,0.4905955903667166,0.3951067659752671,4,DeePhase,sequence,0.570137646524983,-0.09548882439144951
Q7Z434,Cytoplasmic,0.8330745379708189,0.8330745379708189,1,DeePhase,sequence,0.8157379853939009,0.0
Q7Z434,Transmembrane,0.5106724733026158,0.5106724733026158,1,DeePhase,sequence,0.8157379853939009,0.0
Q86WV6,Cytoplasmic,0.4083576773758348,0.4070494022057258,3,DeePhase,sequence,0.4465406365410429,-0.0013082751701090078
Q86WV6,Extracellular/Lumenal,0.4341475341559386,0.4113832846949939,2,DeePhase,sequence,0.4465406365410429,-0.022764249460944685
Q86WV6,Transmembrane,0.4554758355292955,0.3398735282193716,4,DeePhase,sequence,0.4465406365410429,-0.11560230730992388
Q8N114,Cytoplasmic,0.6448823330900546,0.6448823330900546,1,DeePhase,sequence,0.5456722251473847,0.0
Q8N114,Extracellular/Lumenal,0.1671774872145282,0.1671774872145282,1,DeePhase,sequence,0.5456722251473847,0.0
Q8N114,Transmembrane,0.40408955383503,0.40408955383503,1,DeePhase,sequence,0.5456722251473847,0.0
Q8NC56,Transmembrane,0.5330100579037506,0.5476210174927328,2,DeePhase,sequence,0.7480487431855307,0.014610959588982286
Q8TEM1,Cytoplasmic,0.4735837386590408,0.4735837386590408,1,DeePhase,sequence,0.5098228666860232,0.0
Q8TEM1,Extracellular/Lumenal,0.4535371524144104,0.4535371524144104,1,DeePhase,sequence,0.5098228666860232,0.0
Q8TEM1,Transmembrane,0.484592792430862,0.484592792430862,1,DeePhase,sequence,0.5098228666860232,0.0
Q8WXG9,Cytoplasmic,0.4169313481113054,0.48055189338494,4,DeePhase,sequence,0.5152989499266505,0.06362054527363459
Q8WXG9,Extracellular/Lumenal,0.3515468658833978,0.3322271297226232,3,DeePhase,sequence,0.5152989499266505,-0.019319736160774592
Q8WXG9,Transmembrane,0.46864490388173546,0.468526538878098,7,DeePhase,sequence,0.5152989499266505,-0.00011836500363748836
Q9BR39,Cytoplasmic,0.8945590709689284,0.8945590709689284,1,DeePhase,sequence,0.9085145678132642,0.0
Q9BR39,Transmembrane,0.4015497575656473,0.4015497575656473,1,DeePhase,sequence,0.9085145678132642,0.0
Q9BRQ8,Transmembrane,0.5666690720630303,0.5666690720630303,1,DeePhase,sequence,0.160960749617091,0.0
Q9H3U5,Transmembrane,0.46471918429177267,0.4680417963376303,12,DeePhase,sequence,0.4962737032969332,0.0033226120458576536
Q9H461,Cytoplasmic,0.4490686559288336,0.5400515430609639,4,DeePhase,sequence,0.6823047967816465,0.09098288713213032
Q9H461,Extracellular/Lumenal,0.45797805216502996,0.7896940342028782,4,DeePhase,sequence,0.6823047967816465,0.33171598203784824
Q9H461,Transmembrane,0.4713124348725034,0.4786849488626341,7,DeePhase,sequence,0.6823047967816465,0.007372513990130669
Q9UJA2,Transmembrane,0.47960921991934596,0.3371929683808012,5,DeePhase,sequence,0.3495007206973131,-0.14241625153854476
Q9UM73,Cytoplasmic,0.7942028954083203,0.7942028954083203,1,DeePhase,sequence,0.85925445689782,0.0
Q9UM73,Extracellular/Lumenal,0.7515490793648962,0.7515490793648962,1,DeePhase,sequence,0.85925445689782,0.0
Q9UM73,Transmembrane,0.5290813647025467,0.5290813647025467,1,DeePhase,sequence,0.85925445689782,0.0
Q9Y624,Cytoplasmic,0.3131516541941709,0.3131516541941709,1,DeePhase,sequence,0.2792030519407533,0.0
Q9Y624,Extracellular/Lumenal,0.2145073678417988,0.2145073678417988,1,DeePhase,sequence,0.2792030519407533,0.0
Q9Y624,Transmembrane,0.5571413615320857,0.5571413615320857,1,DeePhase,sequence,0.2792030519407533,0.0
O00254,Cytoplasmic,0.085725,0.0837072727272727,4,ESpritz,sequence,0.0,-0.002017727272727296
O00254,Extracellular/Lumenal,0.06265,0.0729546218487394,4,ESpritz,sequence,0.0,0.010304621848739398
O00254,Transmembrane,0.05238571428571429,0.0533888888888888,7,ESpritz,sequence,0.0,0.001003174603174506
O14763,Cytoplasmic,0.2324,0.2324177033492823,1,ESpritz,sequence,0.0704545454545454,1.7703349282305325e-05
O14763,Extracellular/Lumenal,0.1599,0.1598735483870967,1,ESpritz,sequence,0.0704545454545454,-2.645161290329434e-05
O14763,Transmembrane,0.1051,0.1050666666666666,1,ESpritz,sequence,0.0704545454545454,-3.333333333339905e-05
O43561,Cytoplasmic,0.4563,0.4562702127659575,1,ESpritz,sequence,0.2022900763358778,-2.9787234042510935e-05
O43561,Extracellular/Lumenal,0.2755,0.2755499999999999,1,ESpritz,sequence,0.2022900763358778,4.999999999988347e-05
O43561,Transmembrane,0.2525,0.2524565217391304,1,ESpritz,sequence,0.2022900763358778,-4.347826086958939e-05
O60500,Cytoplasmic,0.3807,0.3806843373493975,1,ESpritz,sequence,0.0,-1.566265060248817e-05
O60500,Extracellular/Lumenal,0.0686,0.0686407945736434,1,ESpritz,sequence,0.0,4.079457364340733e-05
O60500,Transmembrane,0.2269,0.2268809523809523,1,ESpritz,sequence,0.0,-1.904761904769625e-05
O60733,Transmembrane,0.046799999999999994,0.0468047619047619,2,ESpritz,sequence,0.0,4.761904761903246e-06
O75445,Cytoplasmic,0.099,0.0990179856115107,1,ESpritz,sequence,0.0,1.7985611510701327e-05
O75445,Extracellular/Lumenal,0.0482,0.0481892237078427,1,ESpritz,sequence,0.0,-1.0776292157302358e-05
O75445,Transmembrane,0.0437,0.0437095238095238,1,ESpritz,sequence,0.0,9.523809523799553e-06
O75460,Cytoplasmic,0.1111,0.1110768031189084,1,ESpritz,sequence,0.0,-2.319688109160556e-05
O75460,Extracellular/Lumenal,0.0805,0.0804538823529411,1,ESpritz,sequence,0.0,-4.6117647058904754e-05
O75460,Transmembrane,0.1611,0.1611428571428571,1,ESpritz,sequence,0.0,4.285714285709452e-05
O75581,Cytoplasmic,0.3729,0.3729454545454546,1,ESpritz,sequence,0.0334779913205207,4.545454545457073e-05
O75581,Extracellular/Lumenal,0.0463,0.0462903034789045,1,ESpritz,sequence,0.0334779913205207,-9.696521095503563e-06
O75581,Transmembrane,0.0776,0.0775826086956521,1,ESpritz,sequence,0.0334779913205207,-1.7391304347899594e-05
P00533,Cytoplasmic,0.1488,0.148830258302583,1,ESpritz,sequence,0.0173553719008264,3.0258302583019425e-05
P00533,Extracellular/Lumenal,0.0498,0.0497837359098228,1,ESpritz,sequence,0.0173553719008264,-1.6264090177194046e-05
P00533,Transmembrane,0.0419,0.0418826086956521,1,ESpritz,sequence,0.0173553719008264,-1.7391304347899594e-05
P01857,Extracellular/Lumenal,0.2396,0.2395536363636363,1,ESpritz,sequence,0.0,-4.636363636370544e-05
P04626,Cytoplasmic,0.2335,0.2334720689655172,1,ESpritz,sequence,0.0868525896414342,-2.793103448281431e-05
P04626,Extracellular/Lumenal,0.0487,0.048733492063492,1,ESpritz,sequence,0.0868525896414342,3.34920634919994e-05
P04626,Transmembrane,0.0421,0.0421,1,ESpritz,sequence,0.0868525896414342,0.0
P05067,Cytoplasmic,0.2165,0.2165270833333333,1,ESpritz,sequence,0.0,2.7083333333288717e-05
P05067,Extracellular/Lumenal,0.1562,0.1562267543859649,1,ESpritz,sequence,0.0,2.6754385964888883e-05
P05067,Transmembrane,0.0884,0.0884380952380952,1,ESpritz,sequence,0.0,3.8095238095198214e-05
P05556,Cytoplasmic,0.3744,0.3744468085106382,1,ESpritz,sequence,0.0,4.680851063820768e-05
P05556,Extracellular/Lumenal,0.0864,0.0864039548022598,1,ESpritz,sequence,0.0,3.954802259800716e-06
P05556,Transmembrane,0.0866,0.0865826086956521,1,ESpritz,sequence,0.0,-1.7391304347899594e-05
P07766,Cytoplasmic,0.5528,0.5528145454545454,1,ESpritz,sequence,0.2077294685990338,1.4545454545489278e-05
P07766,Extracellular/Lumenal,0.1798,0.1797874999999999,1,ESpritz,sequence,0.2077294685990338,-1.250000000008189e-05
P07766,Transmembrane,0.1717,0.1717192307692308,1,ESpritz,sequence,0.2077294685990338,1.923076923079914e-05
P07949,Cytoplasmic,0.1256,0.1256356673960613,1,ESpritz,sequence,0.0,3.566739606131186e-05
P07949,Extracellular/Lumenal,0.0518,0.0518369028006589,1,ESpritz,sequence,0.0,3.690280065889867e-05
P07949,Transmembrane,0.0622,0.0622045454545454,1,ESpritz,sequence,0.0,4.545454545402949e-06
P08172,Cytoplasmic,0.15085,0.2593774058577406,4,ESpritz,sequence,0.0,0.1085274058577406
P08172,Extracellular/Lumenal,0.120725,0.1347388888888889,4,ESpritz,sequence,0.0,0.014013888888888909
P08172,Transmembrane,0.09722857142857143,0.0974456647398843,7,ESpritz,sequence,0.0,0.0002170933113128659
P08247,Cytoplasmic,0.236,0.4121688524590163,3,ESpritz,sequence,0.1789137380191693,0.1761688524590163
P08247,Extracellular/Lumenal,0.07205,0.0721978947368421,2,ESpritz,sequence,0.1789137380191693,0.00014789473684209686
P08247,Transmembrane,0.08155,0.0815416666666666,4,ESpritz,sequence,0.1789137380191693,-8.333333333401804e-06
P08908,Cytoplasmic,0.12037500000000001,0.1571486338797814,4,ESpritz,sequence,0.0,0.03677363387978139
P08908,Extracellular/Lumenal,0.126775,0.1831121621621622,4,ESpritz,sequence,0.0,0.056337162162162197
P08908,Transmembrane,0.08184285714285713,0.0814460606060606,7,ESpritz,sequence,0.0,-0.0003967965367965287
P10747,Cytoplasmic,0.3861,0.3860731707317073,1,ESpritz,sequence,0.0,-2.682926829267185e-05
P10747,Extracellular/Lumenal,0.0758,0.0757649253731343,1,ESpritz,sequence,0.0,-3.507462686570817e-05
P10747,Transmembrane,0.0846,0.0845629629629629,1,ESpritz,sequence,0.0,-3.703703703709926e-05
P11362,Cytoplasmic,0.1282,0.128167294117647,1,ESpritz,sequence,0.0401459854014598,-3.270588235301797e-05
P11362,Extracellular/Lumenal,0.1656,0.165636338028169,1,ESpritz,sequence,0.0401459854014598,3.633802816899179e-05
P11362,Transmembrane,0.0445,0.0444523809523809,1,ESpritz,sequence,0.0401459854014598,-4.761904761909491e-05
P13569,Cytoplasmic,0.09231428571428571,0.1003604278074866,7,ESpritz,sequence,0.0135135135135135,0.008046142093200884
P13569,Extracellular/Lumenal,0.04338333333333333,0.0456133333333333,6,ESpritz,sequence,0.0135135135135135,0.002229999999999968
P13569,Transmembrane,0.044500000000000005,0.0445367588932806,12,ESpritz,sequence,0.0135135135135135,3.6758893280593175e-05
P15529,Cytoplasmic,0.2981,0.2980576923076923,1,ESpritz,sequence,0.0,-4.230769230767484e-05
P15529,Extracellular/Lumenal,0.1242,0.1241579288025889,1,ESpritz,sequence,0.0,-4.207119741110599e-05
P15529,Transmembrane,0.1525,0.1524565217391304,1,ESpritz,sequence,0.0,-4.347826086958939e-05
P15941,Cytoplasmic,0.2598,0.2598337837837837,1,ESpritz,sequence,0.6749003984063745,3.378378378371405e-05
P15941,Extracellular/Lumenal,0.4992,0.4992333920704846,1,ESpritz,sequence,0.6749003984063745,3.33920704846391e-05
P15941,Transmembrane,0.067,0.0670173913043478,1,ESpritz,sequence,0.6749003984063745,1.739130434780245e-05
P15954,Extracellular/Lumenal,0.60975,0.611065,2,ESpritz,sequence,1.0,0.001314999999999955
P15954,Transmembrane,0.5707,0.5706592592592593,1,ESpritz,sequence,1.0,-4.0740740740674575e-05
P17948,Cytoplasmic,0.1339,0.1339035842293906,1,ESpritz,sequence,0.0,3.584229390618532e-06
P17948,Extracellular/Lumenal,0.0504,0.0504433060109289,1,ESpritz,sequence,0.0,4.330601092889658e-05
P17948,Transmembrane,0.0439,0.0439090909090909,1,ESpritz,sequence,0.0,9.090909090896104e-06
P20963,Cytoplasmic,0.5369,0.5368814159292036,1,ESpritz,sequence,0.5365853658536586,-1.8584070796467955e-05
P20963,Extracellular/Lumenal,0.2198,0.2198444444444444,1,ESpritz,sequence,0.5365853658536586,4.444444444440254e-05
P20963,Transmembrane,0.2331,0.2331428571428571,1,ESpritz,sequence,0.5365853658536586,4.285714285709452e-05
P21802,Cytoplasmic,0.1314,0.1313524822695035,1,ESpritz,sequence,0.0341047503045067,-4.751773049649355e-05
P21802,Extracellular/Lumenal,0.0817,0.0817238764044943,1,ESpritz,sequence,0.0341047503045067,2.387640449430517e-05
P21802,Transmembrane,0.0547,0.0547190476190476,1,ESpritz,sequence,0.0341047503045067,1.9047619047599107e-05
P29317,Cytoplasmic,0.064,0.0640311004784689,1,ESpritz,sequence,0.0,3.110047846889563e-05
P29317,Extracellular/Lumenal,0.0986,0.0985805447470817,1,ESpritz,sequence,0.0,-1.945525291829897e-05
P29317,Transmembrane,0.073,0.0729523809523809,1,ESpritz,sequence,0.0,-4.761904761910185e-05
P31431,Cytoplasmic,0.387,0.3870071428571428,1,ESpritz,sequence,0.0,7.142857142816705e-06
P31431,Extracellular/Lumenal,0.3895,0.3895157480314961,1,ESpritz,sequence,0.0,1.574803149606563e-05
P31431,Transmembrane,0.2287,0.228732,1,ESpritz,sequence,0.0,3.200000000000425e-05
P31645,Cytoplasmic,0.11347142857142857,0.2170639423076923,7,ESpritz,sequence,0.0158730158730158,0.10359251373626373
P31645,Extracellular/Lumenal,0.045816666666666665,0.041455487804878,6,ESpritz,sequence,0.0158730158730158,-0.0043611788617886685
P31645,Transmembrane,0.04977499999999999,0.0504813953488372,12,ESpritz,sequence,0.0158730158730158,0.0007063953488372077
